rank,skill,platform,vendor,source_skillssh,slug_clawhub,match,description,description_zh,installs_skillssh,trending_rank_skillssh,weekly_recent,weekly_prev,growth_pct,data_source
17,to-spec,skills.sh,mattpocock,mattpocock/skills,,single,,,336153,17,49738,61040,-18.5,skills.sh-trending
18,prototype,skills.sh,mattpocock,mattpocock/skills,,single,,,619116,18,48412,60846,-20.4,skills.sh-trending
19,ai-research-explore,skills.sh,lllllllama,lllllllama/rigorpilot-skills,,single,,,307573,19,50300,32324,55.6,skills.sh-trending
20,paper-context-resolver,skills.sh,lllllllama,lllllllama/rigorpilot-skills,,single,,,447307,20,50275,32245,55.9,skills.sh-trending
21,ai-research-reproduction,skills.sh,lllllllama,lllllllama/rigorpilot-skills,,single,,,307375,21,50263,32246,55.9,skills.sh-trending
22,analyze-project,skills.sh,lllllllama,lllllllama/rigorpilot-skills,,single,,,307469,22,50275,32243,55.9,skills.sh-trending
23,safe-debug,skills.sh,lllllllama,lllllllama/rigorpilot-skills,,single,,,307080,23,50255,32225,56,skills.sh-trending
24,repo-intake-and-plan,skills.sh,lllllllama,lllllllama/rigorpilot-skills,,single,,,446598,24,50247,32230,55.9,skills.sh-trending
25,env-and-assets-bootstrap,skills.sh,lllllllama,lllllllama/rigorpilot-skills,,single,,,446509,25,50245,32229,55.9,skills.sh-trending
26,explore-run,skills.sh,lllllllama,lllllllama/rigorpilot-skills,,single,,,307006,26,50237,32222,55.9,skills.sh-trending
27,explore-code,skills.sh,lllllllama,lllllllama/rigorpilot-skills,,single,,,307118,27,50243,32233,55.9,skills.sh-trending
28,minimal-run-and-audit,skills.sh,lllllllama,lllllllama/rigorpilot-skills,,single,,,446493,28,50250,32229,55.9,skills.sh-trending
29,run-train,skills.sh,lllllllama,lllllllama/rigorpilot-skills,,single,,,307015,29,50239,32221,55.9,skills.sh-trending
30,to-tickets,skills.sh,mattpocock,mattpocock/skills,,single,,,330477,30,47951,57752,-17,skills.sh-trending
31,handoff,skills.sh,mattpocock,mattpocock/skills,,single,,,634988,31,48859,58162,-16,skills.sh-trending
32,wayfinder,skills.sh,mattpocock,mattpocock/skills,,single,,,349989,32,48729,60412,-19.3,skills.sh-trending
33,research,skills.sh,mattpocock,mattpocock/skills,,single,,,343250,33,45018,54803,-17.9,skills.sh-trending
34,triage,skills.sh,mattpocock,mattpocock/skills,,single,,,630971,34,47409,58240,-18.6,skills.sh-trending
35,teach,skills.sh,mattpocock,mattpocock/skills,,single,,,496216,35,44680,53989,-17.2,skills.sh-trending
36,ask-matt,skills.sh,mattpocock,mattpocock/skills,,single,,,404914,36,44321,55243,-19.8,skills.sh-trending
37,resolving-merge-conflicts,skills.sh,mattpocock,mattpocock/skills,,single,,,331963,37,42167,50799,-17,skills.sh-trending
38,writing-for-agents,skills.sh,mattpocock,mattpocock/skills,,single,,,107946,38,42587,36269,17.4,skills.sh-trending
39,implement,skills.sh,mattpocock,mattpocock/skills,,single,,,396323,39,45552,55168,-17.4,skills.sh-trending
40,wait-what,skills.sh,mattpocock,mattpocock/skills,,single,,,103786,40,42010,34647,,skills.sh-trending
41,wizard,skills.sh,mattpocock,mattpocock/skills,,single,,,216934,41,41317,42981,-3.9,skills.sh-trending
42,to-questionnaire,skills.sh,mattpocock,mattpocock/skills,,single,,,164959,42,40766,41844,-2.6,skills.sh-trending
43,ai-music,skills.sh,genmedia-labs,genmedia-labs/skills,,single,,,89061,43,30205,0,,skills.sh-trending
44,ai-video-generation,skills.sh,genmedia-labs,genmedia-labs/skills,,single,,,89480,44,30425,0,,skills.sh-trending
45,video-edit,skills.sh,genmedia-labs,genmedia-labs/skills,,single,,,89273,45,30348,0,,skills.sh-trending
46,ai-image-generation,skills.sh,genmedia-labs,genmedia-labs/skills,,single,,,89139,46,30291,0,,skills.sh-trending
47,image-to-video,skills.sh,genmedia-labs,genmedia-labs/skills,,single,,,89268,47,30420,0,,skills.sh-trending
48,hyperframes-core,skills.sh,heygen-com,heygen-com/hyperframes,,single,,,298509,48,27491,26653,3.1,skills.sh-trending
49,hyperframes-animation,skills.sh,heygen-com,heygen-com/hyperframes,,single,,,295996,49,28486,27458,3.7,skills.sh-trending
50,hyperframes-creative,skills.sh,heygen-com,heygen-com/hyperframes,,single,,,277370,50,25670,23070,11.3,skills.sh-trending
51,prisma-client-api,skills.sh,prisma,prisma/skills,,single,,,212329,51,41584,43897,-5.3,skills.sh-trending
52,prisma-cli,skills.sh,prisma,prisma/skills,,single,,,210292,52,41486,43794,-5.3,skills.sh-trending
53,prisma-database-setup,skills.sh,prisma,prisma/skills,,single,,,212971,53,41540,43800,-5.2,skills.sh-trending
54,prisma-postgres,skills.sh,prisma,prisma/skills,,single,,,206580,54,41345,43650,-5.3,skills.sh-trending
55,prisma-postgres-setup,skills.sh,prisma,prisma/skills,,single,,,201009,55,41296,43568,-5.2,skills.sh-trending
56,prisma-driver-adapter-implementation,skills.sh,prisma,prisma/skills,,single,,,202297,56,41229,43492,-5.2,skills.sh-trending
57,prisma-upgrade-v7,skills.sh,prisma,prisma/skills,,single,,,202170,57,41220,43455,-5.1,skills.sh-trending
58,prisma-compute,skills.sh,prisma,prisma/skills,,single,,,197572,58,41201,43410,-5.1,skills.sh-trending
59,prisma-mongodb-upgrade,skills.sh,prisma,prisma/skills,,single,,,196337,59,41143,43366,-5.1,skills.sh-trending
60,hyperframes-cli,skills.sh,heygen-com,heygen-com/hyperframes,,single,,,413757,60,38236,28363,34.8,skills.sh-trending
61,hyperframes-audio,skills.sh,heygen-com,heygen-com/hyperframes,,single,,,38901,61,17702,0,,skills.sh-trending
62,git-guardrails-claude-code,skills.sh,mattpocock,mattpocock/skills,,single,,,247309,62,19342,22344,-13.4,skills.sh-trending
63,loop-me,skills.sh,mattpocock,mattpocock/skills,,single,,,186599,63,20131,23986,-16.1,skills.sh-trending
64,claude-handoff,skills.sh,mattpocock,mattpocock/skills,,single,,,162806,64,20366,23625,-13.8,skills.sh-trending
65,setup-pre-commit,skills.sh,mattpocock,mattpocock/skills,,single,,,240632,65,19043,22024,-13.5,skills.sh-trending
66,writing-fragments,skills.sh,mattpocock,mattpocock/skills,,single,,,234030,66,18856,21793,-13.5,skills.sh-trending
67,writing-beats,skills.sh,mattpocock,mattpocock/skills,,single,,,234624,67,18862,21833,-13.6,skills.sh-trending
68,writing-shape,skills.sh,mattpocock,mattpocock/skills,,single,,,234226,68,18923,21835,-13.3,skills.sh-trending
69,setup-ts-deep-modules,skills.sh,mattpocock,mattpocock/skills,,single,,,123695,69,18497,20981,-11.8,skills.sh-trending
70,scaffold-exercises,skills.sh,mattpocock,mattpocock/skills,,single,,,236650,70,18807,21716,-13.4,skills.sh-trending
71,migrate-to-shoehorn,skills.sh,mattpocock,mattpocock/skills,,single,,,233508,71,18622,21591,-13.8,skills.sh-trending
72,agent-browser,skills.sh,vercel-labs,vercel-labs/agent-browser,,single,,,706787,72,36656,33224,10.3,skills.sh-trending
73,lark-apps,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,507536,73,31176,33728,-7.6,skills.sh-trending
74,lark-shared,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,598425,74,31157,33772,-7.7,skills.sh-trending
75,lark-doc,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,598939,75,31236,33810,-7.6,skills.sh-trending
76,lark-base,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,598792,76,31249,33798,-7.5,skills.sh-trending
77,lark-im,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,598270,77,31136,33753,-7.8,skills.sh-trending
78,lark-calendar,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,598288,78,31126,33729,-7.7,skills.sh-trending
79,lark-sheets,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,597980,79,31121,33736,-7.8,skills.sh-trending
80,lark-minutes,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,597813,80,31100,33708,-7.7,skills.sh-trending
81,lark-slides,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,597560,81,31074,33681,-7.7,skills.sh-trending
82,lark-drive,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,598494,82,31172,33779,-7.7,skills.sh-trending
83,lark-whiteboard,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,597697,83,31069,33701,-7.8,skills.sh-trending
84,lark-approval,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,598703,84,31090,33745,-7.9,skills.sh-trending
85,lark-wiki,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,597937,85,31136,33717,-7.7,skills.sh-trending
86,lark-openapi-explorer,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,597682,86,31037,33684,-7.9,skills.sh-trending
87,lark-vc,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,597427,87,31060,33664,-7.7,skills.sh-trending
88,lark-contact,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,598088,88,31057,33713,-7.9,skills.sh-trending
89,lark-event,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,597805,89,31052,33712,-7.9,skills.sh-trending
90,lark-markdown,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,563470,90,31059,33693,-7.8,skills.sh-trending
91,lark-task,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,597628,91,31072,33674,-7.7,skills.sh-trending
92,lark-mail,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,597610,92,31034,33671,-7.8,skills.sh-trending
93,lark-skill-maker,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,597425,93,31012,33673,-7.9,skills.sh-trending
94,lark-attendance,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,597781,94,31024,33674,-7.9,skills.sh-trending
95,lark-note,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,381879,95,31051,33669,-7.8,skills.sh-trending
96,hyperframes,skills.sh,heygen-com,heygen-com/hyperframes,,single,,,399555,96,34140,27453,24.4,skills.sh-trending
97,lark-workflow-standup-report,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,597207,97,31001,33648,-7.9,skills.sh-trending
98,lark-okr,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,578303,98,31014,33627,-7.8,skills.sh-trending
99,lark-vc-agent,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,542070,99,31027,33626,-7.7,skills.sh-trending
100,lark-workflow-meeting-summary,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,597203,100,30994,33631,-7.8,skills.sh-trending
