rank,skill,platform,vendor,source_skillssh,slug_clawhub,url,match,description,description_zh,verified_by,installs_skillssh,downloads_clawhub,downloads_skillhub_cn,pop_score
11,obsidian,clawhub,steipete,,obsidian,https://clawhub.ai/steipete/skills/obsidian,single,Work with Obsidian vaults (plain Markdown notes) and automate via obsidian-cli.,,clawhub,,109560,,0.986
12,beatra,skillhub-cn,乐萱同行科技（深圳）有限公司,,,,single,通过同一个AI创作工具完成AI图片、视频、音乐与语音创作，查找公开社交数据，编辑视觉成果，并集中查看和管理生成资产。Beatra 全能创作支持AI图片生成（文生图）、AI视频生成（图生视频）和AI视频编辑，通过AI音乐生成把想法做成歌曲或纯音乐，也可用AI语音生成（文字转语音）、多语言旁白和AI语音克隆完成跨媒介内容；还能查找抖音数据、小红书数据，以及 YouTube、TikTok、Instagr,通过同一个AI创作工具完成AI图片、视频、音乐与语音创作，查找公开社交数据，编辑视觉成果，并集中查看和管理生成资产。Beatra 全能创作支持AI图片生成（文生图）、AI视频生成（图生视频）和AI视频编辑，通过AI音乐生成把想法做成歌曲或纯音乐，也可用AI语音生成（文字转语音）、多语言旁白和AI语音克隆完成跨媒介内容；还能查找抖音数据、小红书数据，以及 YouTube、TikTok、Instagr,skillhub,,,280804,0.985
13,nano-pdf,clawhub,steipete,,nano-pdf,https://clawhub.ai/steipete/skills/nano-pdf,upstream,Edit PDFs with natural-language instructions using the nano-pdf CLI.,使用nano-pdf CLI通过自然语言指令编辑PDF,clawhub,,121436,130634,0.977
14,nano-banana-pro,clawhub,steipete,,nano-banana-pro,https://clawhub.ai/steipete/skills/nano-banana-pro,upstream,Generate/edit images with Nano Banana Pro (Gemini 3 Pro Image). Use for image create/modify requests incl. edits. Supports text-to-image + image-to-image; 1K/2K/4K; use --input-image.,使用 Nano Banana Pro (Gemini 3 Pro Image) 生成或编辑图像。支持文生图、图生图及 1K/2K/4K 分辨率，适用于图像创建、修改及编辑请求，使用 --input-image 指定输入图像。,clawhub,,106724,131873,0.976
15,tencent-meeting-mcp,skillhub-cn,腾讯科技（深圳）有限公司,,,,single,腾讯会议：会议管理与音视频协作助手。预约/创建/修改/取消会议、查询会议详情与会议号转换、查看参会成员/受邀人/等候室成员、管理会中等候室成员、查询用户会议列表（即将开始/进行中/已结束）、搜索会议列表、导出参会成员统计与获取异步任务结果、查询录制列表与播放地址、搜索录制文件、获取转写全文/段落/搜索、获取AI智能纪要（支持多语言翻译）、搜索与查询元宝纪要（支持关键词/时间过滤、获取概览/要点/待,腾讯会议：会议管理与音视频协作助手。预约/创建/修改/取消会议、查询会议详情与会议号转换、查看参会成员/受邀人/等候室成员、管理会中等候室成员、查询用户会议列表（即将开始/进行中/已结束）、搜索会议列表、导出参会成员统计与获取异步任务结果、查询录制列表与播放地址、搜索录制文件、获取转写全文/段落/搜索、获取AI智能纪要（支持多语言翻译）、搜索与查询元宝纪要（支持关键词/时间过滤、获取概览/要点/待,skillhub,,,188796,0.973
16,web-design-guidelines,skills.sh,vercel-labs,vercel-labs/agent-skills,,https://www.skills.sh/vercel-labs/agent-skills/web-design-guidelines,single,,,skills.sh,626760,,,0.97
17,notion,clawhub,steipete,,notion,https://clawhub.ai/steipete/skills/notion,upstream,"Notion API for creating and managing pages, databases, and blocks.",用于创建和管理页面、数据库及块的 Notion API。,clawhub,,102745,107524,0.968
18,lingyi-wx-video-decomposer-plus,skillhub-cn,零一裂变（深圳）科技有限公司,,,,single,【零一数科·出品】视频号爆款短视频拆解（付费版：全能）。一键拆解爆款，把一条视频号视频拆成结构分段、爆款归因、六维评分和可借鉴策略，照着学照着抄。支持视频号分享链接和本地视频，付费全能版远端分析，1–5 分钟出 Markdown 报告。,【零一数科·出品】视频号爆款短视频拆解（付费版：全能）。一键拆解爆款，把一条视频号视频拆成结构分段、爆款归因、六维评分和可借鉴策略，照着学照着抄。支持视频号分享链接和本地视频，付费全能版远端分析，1–5 分钟出 Markdown 报告。,skillhub,,,143907,0.967
19,microsoft-foundry,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/microsoft-foundry,single,,,skills.sh,585734,,,0.966
20,lingyi-wx-viral-script-generator,skillhub-cn,零一裂变（深圳）科技有限公司,,,,single,【零一数科·出品】视频号爆款文案生成（体验版）。免费免登录出脚本，给创作目的、行业、受众、选题就按爆款结构（Hook-中段-CTA、节奏标签）产出口播脚本，信息不全也能按爆款潜质兜底。本地运行、无需 Key，零成本上手。,【零一数科·出品】视频号爆款文案生成（体验版）。免费免登录出脚本，给创作目的、行业、受众、选题就按爆款结构（Hook-中段-CTA、节奏标签）产出口播脚本，信息不全也能按爆款潜质兜底。本地运行、无需 Key，零成本上手。,skillhub,,,140080,0.966
21,azure-diagnostics,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-diagnostics,single,,,skills.sh,577653,,,0.965
22,azure-prepare,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-prepare,single,,,skills.sh,577159,,,0.965
23,azure-ai,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-ai,single,,,skills.sh,576965,,,0.964
24,openai-whisper,clawhub,steipete,,openai-whisper,https://clawhub.ai/steipete/skills/openai-whisper,upstream,Local speech-to-text with the Whisper CLI (no API key).,使用 Whisper CLI 进行本地语音转文字（无需 API 密钥）,clawhub,,88227,108141,0.963
25,azure-deploy,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-deploy,single,,,skills.sh,576914,,,0.963
26,azure-validate,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-validate,single,,,skills.sh,576364,,,0.962
27,azure-storage,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-storage,single,,,skills.sh,575819,,,0.962
28,entra-app-registration,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/entra-app-registration,single,,,skills.sh,575561,,,0.961
29,sonoscli,clawhub,steipete,,sonoscli,https://clawhub.ai/steipete/skills/sonoscli,upstream,Control Sonos speakers (discover/status/play/volume/group).,控制Sonos音箱（发现/状态/播放/音量/分组）,clawhub,,89245,96230,0.961
30,azure-compliance,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-compliance,single,,,skills.sh,575314,,,0.96
31,appinsights-instrumentation,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/appinsights-instrumentation,single,,,skills.sh,575302,,,0.959
32,azure-resource-visualizer,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-resource-visualizer,single,,,skills.sh,575241,,,0.959
33,talking-avatar-video,skillhub-cn,乐萱同行科技（深圳）有限公司,,,,single,用一张人像和一段短脚本或语音，制作有明确讲述内容的数字人口播视频。可使用现成录音，也可以先选择音色，把脚本生成旁白，让画面中的人物随声音完成稳定、自然的口播。适合 AI 主播、虚拟主播视频、数字人讲解、让照片说话、照片说话视频、产品讲解视频、数字人培训视频、公告和社交口播，并在交付后检查人物一致性、声音清晰度、口型同步和动作稳定性。,用一张人像和一段短脚本或语音，制作有明确讲述内容的数字人口播视频。可使用现成录音，也可以先选择音色，把脚本生成旁白，让画面中的人物随声音完成稳定、自然的口播。适合 AI 主播、虚拟主播视频、数字人讲解、让照片说话、照片说话视频、产品讲解视频、数字人培训视频、公告和社交口播，并在交付后检查人物一致性、声音清晰度、口型同步和动作稳定性。,skillhub,,,125616,0.958
34,azure-resource-lookup,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-resource-lookup,single,,,skills.sh,575221,,,0.958
35,azure-aigateway,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-aigateway,single,,,skills.sh,574991,,,0.957
36,azure-kusto,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-kusto,single,,,skills.sh,574914,,,0.956
37,azure-messaging,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-messaging,single,,,skills.sh,564633,,,0.956
38,agently-mail,skillhub-cn,腾讯科技（深圳）有限公司,,,,single,Agently Mail 是 QQ 邮箱团队为 Agent 打造的专属邮箱服务，与个人邮箱隔离，原生适配 Agent，助力你安全、高效地使用 Agent 收发邮件。 Agently Mail 支持微信登录授权、读取邮件、搜索邮件、发送邮件、回复、转发、移动到已删除、上传和下载附件。 Agently Mail 官网 https://agent.qq.com,Agently Mail 是 QQ 邮箱团队为 Agent 打造的专属邮箱服务，与个人邮箱隔离，原生适配 Agent，助力你安全、高效地使用 Agent 收发邮件。 Agently Mail 支持微信登录授权、读取邮件、搜索邮件、发送邮件、回复、转发、移动到已删除、上传和下载附件。 Agently Mail 官网 https://agent.qq.com,skillhub,,,116848,0.953
39,remotion-best-practices,skills.sh,remotion-dev,remotion-dev/skills,,https://www.skills.sh/remotion-dev/skills/remotion-best-practices,single,,,skills.sh,520671,,,0.952
40,azure-compute,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-compute,single,,,skills.sh,518629,,,0.951
41,lingyi-wx-video-script-creator-plus,skillhub-cn,零一裂变（深圳）科技有限公司,,,,single,【零一数科·出品】视频号挂车爆单短视频脚本生成（付费版）。一条链接二创脚本，丢进爆款视频号链接即以此骨架改写成你的挂车脚本，或按方向/目的/商品原创多条口播脚本（含分段表、口播全文、六维质检评分）。,【零一数科·出品】视频号挂车爆单短视频脚本生成（付费版）。一条链接二创脚本，丢进爆款视频号链接即以此骨架改写成你的挂车脚本，或按方向/目的/商品原创多条口播脚本（含分段表、口播全文、六维质检评分）。,skillhub,,,112712,0.951
42,ai-podcast-voiceover,skillhub-cn,乐萱同行科技（深圳）有限公司,,,,single,把文章、公众号文章、笔记或定稿，通过AI播客配音和文字转语音，制作成自然流畅的单人播客口播与MP3单集音频。先把书面内容整理成适合聆听的播客脚本，明确人名、术语和数字的读法，再选择主播音色，调整语速、停顿和表达，形成可持续复用的节目声音。适合文字转播客、文章转播客、AI播客生成、AI播客音频生成、公众号文章转音频、知识解说、新闻评论和个人栏目。,把文章、公众号文章、笔记或定稿，通过AI播客配音和文字转语音，制作成自然流畅的单人播客口播与MP3单集音频。先把书面内容整理成适合聆听的播客脚本，明确人名、术语和数字的读法，再选择主播音色，调整语速、停顿和表达，形成可持续复用的节目声音。适合文字转播客、文章转播客、AI播客生成、AI播客音频生成、公众号文章转音频、知识解说、新闻评论和个人栏目。,skillhub,,,109817,0.95
43,azure-cloud-migrate,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-cloud-migrate,single,,,skills.sh,508654,,,0.95
44,mcporter,clawhub,steipete,,mcporter,https://clawhub.ai/steipete/skills/mcporter,upstream,"Use the mcporter CLI to list, configure, auth, and call MCP servers/tools directly (HTTP or stdio), including ad-hoc servers, config edits, and CLI/type generation.",使用 mcporter CLI 直接列出、配置、认证及调用 MCP 服务器/工具（支持 HTTP 或 stdio），涵盖临时服务器、配置编辑及 CLI/类型生成功能。,clawhub,,69988,77837,0.948
45,azure-rbac,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-rbac,single,,,skills.sh,489865,,,0.947
46,brave-search,clawhub,steipete,,brave-search,https://clawhub.ai/steipete/skills/brave-search,upstream,"Web search and content extraction via Brave Search API. Use for searching documentation, facts, or any web content. Lightweight, no browser required.",通过 Brave Search API 进行网页搜索与内容提取。适用于搜索文档、事实或任何网页内容。轻量级，无需浏览器。,clawhub,,61554,76001,0.945
47,lingyi-content-quality-check,skillhub-cn,零一裂变（深圳）科技有限公司,,,,single,【零一数科·出品】：爆款内容预检。发前先测会不会违规、能不能爆、人群买不买——把发布从赌运气变成心里有底。视频号/公众号文案一键过三关：① 敏感词+广告法违禁词合规检测，命中词直接给替换建议；② 模拟目标人群真实观看反应与评论区原声；③ 爆款概率预测，逐维度打分说清依据。合规要准、爆款看依据，发出去前帮你把最后一道关。触发词：内容质检、敏感词检测、广告法检测、违禁词扫描、发布前审核、爆款预测、人群,【零一数科·出品】：爆款内容预检。发前先测会不会违规、能不能爆、人群买不买——把发布从赌运气变成心里有底。视频号/公众号文案一键过三关：① 敏感词+广告法违禁词合规检测，命中词直接给替换建议；② 模拟目标人群真实观看反应与评论区原声；③ 爆款概率预测，逐维度打分说清依据。合规要准、爆款看依据，发出去前帮你把最后一道关。触发词：内容质检、敏感词检测、广告法检测、违禁词扫描、发布前审核、爆款预测、人群,skillhub,,,106106,0.945
48,lingyi-wx-video-decomposer-exp,skillhub-cn,零一裂变（深圳）科技有限公司,,,,single,【零一数科·出品】视频号爆款短视频拆解（免费版：需本地上传视频）。免费看视频拆爆款，把本地视频按视频号带货/流量逻辑拆成结构分段、脚本类型、爆款归因和六维评分报告，照着学照着抄。素材全程本地提取，不传视频不传帧，免登录免 Key；仅支持本地视频上传，暂不支持视频号链接。,【零一数科·出品】视频号爆款短视频拆解（免费版：需本地上传视频）。免费看视频拆爆款，把本地视频按视频号带货/流量逻辑拆成结构分段、脚本类型、爆款归因和六维评分报告，照着学照着抄。素材全程本地提取，不传视频不传帧，免登录免 Key；仅支持本地视频上传，暂不支持视频号链接。,skillhub,,,104241,0.943
49,cloudbase,skillhub-cn,腾讯科技（深圳）有限公司,,,,single,腾讯云 CloudBase 是面向 AI Coding 的后端一体化平台，内置数据库、存储、身份认证、云函数与云托管等服务，支持快速构建小程序、Web、移动 App、管理后台与 AI 应用。,腾讯云 CloudBase 是面向 AI Coding 的后端一体化平台，内置数据库、存储、身份认证、云函数与云托管等服务，支持快速构建小程序、Web、移动 App、管理后台与 AI 应用。,skillhub,,,103445,0.942
50,markdown-converter,clawhub,steipete,,markdown-converter,https://clawhub.ai/steipete/skills/markdown-converter,upstream,"Convert documents and files to Markdown using markitdown. Use when converting PDF, Word (.docx), PowerPoint (.pptx), Excel (.xlsx, .xls), HTML, CSV, JSON, XML, images (with EXIF/OCR), audio (with tran","{""answer"":""使用 markitdown 将文档和文件转换为 Markdown。用于将 PDF、Word (.docx)、PowerPoint (.pptx)、Excel (.xlsx, .xls)、HTML、CSV、JSON、XML、图片（含 EXIF/OCR）、音频（含转录）、ZIP 压缩包、YouTube 链接或 EPub 转换为 Markdown 格式，以进行 LLM 处理或文本分",clawhub,,48846,75440,0.938
51,mysteel-datasearch,skillhub-cn,上海钢联电子商务股份有限公司,,,,single,"大宗商品价格数据查询技能。用于查询大宗商品期现货价格、宏观经济指标、产业链供需数据、进出口库存数据、金融市场数据等。当用户询问：(1) 期货/现货价格查询，如""螺纹钢价格""、""铜期货收盘价""； (2) 历史行情或趋势分析；(3) 区域或企业价格对比；(4) 宏观经济指标，如GDP、CPI；(5) 产业链上下游数据；(6) 多市场金融数据（期权、股票、债券、外汇）；(7) 结算确认单生成时触发此技能","大宗商品价格数据查询技能。用于查询大宗商品期现货价格、宏观经济指标、产业链供需数据、进出口库存数据、金融市场数据等。当用户询问：(1) 期货/现货价格查询，如""螺纹钢价格""、""铜期货收盘价""； (2) 历史行情或趋势分析；(3) 区域或企业价格对比；(4) 宏观经济指标，如GDP、CPI；(5) 产业链上下游数据；(6) 多市场金融数据（期权、股票、债券、外汇）；(7) 结算确认单生成时触发此技能",skillhub,,,97055,0.938
52,azure-quotas,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-quotas,single,,,skills.sh,444792,,,0.937
53,video-frames,clawhub,steipete,,video-frames,https://clawhub.ai/steipete/skills/video-frames,upstream,Extract frames or short clips from videos using ffmpeg.,使用 ffmpeg 从视频中提取帧或短片。,clawhub,,58105,65326,0.936
54,azure-hosted-copilot-sdk,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-hosted-copilot-sdk,single,,,skills.sh,441090,,,0.931
55,ecommerce-listing-image-set,skillhub-cn,乐萱同行科技（深圳）有限公司,,,,single,基于真实商品照片和 SKU 信息，制作一套统一的 AI 电商上架套图。为新品上架、商品详情页、店铺首页和跨境电商 Listing 准备商品主图、商品卖点图、商品详情图、商品场景图、商品尺寸图和展示包装清单的商品包装图；适合亚马逊Listing图片、淘宝商品图、Shopify产品图、Etsy商品图片和独立站商品展示。,基于真实商品照片和 SKU 信息，制作一套统一的 AI 电商上架套图。为新品上架、商品详情页、店铺首页和跨境电商 Listing 准备商品主图、商品卖点图、商品详情图、商品场景图、商品尺寸图和展示包装清单的商品包装图；适合亚马逊Listing图片、淘宝商品图、Shopify产品图、Etsy商品图片和独立站商品展示。,skillhub,,,88947,0.931
56,slack,clawhub,steipete,,slack,https://clawhub.ai/steipete/skills/slack,upstream,"Use when you need to control Slack from Clawdbot via the slack tool, including reacting to messages or pinning/unpinning items in Slack channels or DMs.",当需要通过 slack 工具从 Clawdbot 控制 Slack 时使用，包括在频道或私信中回复消息或置顶/取消置顶项目。,clawhub,,53655,59045,0.929
57,hot-topic-content-maker,skillhub-cn,乐萱同行科技（深圳）有限公司,,,,single,把一个热点，变成今天就能发出去的内容。热点、事件、节日节点由你带来，也可以让它去读抖音热榜、TikTok 与 X 的热搜榜与趋势，或者你报一个话题，让它去搜小红书和抖音上正在发的相关内容，把值得接的话题拉出来做选题——这个热点内容工具会找出真正能跟你的品牌或账号接得上的热点选题与切入角度，把值得你署名的那一个挑出来，再把它制作成完整的一条：封面文案与渲染好的封面图、正文、话题标签、短视频的逐段分镜,把一个热点，变成今天就能发出去的内容。热点、事件、节日节点由你带来，也可以让它去读抖音热榜、TikTok 与 X 的热搜榜与趋势，或者你报一个话题，让它去搜小红书和抖音上正在发的相关内容，把值得接的话题拉出来做选题——这个热点内容工具会找出真正能跟你的品牌或账号接得上的热点选题与切入角度，把值得你署名的那一个挑出来，再把它制作成完整的一条：封面文案与渲染好的封面图、正文、话题标签、短视频的逐段分镜,skillhub,,,88032,0.929
58,live-commerce-script-studio,skillhub-cn,乐萱同行科技（深圳）有限公司,,,,single,把一份排品清单，变成主播真的能在镜头前照着念的一整场直播脚本。这个直播带货脚本工作流会排出整场分钟级流程表，为每个主推品写出七步讲解话术，配一套涵盖开场、留人、互动、逼单、催单、收尾的十二类照念话术库，并对所有措辞做一遍合规检查；然后把主播和场控真正拿在手上的话术卡、倒计时卡渲染出来，再把那些靠语气而不是靠文字取胜的句子做成示范音。适合抖音、视频号、淘宝、快手、小红书的直播带货，也可以当成直播脚本,把一份排品清单，变成主播真的能在镜头前照着念的一整场直播脚本。这个直播带货脚本工作流会排出整场分钟级流程表，为每个主推品写出七步讲解话术，配一套涵盖开场、留人、互动、逼单、催单、收尾的十二类照念话术库，并对所有措辞做一遍合规检查；然后把主播和场控真正拿在手上的话术卡、倒计时卡渲染出来，再把那些靠语气而不是靠文字取胜的句子做成示范音。适合抖音、视频号、淘宝、快手、小红书的直播带货，也可以当成直播脚本,skillhub,,,86473,0.927
59,obsidian,skillhub-cn,成都智创未来教育管理合伙企业（有限合伙）,,,,single,"Obsidian笔记库即磁盘文件夹,直接管理","Obsidian笔记库即磁盘文件夹,直接管理",skillhub,,,85071,0.926
60,azure-upgrade,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-upgrade,single,,,skills.sh,436907,,,0.925
61,viral-video-teardown-remake,skillhub-cn,乐萱同行科技（深圳）有限公司,,,,single,把一条已经跑出来的短视频，变成你自己的那一条。参考视频可以是文件、截图或你自己的描述，也可以直接粘一个视频链接——抖音、TikTok、小红书、Instagram、YouTube、X 都能读到标题文案、作者、公开数据和评论区留言；YouTube 还支持字幕提取，拿到整段逐字稿。爆款短视频拆解与复刻工作流：逐段拆出钩子、中段节奏和转化引导，判定它属于哪一类脚本结构，说清它到底靠什么跑起来，再把这套骨架,把一条已经跑出来的短视频，变成你自己的那一条。参考视频可以是文件、截图或你自己的描述，也可以直接粘一个视频链接——抖音、TikTok、小红书、Instagram、YouTube、X 都能读到标题文案、作者、公开数据和评论区留言；YouTube 还支持字幕提取，拿到整段逐字稿。爆款短视频拆解与复刻工作流：逐段拆出钩子、中段节奏和转化引导，判定它属于哪一类脚本结构，说清它到底靠什么跑起来，再把这套骨架,skillhub,,,73625,0.914
62,gemini,clawhub,steipete,,gemini,https://clawhub.ai/steipete/skills/gemini,upstream,"Gemini CLI for one-shot Q&A, summaries, and generation.",Gemini CLI：一键问答、摘要与生成,clawhub,,37577,62569,0.913
63,blogwatcher,clawhub,steipete,,blogwatcher,https://clawhub.ai/steipete/skills/blogwatcher,upstream,Monitor blogs and RSS/Atom feeds for updates using the blogwatcher CLI.,使用 blogwatcher CLI 监控博客和 RSS/Atom 订阅源的更新。,clawhub,,44491,52986,0.913
64,trello,clawhub,steipete,,trello,https://clawhub.ai/steipete/skills/trello,upstream,"Manage Trello boards, lists, and cards via the Trello REST API.",使用 Trello REST API 管理看板、列表和卡片,clawhub,,43543,51523,0.91
65,lingyi-copy-de-ai-human-eval,skillhub-cn,零一裂变（深圳）科技有限公司,,,,single,【零一数科·出品】文案去AI味+真人点评（付费版）。把小红书/视频号/公众号/抖音文案改写得像真人写、消除 AI 痕迹降 AI 率，并模拟真实人群画像的读者逐段评估「哪里还像 AI、哪里不像人写」，给出人味打分与残留痕迹定位。别人只改不验，本品改完让真人评估把关。触发词：文案去AI味、社媒文案去AI、去AI味、降AI率、AI去痕、过AI检测、人味改写、真人评估、读者验收、真人试读。,【零一数科·出品】文案去AI味+真人点评（付费版）。把小红书/视频号/公众号/抖音文案改写得像真人写、消除 AI 痕迹降 AI 率，并模拟真实人群画像的读者逐段评估「哪里还像 AI、哪里不像人写」，给出人味打分与残留痕迹定位。别人只改不验，本品改完让真人评估把关。触发词：文案去AI味、社媒文案去AI、去AI味、降AI率、AI去痕、过AI检测、人味改写、真人评估、读者验收、真人试读。,skillhub,,,71565,0.91
66,azure-enterprise-infra-planner,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-enterprise-infra-planner,single,,,skills.sh,411436,,,0.908
67,azure-kubernetes,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-kubernetes,single,,,skills.sh,404289,,,0.905
68,supabase-postgres-best-practices,skills.sh,supabase,supabase/agent-skills,,https://www.skills.sh/supabase/agent-skills/supabase-postgres-best-practices,single,,,skills.sh,397028,,,0.904
69,lskj-recommend,skillhub-cn,武汉览山科技有限公司,,,,single,查询并分析与企业产品或服务匹配的招投标潜在项目、采购意向、招标公告和拟在建项目，获取全量项目列表后按业务匹配度、项目阶段、时效、地区和金额评分，输出 A/B/C 推荐等级、等级汇总、项目详情、采集源网址和跟进建议。用于招投标项目推荐、投标商机筛选、销售线索挖掘、采购机会发现、拟在建项目跟踪和市场拓客；不用于单纯查询指定项目或生成企业研究报告。,查询并分析与企业产品或服务匹配的招投标潜在项目、采购意向、招标公告和拟在建项目，获取全量项目列表后按业务匹配度、项目阶段、时效、地区和金额评分，输出 A/B/C 推荐等级、等级汇总、项目详情、采集源网址和跟进建议。用于招投标项目推荐、投标商机筛选、销售线索挖掘、采购机会发现、拟在建项目跟踪和市场拓客；不用于单纯查询指定项目或生成企业研究报告。,skillhub,,,65401,0.901
70,azure-cost,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-cost,single,,,skills.sh,379519,,,0.899
71,discord,clawhub,steipete,,discord,https://clawhub.ai/steipete/skills/discord,upstream,"Use when you need to control Discord from Clawdbot via the discord tool: send messages, react, post or upload stickers, upload emojis, run polls, manage threads/pins/search, fetch permissions or membe",用于通过 Clawdbot 的 discord 工具控制 Discord，包括发送消息、反应、发布或上传贴纸、上传表情符号、创建投票、管理话题/置顶/搜索、获取权限/成员/角色/频道信息，或在私聊/频道中执行管理操作。,clawhub,,39675,48208,0.899
72,skill-creator,skills.sh,anthropics,anthropics/skills,,https://www.skills.sh/anthropics/skills/skill-creator,single,,,skills.sh,378870,,,0.899
73,admapix,skillhub-cn,成都智创未来教育管理合伙企业（有限合伙）,,,,single,"AdMapix广告原始数据层,广告创意/应用/排名/下载收入","AdMapix广告原始数据层,广告创意/应用/排名/下载收入",skillhub,,,63341,0.897
