skill_key,query,hn_hits_7d,hn_raw_7d,bsky_hits_7d,bsky_raw_7d,gh_mentions_7d,x_mentions_7d,x_truncated,x_pages,x_engagement_7d,llm_filtered
openclaw-tavily-search,"""openclaw-tavily-search""",0,0,0,0,0,0,false,1,0,false
lark-shared,"""lark-shared""",0,0,0,0,0,0,false,1,0,false
notion,"""notion"" skill",0,8,1,3,6,100,true,5,1820,true
lark-im,"""lark-im""",0,0,0,0,0,1,false,1,2,false
pollyreach,"""pollyreach"" skill",0,0,0,0,0,0,false,1,0,false
lark-calendar,"""lark-calendar""",0,0,0,0,0,0,false,1,0,false
skill-creator,"""skill-creator""",0,0,1,2,132,78,false,4,5512,true
lark-sheets,"""lark-sheets""",0,0,0,0,0,0,false,1,0,false
auto-updater,"""auto-updater""",0,0,3,13,1,1,false,1,2,true
lark-contact,"""lark-contact""",0,0,0,0,0,0,false,1,0,false
baidu-search,"""baidu-search""",0,0,0,0,0,0,false,1,0,false
lark-wiki,"""lark-wiki""",0,0,0,0,0,1,false,1,21,false
word-docx,"""word-docx""",0,0,0,1,1,2,false,1,1,true
lark-minutes,"""lark-minutes""",0,0,0,0,0,1,false,1,0,false
sonoscli,"""sonoscli"" skill",0,0,0,0,0,0,false,1,0,false
lark-event,"""lark-event""",0,0,0,0,0,1,false,1,2,false
openai-whisper,"""openai-whisper""",0,1,3,4,0,4,false,1,43,true
lark-whiteboard,"""lark-whiteboard""",0,0,0,0,0,,false,,,false
evolver,"""evolver"" skill",0,0,0,0,0,,false,,,false
lark-task,"""lark-task""",0,0,0,0,0,,false,,,false
api-gateway,"""api-gateway""",0,10,20,51,1,,false,,,true
lark-attendance,"""lark-attendance""",0,0,0,0,0,,false,,,false
prismfy-search,"""prismfy-search""",0,0,0,0,0,,false,,,false
lark-slides,"""lark-slides""",0,0,0,0,0,,false,,,false
automation-workflows,"""automation-workflows""",0,0,10,15,1,,false,,,true
lark-mail,"""lark-mail""",0,0,0,0,0,,false,,,false
excel-xlsx,"""excel-xlsx""",0,0,1,2,0,,false,,,true
lark-openapi-explorer,"""lark-openapi-explorer""",0,0,0,0,0,,false,,,false
feishu-evolver-wrapper,"""feishu-evolver-wrapper""",0,0,0,0,0,,false,,,false
lark-vc,"""lark-vc""",0,0,0,0,0,,false,,,false
browser-use,"""browser-use""",1,5,9,25,6,,false,,,true
lark-skill-maker,"""lark-skill-maker""",0,0,0,0,0,,false,,,false
agent-phone-call,"""agent-phone-call""",0,0,0,0,1,,false,,,false
lark-workflow-meeting-summary,"""lark-workflow-meeting-summary""",0,0,0,0,0,,false,,,false
free-ride,"""free-ride""",0,5,7,185,0,,false,,,true
lark-workflow-standup-report,"""lark-workflow-standup-report""",0,0,0,0,0,,false,,,false
mcporter,"""mcporter"" skill",0,0,0,0,0,,false,,,false
lark-okr,"""lark-okr""",0,0,0,0,0,,false,,,false
elite-longterm-memory,"""elite-longterm-memory""",0,0,0,0,0,,false,,,false
lark-markdown,"""lark-markdown""",0,0,0,0,0,,false,,,false
desktop-control,"""desktop-control""",0,0,4,6,1,,false,,,true
grilling,"""grilling"" skill",0,0,1,1,24,,false,,,true
brave-search,"""brave-search""",0,2,88,121,0,,false,,,true
web-design-guidelines,"""web-design-guidelines""",0,0,0,1,8,,false,,,true
find-skills-skill,"""find-skills-skill""",0,0,0,0,132,,false,,,false
lark-vc-agent,"""lark-vc-agent""",0,0,0,0,0,,false,,,false
stock-analysis,"""stock-analysis""",0,0,309,322,0,,false,,,true
teach,"""teach"" skill",3,25,2,62,176,,false,,,true
video-frames,"""video-frames""",0,0,13,19,3,,false,,,true
microsoft-foundry,"""microsoft-foundry""",0,0,49,62,0,,false,,,true
youtube-watcher,"""youtube-watcher""",0,0,0,2,0,,false,,,true
lark-apps,"""lark-apps""",0,0,0,0,0,,false,,,false
powerpoint-pptx,"""powerpoint-pptx""",0,0,0,0,0,,false,,,false
azure-diagnostics,"""azure-diagnostics""",0,0,0,0,0,,false,,,false
slack,"""slack"" skill",0,9,0,3,26,,false,,,true
domain-modeling,"""domain-modeling""",1,3,4,4,9,,false,,,true
himalaya,"""himalaya"" skill",0,0,0,0,0,,false,,,false
azure-prepare,"""azure-prepare""",0,0,0,0,0,,false,,,false
imap-smtp-email,"""imap-smtp-email""",0,0,0,0,0,,false,,,false
azure-ai,"""azure-ai""",0,2,30,40,3,,false,,,true
news-summary,"""news-summary""",0,1,44,58,0,,false,,,true
azure-deploy,"""azure-deploy""",0,0,0,1,0,,false,,,true
xiucheng-self-improving-agent,"""xiucheng-self-improving-agent""",0,0,0,0,0,,false,,,false
azure-validate,"""azure-validate""",0,0,0,0,0,,false,,,false
markdown-converter,"""markdown-converter""",0,0,1,2,0,,false,,,true
azure-storage,"""azure-storage""",0,1,7,9,1,,false,,,true
pdf,"""pdf"" skill",1,24,3,29,44,,false,,,true
