id,title,version,featured,publisher,trust
@aws/creating-api-gateway-stage,creating-api-gateway-stage,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/creating-data-lake-table,creating-data-lake-table,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/creating-ec2-image-builder-pipeline,creating-ec2-image-builder-pipeline,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/creating-production-vpc-multi-az,creating-production-vpc-multi-az,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/creating-secrets-using-best-practices,creating-secrets-using-best-practices,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/debugging-lambda-timeouts,debugging-lambda-timeouts,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/deploying-custom-domain-rest-api,deploying-custom-domain-rest-api,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/developing-applications-on-managed-service-for-apache-flink,developing-applications-on-managed-service-for-apache-flink,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/diff-scanning-with-aws-security-agent,diff-scanning-with-aws-security-agent,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/directconnect,directconnect,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/dms-schema-conversion,dms-schema-conversion,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/enabling-lambda-vpc-internet-access,enabling-lambda-vpc-internet-access,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/exploring-data-catalog,exploring-data-catalog,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/exporting-rds-to-s3,exporting-rds-to-s3,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/finding-data-lake-assets,finding-data-lake-assets,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/ingesting-into-data-lake,ingesting-into-data-lake,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/investigating-incidents-with-aws-devops-agent,investigating-incidents-with-aws-devops-agent,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/launch-with-aws,launch-with-aws,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/launching-ec2-instance-with-best-practices,launching-ec2-instance-with-best-practices,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/managing-amazon-msk,managing-amazon-msk,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/migrate-to-msk,migrate-to-msk,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/migrating-to-amazon-redshift,migrating-to-amazon-redshift,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/pentesting-with-aws-security-agent,pentesting-with-aws-security-agent,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/processing-s3-uploads-with-step-functions,processing-s3-uploads-with-step-functions,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/querying-aws-cloudwatch,querying-aws-cloudwatch,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/querying-aws-s3,querying-aws-s3,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/querying-aws-sagemaker-catalog,querying-aws-sagemaker-catalog,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/querying-data-lake,querying-data-lake,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/rds-db2,rds-db2,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/rds-oracle,rds-oracle,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/rds-oss,rds-oss,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/rds-sqlserver,rds-sqlserver,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/recovery-controller-setup,recovery-controller-setup,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/remediating-with-aws-security-agent,remediating-with-aws-security-agent,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/resilience-hub-failure-mode-assessment,resilience-hub-failure-mode-assessment,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/resilience-hub-getting-started,resilience-hub-getting-started,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/resilience-hub-multi-account,resilience-hub-multi-account,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/resilience-program-design,resilience-program-design,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/route53,route53,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/routing-traffic-with-route53-and-cloudfront,routing-traffic-with-route53-and-cloudfront,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/running-release-tests,running-release-tests,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/scanning-with-aws-security-agent,scanning-with-aws-security-agent,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/securing-s3-buckets,securing-s3-buckets,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/setting-up-cloudtrail-multi-region,setting-up-cloudtrail-multi-region,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/setting-up-cloudwatch-alarm-notifications,setting-up-cloudwatch-alarm-notifications,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/setting-up-ec2-instance-profiles,setting-up-ec2-instance-profiles,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/setup,setup,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/setup-devops-agent,setup-devops-agent,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/setup-security-agent,setup-security-agent,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/shieldadvanced,shieldadvanced,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/signing-in-to-aws,signing-in-to-aws,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/sitetositevpn,sitetositevpn,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/storing-and-querying-vectors,storing-and-querying-vectors,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/threat-modeling-with-aws-security-agent,threat-modeling-with-aws-security-agent,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/timestream-influxdb,timestream-influxdb,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/transitgateway,transitgateway,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/troubleshooting-application-failures,troubleshooting-application-failures,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/troubleshooting-efs,troubleshooting-efs,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/troubleshooting-s3-files,troubleshooting-s3-files,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/waf,waf,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@composio/composio-cli,composio-cli,0.1.0,false,composio,official
@cua/driver,Cua Driver,0.11.0,false,cua,official
@heygen-com/embedded-captions,embedded-captions,1.0.16,false,heygen-com,official
@heygen-com/faceless-explainer,faceless-explainer,1.0.31,false,heygen-com,official
@heygen-com/figma,figma,1.0.14,false,heygen-com,official
@heygen-com/general-video,general-video,1.0.18,false,heygen-com,official
@heygen-com/hyperframes,hyperframes,1.0.27,false,heygen-com,official
@heygen-com/hyperframes-animation,hyperframes-animation,1.0.20,false,heygen-com,official
@heygen-com/hyperframes-audio,hyperframes-audio,1.0.10,false,heygen-com,official
@heygen-com/hyperframes-cli,hyperframes-cli,1.0.40,false,heygen-com,official
@heygen-com/hyperframes-core,hyperframes-core,1.0.28,false,heygen-com,official
@heygen-com/hyperframes-creative,hyperframes-creative,1.0.12,false,heygen-com,official
@heygen-com/hyperframes-keyframes,HyperFrames Keyframes,1.0.5,false,heygen-com,official
@heygen-com/hyperframes-media,Hyperframes Media,1.0.7,false,heygen-com,official
@heygen-com/hyperframes-registry,hyperframes-registry,1.0.8,false,heygen-com,official
@heygen-com/media-use,media-use,1.0.49,false,heygen-com,official
@heygen-com/motion-graphics,motion-graphics,1.0.17,false,heygen-com,official
@heygen-com/music-to-video,music-to-video,1.0.15,false,heygen-com,official
@heygen-com/pr-to-video,pr-to-video,1.0.35,false,heygen-com,official
@heygen-com/product-launch-video,product-launch-video,1.0.37,false,heygen-com,official
@heygen-com/remotion-to-hyperframes,remotion-to-hyperframes,1.0.8,false,heygen-com,official
@heygen-com/slideshow,slideshow,1.0.12,false,heygen-com,official
@heygen-com/talking-head-recut,talking-head-recut,1.0.11,false,heygen-com,official
@heygen-com/website-to-video,Website To Video,1.0.7,false,heygen-com,official
@huggingface/hf-cli,Hugging Face CLI,1.20.1,false,huggingface,official
@huggingface/hf-mem,Hugging Face Memory Estimator,1.0.10,false,huggingface,official
@huggingface/huggingface-datasets,Hugging Face Datasets,1.0.10,false,huggingface,official
@huggingface/huggingface-gradio,Hugging Face Gradio,1.0.10,false,huggingface,official
@huggingface/huggingface-local-models,Hugging Face Local Models,1.0.10,false,huggingface,official
@huggingface/huggingface-lora-space-builder,Hugging Face LoRA Space Builder,1.0.10,false,huggingface,official
@huggingface/huggingface-papers,Hugging Face Papers,1.0.10,false,huggingface,official
@huggingface/huggingface-spaces,Hugging Face Spaces,1.0.10,false,huggingface,official
@huggingface/huggingface-zerogpu,Hugging Face ZeroGPU,1.0.10,false,huggingface,official
@huggingface/transformers-js,Transformers.js,1.0.10,false,huggingface,official
@mapbox/mapbox-android-patterns,Mapbox Android Patterns,1.0.0,false,mapbox,official
@mapbox/mapbox-cartography,Mapbox Cartography,1.0.0,false,mapbox,official
@mapbox/mapbox-data-visualization-patterns,Mapbox Data Visualization Patterns,1.0.0,false,mapbox,official
@mapbox/mapbox-geospatial-operations,Mapbox Geospatial Operations,1.0.0,false,mapbox,official
@mapbox/mapbox-google-maps-migration,Mapbox Google Maps Migration,1.0.0,false,mapbox,official
@mapbox/mapbox-ios-patterns,Mapbox iOS Patterns,1.0.0,false,mapbox,official
@mapbox/mapbox-maplibre-migration,Mapbox MapLibre Migration,1.0.0,false,mapbox,official
@mapbox/mapbox-mcp-devkit-patterns,Mapbox MCP Devkit Patterns,1.1.0,false,mapbox,official
@mapbox/mapbox-mcp-runtime-patterns,Mapbox MCP Runtime Patterns,1.0.0,false,mapbox,official
@mapbox/mapbox-search-integration,Mapbox Search Integration,1.0.0,false,mapbox,official
@mapbox/mapbox-search-patterns,Mapbox Search Patterns,1.0.0,false,mapbox,official
@mapbox/mapbox-store-locator-patterns,Mapbox Store Locator Patterns,1.0.0,false,mapbox,official
@mapbox/mapbox-style-patterns,Mapbox Style Patterns,1.0.0,false,mapbox,official
@mapbox/mapbox-style-quality,Mapbox Style Quality,1.0.0,false,mapbox,official
@mapbox/mapbox-token-security,Mapbox Token Security,1.0.0,false,mapbox,official
@mapbox/mapbox-web-integration-patterns,Mapbox Web Integration Patterns,1.0.0,false,mapbox,official
@mapbox/mapbox-web-performance-patterns,Mapbox Web Performance Patterns,1.0.0,false,mapbox,official
@mvanhorn/last30days-official,last30days,3.0.0-open,false,mvanhorn,official
@mvanhorn/last30days-v3-beta,last30days,3.0.0-open,false,mvanhorn,official
@mvanhorn/manus,Manus,1.3.1,false,mvanhorn,official
@mvanhorn/nano-triple,Nano Triple,1.2.0,false,mvanhorn,official
@mvanhorn/parallel,Parallel,1.2.1,false,mvanhorn,official
@mvanhorn/polymarket,Polymarket,1.2.1,false,mvanhorn,official
@mvanhorn/remotion-server,Remotion Server,1.2.1,false,mvanhorn,official
@mvanhorn/search-x,Search X,1.2.1,false,mvanhorn,official
@mvanhorn/supabase-db,Supabase DB,1.2.1,false,mvanhorn,official
@mvanhorn/tesla,Tesla,1.3.1,false,mvanhorn,official
@mvanhorn/xai,xAI,1.3.1,false,mvanhorn,official
@nvidia/accelerated-computing-cudf,accelerated-computing-cudf,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/aiq-deploy,aiq-deploy,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/aiq-research,aiq-research,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/amc-run-rtsp-calibration,amc-run-rtsp-calibration,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/amc-run-sample-calibration,amc-run-sample-calibration,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/amc-run-video-calibration,amc-run-video-calibration,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/amc-setup-calibration-stack,amc-setup-calibration-stack,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/bionemo-kermt-add-cmim-pretrain,kermt-add-cmim-pretrain,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/bionemo-kermt-continue-pretrain,kermt-continue-pretrain,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/bionemo-kermt-embed,kermt-embed,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/bionemo-kermt-finetune,kermt-finetune,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/bionemo-kermt-infer,kermt-infer,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/bionemo-kermt-monitor,kermt-monitor,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/bionemo-kermt-pretrain-scratch,kermt-pretrain-scratch,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/bionemo-kermt-setup,kermt-setup,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/cudaq-guide,cudaq-guide,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/cudaq-importing,cudaq-importing,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/cuopt-developer,cuopt-developer,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/cuopt-install,cuopt-install,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/cuopt-multi-objective-exploration,cuopt-multi-objective-exploration,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/cuopt-numerical-optimization-api,cuopt-numerical-optimization-api,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/cuopt-numerical-optimization-formulation,cuopt-numerical-optimization-formulation,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/cuopt-routing-api-python,cuopt-routing-api-python,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/cuopt-server-api-python,cuopt-server-api-python,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/cupynumeric-hdf5,cupynumeric-hdf5,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/cupynumeric-install,cupynumeric-install,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/cupynumeric-migration-readiness,cupynumeric-migration-readiness,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/cupynumeric-parallel-data-load,cupynumeric-parallel-data-load,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/dali-dynamic-mode,DALI Dynamic Mode,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/data-designer,data-designer,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/deepstream-dev,deepstream-dev,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/deepstream-generate-pipeline,deepstream-generate-pipeline,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/deepstream-import-vision-model,DeepStream Import Vision Model,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/deepstream-profile-pipeline,deepstream-profile-pipeline,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/deepstream-run-mv3dt,deepstream-run-mv3dt,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/deepstream-sop,deepstream-sop,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/dicom-metadata-extract,dicom-metadata-extract,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/dicom-series-preflight,dicom-series-preflight,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/dicom-series-to-volume,dicom-series-to-volume,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/digital-health-clinical-asr-build,digital-health-clinical-asr-build,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/digital-health-clinical-asr-eval,digital-health-clinical-asr-eval,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/digital-health-clinical-asr-finetune,digital-health-clinical-asr-finetune,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/digital-health-clinical-asr-setup,digital-health-clinical-asr-setup,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/doca-aes-gcm,doca-aes-gcm,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/doca-argp,doca-argp,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/doca-argus,doca-argus,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/doca-bare-metal-deployment,doca-bare-metal-deployment,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/doca-bench,doca-bench,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/doca-bench-extension,doca-bench-extension,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/doca-bf3-deployment,doca-bf3-deployment,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/doca-bf4-deployment,doca-bf4-deployment,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/doca-caps,doca-caps,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/doca-collectx-deployment,doca-collectx-deployment,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/doca-comch,doca-comch,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/doca-common,doca-common,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/doca-compress,doca-compress,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/doca-container-deployment,doca-container-deployment,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/doca-debug,doca-debug,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/doca-devemu,doca-devemu,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/doca-dma,doca-dma,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/doca-dms,doca-dms,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/doca-dpa,doca-dpa,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/doca-dpa-hl-tracer,doca-dpa-hl-tracer,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
@nvidia/doca-dpdk-bridge,doca-dpdk-bridge,165d9001b1ae8399741bb5f419b236aa311d905a,false,nvidia,official
