rank,skill,platform,vendor,source_skillssh,slug_clawhub,url,match,description,description_zh,installs_skillssh,downloads_clawhub,downloads_skillhub_cn,wis,popularity,momentum,buzz,maintenance,trust,coverage,anomaly
14,nano-banana-pro,clawhub,steipete,,nano-banana-pro,https://clawhub.ai/steipete/skills/nano-banana-pro,upstream,Generate/edit images with Nano Banana Pro (Gemini 3 Pro Image). Use for image create/modify requests incl. edits. Supports text-to-image + image-to-image; 1K/2K/4K; use --input-image.,使用 Nano Banana Pro (Gemini 3 Pro Image) 生成或编辑图像。支持文生图、图生图及 1K/2K/4K 分辨率，适用于图像创建、修改及编辑请求，使用 --input-image 指定输入图像。,,106588,131281,64.2,0.977,,0.621,0.261,0.7,B,
15,improve-codebase-architecture,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/improve-codebase-architecture,single,,,874548,,,63.9,0.997,0.95,0.563,,0.2,C,
16,remotion-best-practices,skills.sh,remotion-dev,remotion-dev/skills,,https://www.skills.sh/remotion-dev/skills/remotion-best-practices,single,,,511652,,,63.9,0.95,0.727,,,0.7,C,
17,self-improving,clawhub,,,self-improving,https://clawhub.ai/ivangdavila/skills/self-improving,upstream,"Self-reflection + Self-criticism + Self-learning + Self-organizing memory. Agent evaluates its own work, catches mistakes, and improves permanently. Use when...",自我反思+自我批评+自我学习+自组织记忆。智能体评估自身工作、发现错误并持续改进。,,208705,395308,62.8,0.996,,0.902,0.422,0.2,B,
18,prisma-database-setup,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-database-setup,single,,,263903,,,62.6,0.844,0.852,,,0.7,C,
19,prisma-client-api,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-client-api,single,,,263423,,,62.6,0.843,0.853,,,0.7,C,
20,prisma-cli,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-cli,single,,,261176,,,62.5,0.842,0.85,,,0.7,C,
21,supabase-postgres-best-practices,skills.sh,supabase,supabase/agent-skills,,https://www.skills.sh/supabase/agent-skills/supabase-postgres-best-practices,single,,,387951,,,62.4,0.904,0.72,,,0.7,C,
22,prisma-postgres,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-postgres,single,,,257181,,,62.3,0.837,0.843,,,0.7,C,
23,prisma-driver-adapter-implementation,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-driver-adapter-implementation,single,,,252574,,,62.2,0.837,0.838,,,0.7,C,
24,prisma-postgres-setup,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-postgres-setup,single,,,251553,,,62.2,0.834,0.847,,,0.7,C,
25,prisma-upgrade-v7,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-upgrade-v7,single,,,252359,,,62.1,0.836,0.837,,,0.7,C,
26,prisma-compute,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-compute,single,,,247684,,,62,0.833,0.835,,,0.7,C,
27,prisma-mongodb-upgrade,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-mongodb-upgrade,single,,,246392,,,62,0.832,0.833,,,0.7,C,
28,handoff,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/handoff,single,,,748088,,,61.7,0.993,0.94,0.464,,0.2,C,
29,tdd,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/tdd,single,,,846550,,,61.5,0.996,0.943,0.45,,0.2,C,
30,setup-matt-pocock-skills,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/setup-matt-pocock-skills,single,,,781032,,,61.5,0.994,0.933,0.457,,0.2,C,
31,triage,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/triage,single,,,736344,,,61.5,0.993,0.918,0.471,,0.2,C,
32,azure-ai,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-ai,single,,,565036,,,61.3,0.961,0.535,,,0.7,C,
33,azure-deploy,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-deploy,single,,,565002,,,61.2,0.96,0.527,,,0.7,C,
34,prototype,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/prototype,single,,,728312,,,61.1,0.992,0.928,0.444,,0.2,C,
35,appinsights-instrumentation,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/appinsights-instrumentation,single,,,563405,,,61.1,0.957,0.528,,,0.7,C,
36,azure-compliance,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-compliance,single,,,563282,,,61.1,0.955,0.53,,,0.7,C,
37,azure-validate,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-validate,single,,,564469,,,61,0.959,0.517,,,0.7,C,
38,azure-storage,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-storage,single,,,563920,,,61,0.958,0.515,,,0.7,C,
39,entra-app-registration,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/entra-app-registration,single,,,563657,,,61,0.958,0.518,,,0.7,C,
40,azure-resource-visualizer,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-resource-visualizer,single,,,563339,,,61,0.956,0.52,,,0.7,C,
41,azure-resource-lookup,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-resource-lookup,single,,,563320,,,61,0.955,0.522,,,0.7,C,
42,azure-aigateway,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-aigateway,single,,,563099,,,61,0.954,0.525,,,0.7,C,
43,teach,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/teach,single,,,602127,,,60.8,0.969,0.925,0.469,,0.2,C,
44,azure-kusto,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-kusto,single,,,563023,,,60.8,0.953,0.512,,,0.7,C,
45,supabase,skills.sh,supabase,supabase/agent-skills,,https://www.skills.sh/supabase/agent-skills/supabase,single,,,258695,,,60.8,0.838,0.745,,,0.7,C,
46,neon-postgres,skills.sh,neondatabase,neondatabase/agent-skills,,https://www.skills.sh/neondatabase/agent-skills/neon-postgres,single,,,140363,,,60.8,0.779,0.863,,,0.7,C,
47,api-gateway,clawhub,,,api-gateway,https://clawhub.ai/byungkyu/skills/api-gateway,upstream,"Call third-party APIs through the Maton gateway, which injects the credential for an app the user has already connected. Use this skill when the user names a connected app and a concrete action in it ",通过 Maton 管理的 API 路由连接外部服务；仅在用户指定目标应用、账户和任务后使用；以读取/列...,,86391,117725,60.7,0.967,,0.431,0.97,0.2,B,
48,grilling,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/grilling,single,,,632977,,,60.6,0.972,0.955,0.434,,0.2,C,
49,azure-messaging,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-messaging,single,,,552748,,,60.6,0.951,0.503,,,0.7,C,
50,azure-compute,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-compute,single,,,506765,,,60.6,0.948,0.507,,,0.7,C,
51,azure-cloud-migrate,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-cloud-migrate,single,,,496784,,,60.6,0.947,0.513,,,0.7,C,
52,github,clawhub,steipete,,github,https://clawhub.ai/steipete/skills/github,upstream,"Interact with GitHub using the `gh` CLI. Use `gh issue`, `gh pr`, `gh run`, and `gh api` for issues, PRs, CI runs, and advanced queries.",使用 `gh` CLI 与 GitHub 交互，通过 `gh issue`、`gh pr`、`gh run` 和 `gh api` 管理议题、PR、CI 运行及高级查询。,,197568,369628,60.5,0.994,,0.474,0.181,0.7,B,
53,azure-quotas,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-quotas,single,,,432963,,,59.8,0.927,0.5,,,0.7,C,
54,vercel-composition-patterns,skills.sh,vercel-labs,vercel-labs/agent-skills,,https://www.skills.sh/vercel-labs/agent-skills/vercel-composition-patterns,single,,,322741,,,59.8,0.871,0.615,,,0.7,C,
55,neon,skills.sh,neondatabase,neondatabase/agent-skills,,https://www.skills.sh/neondatabase/agent-skills/neon,single,,,94606,,,59.8,0.744,0.862,,,0.7,C,
56,azure-upgrade,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-upgrade,single,,,425087,,,59.5,0.917,0.502,,,0.7,C,
57,azure-enterprise-infra-planner,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-enterprise-infra-planner,single,,,399592,,,59.3,0.906,0.51,,,0.7,C,
58,azure-kubernetes,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-kubernetes,single,,,392457,,,59.3,0.906,0.508,,,0.7,C,
59,azure-cost,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-cost,single,,,367684,,,59.1,0.899,0.505,,,0.7,C,
60,obsidian,clawhub,steipete,,obsidian,https://clawhub.ai/steipete/skills/obsidian,upstream,Work with Obsidian vaults (plain Markdown notes) and automate via obsidian-cli.,操作 Obsidian 仓库（纯 Markdown 笔记）并通过 obsidian-cli 自动化。,,109109,226387,59.1,0.983,,0.446,0.144,0.7,B,
61,brave-search,clawhub,steipete,,brave-search,https://clawhub.ai/steipete/skills/brave-search,upstream,"Web search and content extraction via Brave Search API. Use for searching documentation, facts, or any web content. Lightweight, no browser required.",通过 Brave Search API 进行网页搜索与内容提取。适用于搜索文档、事实或任何网页内容。轻量级，无需浏览器。,,61449,75761,59,0.947,,0.414,0.254,0.7,B,
62,weather,clawhub,steipete,,weather,https://clawhub.ai/steipete/skills/weather,upstream,Get current weather and forecasts (no API key required).,获取当前天气和预报（无需API密钥）,,168768,245929,58.6,0.988,,0.421,0.136,0.7,B,
63,gog,clawhub,steipete,,gog,https://clawhub.ai/steipete/skills/gog,upstream,"Google Workspace CLI for Gmail, Calendar, Drive, Contacts, Sheets, and Docs.",Google Workspace 命令行工具，支持 Gmail、日历、云端硬盘、通讯录、表格和文档。,,192748,200688,58.5,0.987,,0.415,0.136,0.7,B,
64,notion,clawhub,steipete,,notion,https://clawhub.ai/steipete/skills/notion,upstream,"Notion API for creating and managing pages, databases, and blocks.",用于创建和管理页面、数据库及块的 Notion API。,,102348,107003,58.2,0.971,,0.426,0.136,0.7,B,
65,airunway-aks-setup,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/airunway-aks-setup,single,,,311617,,,57.9,0.865,0.498,,,0.7,C,
66,azure-diagnostics,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-diagnostics,single,,,565725,,,57.8,0.962,0.533,0.12,,0.7,C,
67,azure-prepare,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-prepare,single,,,565120,,,57.6,0.962,0.523,0.12,,0.7,C,
68,entra-agent-id,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/entra-agent-id,single,,,285759,,,57.6,0.854,0.497,,,0.7,C,
69,pdf,skills.sh,anthropics,anthropics/skills,,https://www.skills.sh/anthropics/skills/pdf,single,,,191236,,,57.6,0.802,0.397,0.454,,0.7,C,
70,slack,clawhub,steipete,,slack,https://clawhub.ai/steipete/skills/slack,upstream,"Use when you need to control Slack from Clawdbot via the slack tool, including reacting to messages or pinning/unpinning items in Slack channels or DMs.",当需要通过 slack 工具从 Clawdbot 控制 Slack 时使用，包括在频道或私信中回复消息或置顶/取消置顶项目。,,53537,58926,57.5,0.932,,0.45,0.136,0.7,B,
71,codebase-design,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/codebase-design,single,,,558249,,,57.2,0.952,0.942,,,0.2,C,
72,playwright-cli,skills.sh,microsoft,microsoft/playwright-cli,,https://www.skills.sh/microsoft/playwright-cli/playwright-cli,single,,,143579,,,57.2,0.783,0.617,,,0.7,C,
73,diagnosing-bugs,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/diagnosing-bugs,single,,,548825,,,57.1,0.951,0.937,,,0.2,C,
74,code-review,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/code-review,single,,,493517,,,57.1,0.946,0.945,,,0.2,C,
75,hyperframes-cli,skills.sh,heygen-com,heygen-com/hyperframes,,https://www.skills.sh/heygen-com/hyperframes/hyperframes-cli,single,,,489918,,,57.1,0.945,0.952,,,0.2,C,
76,video-frames,clawhub,steipete,,video-frames,https://clawhub.ai/steipete/skills/video-frames,upstream,Extract frames or short clips from videos using ffmpeg.,使用 ffmpeg 从视频中提取帧或短片。,,57792,64882,56.9,0.938,,0.408,0.136,0.7,B,
77,ask-matt,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/ask-matt,single,,,508701,,,56.8,0.949,0.922,,,0.2,C,
78,implement,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/implement,single,,,501864,,,56.8,0.948,0.927,,,0.2,C,
79,azure-reliability,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-reliability,single,,,244921,,,56.8,0.83,0.495,,,0.7,C,
80,wayfinder,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/wayfinder,single,,,458560,,,56.7,0.942,0.93,,,0.2,C,
81,research,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/research,single,,,451459,,,56.7,0.941,0.932,,,0.2,C,
82,to-spec,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/to-spec,single,,,448497,,,56.7,0.938,0.938,,,0.2,C,
83,hyperframes,skills.sh,heygen-com,heygen-com/hyperframes,,https://www.skills.sh/heygen-com/hyperframes/hyperframes,single,,,468110,,,56.6,0.943,0.92,,,0.2,C,
84,to-tickets,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/to-tickets,single,,,440647,,,56.6,0.935,0.935,,,0.2,C,
85,hyperframes-registry,skills.sh,heygen-com,heygen-com/hyperframes,,https://www.skills.sh/heygen-com/hyperframes/hyperframes-registry,single,,,426291,,,56.4,0.917,0.962,,,0.2,C,
86,vercel-react-native-skills,skills.sh,vercel-labs,vercel-labs/agent-skills,,https://www.skills.sh/vercel-labs/agent-skills/vercel-react-native-skills,single,,,203750,,,56.2,0.811,0.493,,,0.7,C,
87,resolving-merge-conflicts,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/resolving-merge-conflicts,single,,,433583,,,56.1,0.93,0.915,,,0.2,C,
88,design-taste-frontend,skills.sh,leonxlnx,leonxlnx/taste-skill,,https://www.skills.sh/leonxlnx/taste-skill/design-taste-frontend,single,,,447549,,,55.7,0.937,0.875,,,0.2,C,
89,media-use,skills.sh,heygen-com,heygen-com/hyperframes,,https://www.skills.sh/heygen-com/hyperframes/media-use,single,,,364361,,,55.7,0.896,0.957,,,0.2,C,
90,python-appservice-deploy,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/python-appservice-deploy,single,,,168068,,,55.7,0.795,0.492,,,0.7,C,
91,cloudflare,skills.sh,cloudflare,cloudflare/skills,,https://www.skills.sh/cloudflare/skills/cloudflare,single,,,79687,,,55.7,0.716,0.645,,,0.7,C,
92,pptx,skills.sh,anthropics,anthropics/skills,,https://www.skills.sh/anthropics/skills/pptx,single,,,215485,,,55.5,0.819,0.427,,,0.7,C,
93,firebase-basics,skills.sh,firebase,firebase/agent-skills,,https://www.skills.sh/firebase/agent-skills/firebase-basics,single,,,146479,,,55.5,0.79,0.488,,,0.7,C,
94,firebase-auth-basics,skills.sh,firebase,firebase/agent-skills,,https://www.skills.sh/firebase/agent-skills/firebase-auth-basics,single,,,145426,,,55.5,0.789,0.487,,,0.7,C,
95,discord,clawhub,steipete,,discord,https://clawhub.ai/steipete/skills/discord,upstream,"Use when you need to control Discord from Clawdbot via the discord tool: send messages, react, post or upload stickers, upload emojis, run polls, manage threads/pins/search, fetch permissions or membe",用于通过 Clawdbot 的 discord 工具控制 Discord，包括发送消息、反应、发布或上传贴纸、上传表情符号、创建投票、管理话题/置顶/搜索、获取权限/成员/角色/频道信息，或在私聊/频道中执行管理操作。,,39595,48035,55.5,0.903,,,0.261,0.7,B,
96,hyperframes-core,skills.sh,heygen-com,heygen-com/hyperframes,,https://www.skills.sh/heygen-com/hyperframes/hyperframes-core,single,,,369934,,,55.4,0.9,0.923,,,0.2,C,
97,wrangler,skills.sh,cloudflare,cloudflare/skills,,https://www.skills.sh/cloudflare/skills/wrangler,single,,,77116,,,55.4,0.71,0.637,,,0.7,C,
98,gmail,clawhub,,,gmail,https://clawhub.ai/byungkyu/skills/gmail,upstream,"Gmail API integration with managed OAuth. Read, send, and manage emails, threads, labels, and drafts. Use this skill when users want to interact with Gmail. For other third party apps, use the api-gat",Gmail API 集成，托管 OAuth，支持读取、发送和管理邮件、线程、标签及草稿，适用于需要与 Gmail 交互的场景。,,38976,48677,55.3,0.903,,,0.913,0.2,B,
99,hyperframes-creative,skills.sh,heygen-com,heygen-com/hyperframes,,https://www.skills.sh/heygen-com/hyperframes/hyperframes-creative,single,,,342850,,,55.2,0.876,0.96,,,0.2,C,
100,planning-with-files,clawhub,,,planning-with-files,https://clawhub.ai/othmanadi/skills/planning-with-files,upstream,"Persistent file-based planning for multi-step AI-agent work. Keeps task_plan.md, findings.md, and progress.md on disk; lifecycle hooks inject selected project planning context. Automatic recovery read",实现Manus风格的文件规划，用于组织和跟踪复杂任务进度。创建task_plan.md、findings.md、progress.md。适用于需要时。,,41608,31643,55.2,0.88,,,0.952,0.2,B,
