rank,skill,platform,vendor,source_skillssh,slug_clawhub,match,description,description_zh,installs_skillssh,downloads_clawhub,downloads_skillhub_cn,wis,popularity,momentum,buzz,maintenance,trust,coverage,anomaly
51,obsidian,clawhub,steipete,,obsidian,upstream,Work with Obsidian vaults (plain Markdown notes) and automate via obsidian-cli.,操作 Obsidian 仓库（纯 Markdown 笔记）并通过 obsidian-cli 自动化。,,107519,116601,59.4,0.977,,0.451,0.173,0.7,B,
52,azure-validate,skills.sh,microsoft,microsoft/azure-skills,,single,,,525074,,,59.3,0.967,0.627,0.12,,0.7,C,
53,entra-agent-id,skills.sh,microsoft,microsoft/azure-skills,,single,,,246856,,,59.2,0.866,0.578,,,0.7,C,
54,weather,clawhub,steipete,,weather,upstream,Get current weather and forecasts (no API key required).,获取当前天气和预报（无需API密钥）,,166870,238995,59.2,0.991,,0.428,0.162,0.7,B,
55,azure-compliance,skills.sh,microsoft,microsoft/azure-skills,,single,,,523953,,,59,0.963,0.61,0.12,,0.7,C,
56,azure-aigateway,skills.sh,microsoft,microsoft/azure-skills,,single,,,523812,,,59,0.963,0.612,0.12,,0.7,C,
57,gog,clawhub,steipete,,gog,upstream,"Google Workspace CLI for Gmail, Calendar, Drive, Contacts, Sheets, and Docs.",Google Workspace 命令行工具，支持 Gmail、日历、云端硬盘、通讯录、表格和文档。,,191128,194302,59,0.989,,0.419,0.162,0.7,B,
58,entra-app-registration,skills.sh,microsoft,microsoft/azure-skills,,single,,,524327,,,58.9,0.966,0.605,0.12,,0.7,C,
59,appinsights-instrumentation,skills.sh,microsoft,microsoft/azure-skills,,single,,,524097,,,58.9,0.965,0.607,0.12,,0.7,C,
60,notion,clawhub,steipete,,notion,upstream,"Notion API for creating and managing pages, databases, and blocks.",用于创建和管理页面、数据库及块的 Notion API。,,100922,101043,58.9,0.973,,0.438,0.162,0.7,B,
61,api-gateway,clawhub,,,api-gateway,upstream,"Connect to external services through Maton-managed API routes. Use this skill only after the user names the target app, account, and task. Start with read/list calls when possible and follow the app-s",通过 Maton 管理的 API 路由连接外部服务；仅在用户指定目标应用、账户和任务后使用；以读取/列...,,85695,112497,58.9,0.969,,0.425,0.857,0.2,B,
62,azure-resource-lookup,skills.sh,microsoft,microsoft/azure-skills,,single,,,524009,,,58.8,0.964,0.6,0.12,,0.7,C,
63,playwright-cli,skills.sh,microsoft,microsoft/playwright-cli,,single,,,120674,,,58.8,0.792,0.705,,,0.7,C,
64,azure-reliability,skills.sh,microsoft,microsoft/azure-skills,,single,,,206093,,,58.4,0.843,0.577,,,0.7,C,
65,slack,clawhub,steipete,,slack,upstream,"Use when you need to control Slack from Clawdbot via the slack tool, including reacting to messages or pinning/unpinning items in Slack channels or DMs.",当需要通过 slack 工具从 Clawdbot 控制 Slack 时使用，包括在频道或私信中回复消息或置顶/取消置顶项目。,,53140,53686,58.1,0.943,,0.441,0.162,0.7,B,
66,grilling,skills.sh,mattpocock,mattpocock/skills,,single,,,450833,,,57.7,0.954,0.97,,,0.2,C,
67,openai-whisper,clawhub,steipete,,openai-whisper,upstream,Local speech-to-text with the Whisper CLI (no API key).,使用 Whisper CLI 进行本地语音转文字（无需 API 密钥）,,87108,101164,57.7,0.969,,0.383,0.162,0.7,B,
68,domain-modeling,skills.sh,mattpocock,mattpocock/skills,,single,,,414506,,,57.5,0.951,0.965,,,0.2,C,
69,paper-context-resolver,skills.sh,lllllllama,lllllllama/rigorpilot-skills,,single,,,398059,,,57.2,0.927,0.99,,,0.2,C,
70,teach,skills.sh,mattpocock,mattpocock/skills,,single,,,461348,,,57.1,0.956,0.93,,,0.2,C,
71,env-and-assets-bootstrap,skills.sh,lllllllama,lllllllama/rigorpilot-skills,,single,,,397287,,,57,0.925,0.982,,,0.2,C,
72,python-appservice-deploy,skills.sh,microsoft,microsoft/azure-skills,,single,,,129618,,,57,0.799,0.567,,,0.7,C,
73,repo-intake-and-plan,skills.sh,lllllllama,lllllllama/rigorpilot-skills,,single,,,397371,,,56.9,0.926,0.977,,,0.2,C,
74,minimal-run-and-audit,skills.sh,lllllllama,lllllllama/rigorpilot-skills,,single,,,397296,,,56.9,0.926,0.978,,,0.2,C,
75,vercel-react-native-skills,skills.sh,vercel-labs,vercel-labs/agent-skills,,single,,,188153,,,56.9,0.836,0.487,,,0.7,C,
76,firebase-basics,skills.sh,firebase,firebase/agent-skills,,single,,,131169,,,56.9,0.801,0.557,,,0.7,C,
77,firebase-auth-basics,skills.sh,firebase,firebase/agent-skills,,single,,,130154,,,56.8,0.8,0.555,,,0.7,C,
78,codebase-design,skills.sh,mattpocock,mattpocock/skills,,single,,,403497,,,56.7,0.936,0.945,,,0.2,C,
79,pptx,skills.sh,anthropics,anthropics/skills,,single,,,202327,,,56.7,0.841,0.463,,,0.7,C,
80,lark-base,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,577461,,,56.6,0.989,0.883,0.257,,0.2,C,
81,firebase-hosting-basics,skills.sh,firebase,firebase/agent-skills,,single,,,126888,,,56.5,0.796,0.545,,,0.7,C,
82,lark-apps,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,486176,,,56.4,0.959,0.878,,,0.2,C,
83,diagnosing-bugs,skills.sh,mattpocock,mattpocock/skills,,single,,,397020,,,56.4,0.924,0.942,,,0.2,C,
84,firebase-app-hosting-basics,skills.sh,firebase,firebase/agent-skills,,single,,,126441,,,56.4,0.795,0.538,,,0.7,C,
85,firebase-data-connect,skills.sh,firebase,firebase/agent-skills,,single,,,125708,,,56.4,0.794,0.54,,,0.7,C,
86,discord,clawhub,steipete,,discord,upstream,"Use when you need to control Discord from Clawdbot via the discord tool: send messages, react, post or upload stickers, upload emojis, run polls, manage threads/pins/search, fetch permissions or membe",用于通过 Clawdbot 的 discord 工具控制 Discord，包括发送消息、反应、发布或上传贴纸、上传表情符号、创建投票、管理话题/置顶/搜索、获取权限/成员/角色/频道信息，或在私聊/频道中执行管理操作。,,39395,42707,56.3,0.915,,,0.292,0.7,B,
87,lark-vc-agent,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,520902,,,56.1,0.96,0.852,,,0.2,C,
88,anti-ui-slop,skills.sh,uizze.com,uizze.com,,single,,,314710,,,56.1,0.89,0.993,,,0.2,C,
89,ask-matt,skills.sh,mattpocock,mattpocock/skills,,single,,,370791,,,55.9,0.919,0.925,,,0.2,C,
90,implement,skills.sh,mattpocock,mattpocock/skills,,single,,,362508,,,55.9,0.916,0.928,,,0.2,C,
91,firebase-security-rules-auditor,skills.sh,firebase,firebase/agent-skills,,single,,,94022,,,55.9,0.772,0.548,,,0.7,C,
92,hyperframes-cli,skills.sh,heygen-com,heygen-com/hyperframes,,single,,,387949,,,55.8,0.923,0.908,,,0.2,C,
93,hyperframes,skills.sh,heygen-com,heygen-com/hyperframes,,single,,,376517,,,55.7,0.92,0.91,,,0.2,C,
94,firebase-ai-logic-basics,skills.sh,firebase,firebase/agent-skills,,single,,,92404,,,55.7,0.768,0.547,,,0.7,C,
95,code-review,skills.sh,mattpocock,mattpocock/skills,,single,,,338627,,,55.6,0.896,0.947,,,0.2,C,
96,ai-research-explore,skills.sh,lllllllama,lllllllama/rigorpilot-skills,,single,,,258296,,,55.6,0.876,0.992,,,0.2,C,
97,analyze-project,skills.sh,lllllllama,lllllllama/rigorpilot-skills,,single,,,258213,,,55.6,0.875,0.988,,,0.2,C,
98,firebase-firestore,skills.sh,firebase,firebase/agent-skills,,single,,,90622,,,55.6,0.763,0.55,,,0.7,C,
99,design-taste-frontend,skills.sh,leonxlnx,leonxlnx/taste-skill,,single,,,363271,,,55.5,0.916,0.903,,,0.2,C,
100,ai-research-reproduction,skills.sh,lllllllama,lllllllama/rigorpilot-skills,,single,,,258139,,,55.5,0.874,0.987,,,0.2,C,
