rank,skill,platform,vendor,source_skillssh,slug_clawhub,match,description,description_zh,installs_skillssh,downloads_clawhub,downloads_skillhub_cn,wis,popularity,momentum,buzz,maintenance,trust,coverage,anomaly
85,discord,clawhub,steipete,,discord,upstream,"Use when you need to control Discord from Clawdbot via the discord tool: send messages, react, post or upload stickers, upload emojis, run polls, manage threads/pins/search, fetch permissions or membe",用于通过 Clawdbot 的 discord 工具控制 Discord，包括发送消息、反应、发布或上传贴纸、上传表情符号、创建投票、管理话题/置顶/搜索、获取权限/成员/角色/频道信息，或在私聊/频道中执行管理操作。,,39458,47769,56.1,0.915,,,0.278,0.7,B,
86,hyperframes,skills.sh,heygen-com,heygen-com/hyperframes,,single,,,411474,,,56,0.927,0.912,,,0.2,C,
87,research,skills.sh,mattpocock,mattpocock/skills,,single,,,362292,,,56,0.905,0.957,,,0.2,C,
88,ai-video-generation,skills.sh,skills-101,skills-101/superpowers,,single,,,323547,,,56,0.884,1,,,0.2,C,
89,ai-image-generation,skills.sh,skills-101,skills-101/superpowers,,single,,,323291,,,56,0.883,0.998,,,0.2,C,
90,pptx,skills.sh,anthropics,anthropics/skills,,single,,,207173,,,56,0.826,0.447,,,0.7,C,
91,lark-drive,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,606947,,,55.9,0.988,0.848,0.255,,0.2,C,
92,to-tickets,skills.sh,mattpocock,mattpocock/skills,,single,,,349831,,,55.9,0.9,0.958,,,0.2,C,
93,ai-avatar-video,skills.sh,skills-101,skills-101/superpowers,,single,,,323213,,,55.9,0.883,0.995,,,0.2,C,
94,twitter-automation,skills.sh,skills-101,skills-101/superpowers,,single,,,323108,,,55.9,0.882,0.997,,,0.2,C,
95,lark-apps,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,515938,,,55.8,0.957,0.838,,,0.2,C,
96,lark-workflow-meeting-summary,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,605535,,,55.7,0.974,0.82,0.283,,0.2,C,
97,design-taste-frontend,skills.sh,leonxlnx,leonxlnx/taste-skill,,single,,,393228,,,55.7,0.916,0.915,,,0.2,C,
98,resolving-merge-conflicts,skills.sh,mattpocock,mattpocock/skills,,single,,,349718,,,55.7,0.899,0.947,,,0.2,C,
99,hyperframes-registry,skills.sh,heygen-com,heygen-com/hyperframes,,single,,,376387,,,55.4,0.912,0.905,,,0.2,C,
100,pdf,skills.sh,anthropics,anthropics/skills,,single,,,183605,,,55.3,0.812,0.427,,,0.7,C,
