rank,skill,platform,vendor,source_skillssh,slug_clawhub,match,description,description_zh,installs_skillssh,downloads_clawhub,downloads_skillhub_cn,wis,popularity,momentum,buzz,maintenance,trust,coverage,anomaly
45,azure-prepare,skills.sh,microsoft,microsoft/azure-skills,,single,,,542247,,,61.8,0.97,0.785,0.12,,0.7,C,
46,entra-agent-id,skills.sh,microsoft,microsoft/azure-skills,,single,,,263211,,,61.8,0.868,0.75,,,0.7,C,
47,azure-deploy,skills.sh,microsoft,microsoft/azure-skills,,single,,,542179,,,61.7,0.969,0.78,0.12,,0.7,C,
48,azure-validate,skills.sh,microsoft,microsoft/azure-skills,,single,,,541679,,,61.6,0.968,0.775,0.12,,0.7,C,
49,vercel-composition-patterns,skills.sh,vercel-labs,vercel-labs/agent-skills,,single,,,303548,,,61.6,0.877,0.72,,,0.7,C,
50,azure-resource-visualizer,skills.sh,microsoft,microsoft/azure-skills,,single,,,540486,,,61.5,0.964,0.782,0.12,,0.7,C,
51,azure-compliance,skills.sh,microsoft,microsoft/azure-skills,,single,,,540505,,,61.4,0.964,0.772,0.12,,0.7,C,
52,entra-app-registration,skills.sh,microsoft,microsoft/azure-skills,,single,,,540873,,,61.3,0.966,0.762,0.12,,0.7,C,
53,azure-resource-lookup,skills.sh,microsoft,microsoft/azure-skills,,single,,,540549,,,61.2,0.965,0.76,0.12,,0.7,C,
54,nano-banana-pro,clawhub,steipete,,nano-banana-pro,upstream,Generate/edit images with Nano Banana Pro (Gemini 3 Pro Image). Use for image create/modify requests incl. edits. Supports text-to-image + image-to-image; 1K/2K/4K; use --input-image.,使用 Nano Banana Pro (Gemini 3 Pro Image) 生成或编辑图像。支持文生图、图生图及 1K/2K/4K 分辨率，适用于图像创建、修改及编辑请求，使用 --input-image 指定输入图像。,,106346,130141,61.2,0.98,,0.455,0.276,0.7,B,
55,supabase,skills.sh,supabase,supabase/agent-skills,,single,,,236645,,,61.1,0.856,0.73,,,0.7,C,
56,azure-reliability,skills.sh,microsoft,microsoft/azure-skills,,single,,,222426,,,61,0.843,0.748,,,0.7,C,
57,github,clawhub,steipete,,github,upstream,"Interact with GitHub using the `gh` CLI. Use `gh issue`, `gh pr`, `gh run`, and `gh api` for issues, PRs, CI runs, and advanced queries.",使用 `gh` CLI 与 GitHub 交互，通过 `gh issue`、`gh pr`、`gh run` 和 `gh api` 管理议题、PR、CI 运行及高级查询。,,196482,366178,60.9,0.995,,0.474,0.207,0.7,B,
58,neon-postgres,skills.sh,neondatabase,neondatabase/agent-skills,,single,,,110433,,,60,0.785,0.797,,,0.7,C,
59,python-appservice-deploy,skills.sh,microsoft,microsoft/azure-skills,,single,,,145770,,,59.9,0.807,0.745,,,0.7,C,
60,brave-search,clawhub,steipete,,brave-search,upstream,"Web search and content extraction via Brave Search API. Use for searching documentation, facts, or any web content. Lightweight, no browser required.",通过 Brave Search API 进行网页搜索与内容提取。适用于搜索文档、事实或任何网页内容。轻量级，无需浏览器。,,61259,75351,59.8,0.954,,0.433,0.267,0.7,B,
61,obsidian,clawhub,steipete,,obsidian,upstream,Work with Obsidian vaults (plain Markdown notes) and automate via obsidian-cli.,操作 Obsidian 仓库（纯 Markdown 笔记）并通过 obsidian-cli 自动化。,,108237,137665,59.3,0.981,,0.449,0.159,0.7,B,
62,weather,clawhub,steipete,,weather,upstream,Get current weather and forecasts (no API key required).,获取当前天气和预报（无需API密钥）,,167716,244237,59,0.99,,0.428,0.149,0.7,B,
63,notion,clawhub,steipete,,notion,upstream,"Notion API for creating and managing pages, databases, and blocks.",用于创建和管理页面、数据库及块的 Notion API。,,101582,106294,58.8,0.974,,0.444,0.149,0.7,B,
64,grilling,skills.sh,mattpocock,mattpocock/skills,,single,,,531615,,,58,0.961,0.978,,,0.2,C,
65,anti-ui-slop,skills.sh,uizze.com,uizze.com,,single,,,471505,,,58,0.954,0.993,,,0.2,C,
66,neon,skills.sh,neondatabase,neondatabase/agent-skills,,single,,,65194,,,57.9,0.716,0.792,,,0.7,C,
67,lark-doc,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,612199,,,57.8,0.991,0.888,0.315,,0.2,C,
68,lark-base,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,612043,,,57.8,0.99,0.885,0.315,,0.2,C,
69,domain-modeling,skills.sh,mattpocock,mattpocock/skills,,single,,,486564,,,57.8,0.958,0.973,,,0.2,C,
70,slack,clawhub,steipete,,slack,upstream,"Use when you need to control Slack from Clawdbot via the slack tool, including reacting to messages or pinning/unpinning items in Slack channels or DMs.",当需要通过 slack 工具从 Clawdbot 控制 Slack 时使用，包括在频道或私信中回复消息或置顶/取消置顶项目。,,53349,58763,57.8,0.942,,0.439,0.149,0.7,B,
71,codebase-design,skills.sh,mattpocock,mattpocock/skills,,single,,,472496,,,57.7,0.955,0.97,,,0.2,C,
72,teach,skills.sh,mattpocock,mattpocock/skills,,single,,,522748,,,57.6,0.96,0.952,,,0.2,C,
73,diagnosing-bugs,skills.sh,mattpocock,mattpocock/skills,,single,,,465685,,,57.6,0.953,0.965,,,0.2,C,
74,markdown-converter,clawhub,steipete,,markdown-converter,upstream,"Convert documents and files to Markdown using markitdown. Use when converting PDF, Word (.docx), PowerPoint (.pptx), Excel (.xlsx, .xls), HTML, CSV, JSON, XML, images (with EXIF/OCR), audio (with tran","{""answer"":""使用 markitdown 将文档和文件转换为 Markdown。用于将 PDF、Word (.docx)、PowerPoint (.pptx)、Excel (.xlsx, .xls)、HTML、CSV、JSON、XML、图片（含 EXIF/OCR）、音频（含转录）、ZIP 压缩包、YouTube 链接或 EPub 转换为 Markdown 格式，以进行 LLM 处理或文本分",,48142,68010,57.6,0.944,,0.428,0.149,0.7,B,
75,ask-matt,skills.sh,mattpocock,mattpocock/skills,,single,,,430666,,,57.2,0.947,0.95,,,0.2,C,
76,implement,skills.sh,mattpocock,mattpocock/skills,,single,,,421901,,,57.1,0.945,0.948,,,0.2,C,
77,hyperframes,skills.sh,heygen-com,heygen-com/hyperframes,,single,,,418276,,,56.8,0.94,0.938,,,0.2,C,
78,code-review,skills.sh,mattpocock,mattpocock/skills,,single,,,405956,,,56.8,0.926,0.968,,,0.2,C,
79,lark-drive,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,611819,,,56.7,0.989,0.892,0.256,,0.2,C,
80,hyperframes-cli,skills.sh,heygen-com,heygen-com/hyperframes,,single,,,431830,,,56.6,0.948,0.913,,,0.2,C,
81,playwright-cli,skills.sh,microsoft,microsoft/playwright-cli,,single,,,130372,,,56.6,0.797,0.545,,,0.7,C,
82,lark-apps,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,520780,,,56.5,0.959,0.882,,,0.2,C,
83,azure-app-onboard,skills.sh,microsoft,microsoft/azure-skills,,single,,,60832,,,56.5,0.698,0.74,,,0.7,C,
84,azure-app-onboard-prereq,skills.sh,microsoft,microsoft/azure-skills,,single,,,60738,,,56.5,0.697,0.738,,,0.7,C,
85,wayfinder,skills.sh,mattpocock,mattpocock/skills,,single,,,377496,,,56.4,0.917,0.957,,,0.2,C,
86,ai-video-generation,skills.sh,skills-101,skills-101/superpowers,,single,,,345361,,,56.4,0.896,1,,,0.2,C,
87,vercel-react-native-skills,skills.sh,vercel-labs,vercel-labs/agent-skills,,single,,,194293,,,56.4,0.831,0.467,,,0.7,C,
88,to-spec,skills.sh,mattpocock,mattpocock/skills,,single,,,364409,,,56.3,0.91,0.967,,,0.2,C,
89,ai-image-generation,skills.sh,skills-101,skills-101/superpowers,,single,,,345084,,,56.3,0.895,0.998,,,0.2,C,
90,ai-avatar-video,skills.sh,skills-101,skills-101/superpowers,,single,,,345001,,,56.3,0.894,0.997,,,0.2,C,
91,research,skills.sh,mattpocock,mattpocock/skills,,single,,,370303,,,56.2,0.915,0.953,,,0.2,C,
92,twitter-automation,skills.sh,skills-101,skills-101/superpowers,,single,,,344895,,,56.2,0.893,0.995,,,0.2,C,
93,to-tickets,skills.sh,mattpocock,mattpocock/skills,,single,,,358149,,,56.1,0.909,0.958,,,0.2,C,
94,pptx,skills.sh,anthropics,anthropics/skills,,single,,,207902,,,56.1,0.837,0.435,,,0.7,C,
95,discord,clawhub,steipete,,discord,upstream,"Use when you need to control Discord from Clawdbot via the discord tool: send messages, react, post or upload stickers, upload emojis, run polls, manage threads/pins/search, fetch permissions or membe",用于通过 Clawdbot 的 discord 工具控制 Discord，包括发送消息、反应、发布或上传贴纸、上传表情符号、创建投票、管理话题/置顶/搜索、获取权限/成员/角色/频道信息，或在私聊/频道中执行管理操作。,,39465,47774,56.1,0.915,,,0.276,0.7,B,
96,resolving-merge-conflicts,skills.sh,mattpocock,mattpocock/skills,,single,,,357289,,,55.9,0.908,0.947,,,0.2,C,
97,azure-rbac,skills.sh,microsoft,microsoft/azure-skills,,single,,,484954,,,55.8,0.957,0.175,,,0.7,C,
98,pdf,skills.sh,anthropics,anthropics/skills,,single,,,184213,,,55.5,0.822,0.422,,,0.7,C,
99,webapp-testing,skills.sh,anthropics,anthropics/skills,,single,,,140591,,,55.5,0.806,0.458,,,0.7,C,
100,docx,skills.sh,anthropics,anthropics/skills,,single,,,176764,,,55.4,0.821,0.418,,,0.7,C,
