skill_key,query,hn_hits_7d,hn_raw_7d,bsky_hits_7d,bsky_raw_7d,gh_mentions_7d,x_mentions_7d,x_truncated,x_pages,x_engagement_7d,llm_filtered
prismfy-search,"""prismfy-search""",0,0,0,0,0,,false,,,false
lark-whiteboard,"""lark-whiteboard""",0,0,0,0,0,,false,,,false
automation-workflows,"""automation-workflows""",0,1,24,31,3,,false,,,true
lark-attendance,"""lark-attendance""",0,0,0,0,0,,false,,,false
excel-xlsx,"""excel-xlsx""",0,0,1,3,0,,false,,,true
lark-openapi-explorer,"""lark-openapi-explorer""",0,0,0,0,0,,false,,,false
feishu-evolver-wrapper,"""feishu-evolver-wrapper""",0,0,0,0,0,,false,,,false
lark-vc,"""lark-vc""",0,0,0,0,0,,false,,,false
browser-use,"""browser-use""",2,4,12,21,4,,false,,,true
lark-skill-maker,"""lark-skill-maker""",0,0,0,0,0,,false,,,false
agent-phone-call,"""agent-phone-call""",0,0,0,0,0,,false,,,false
lark-workflow-meeting-summary,"""lark-workflow-meeting-summary""",0,0,0,0,0,,false,,,false
free-ride,"""free-ride""",0,4,0,137,0,,false,,,true
lark-workflow-standup-report,"""lark-workflow-standup-report""",0,0,0,0,0,,false,,,false
mcporter,"""mcporter"" skill",0,0,0,0,3,,false,,,false
lark-okr,"""lark-okr""",0,0,0,0,0,,false,,,false
elite-longterm-memory,"""elite-longterm-memory""",0,0,0,0,0,,false,,,false
lark-markdown,"""lark-markdown""",0,0,0,0,0,,false,,,false
desktop-control,"""desktop-control""",1,1,2,3,4,,false,,,true
teach,"""teach"" skill",0,34,0,76,129,,false,,,true
brave-search,"""brave-search""",0,5,9,19,3,,false,,,true
web-design-guidelines,"""web-design-guidelines""",0,0,0,0,4,,false,,,false
find-skills-skill,"""find-skills-skill""",0,0,0,0,133,,false,,,false
lark-vc-agent,"""lark-vc-agent""",0,0,0,0,0,,false,,,false
stock-analysis,"""stock-analysis""",0,0,242,263,1,,false,,,true
domain-modeling,"""domain-modeling""",0,0,1,1,11,,false,,,true
video-frames,"""video-frames""",0,4,3,7,1,,false,,,true
codebase-design,"""codebase-design""",0,0,0,0,6,,false,,,false
powerpoint-pptx,"""powerpoint-pptx""",0,0,0,0,0,,false,,,false
lark-apps,"""lark-apps""",0,0,0,0,1,,false,,,false
youtube-watcher,"""youtube-watcher""",0,0,0,4,0,,false,,,true
diagnosing-bugs,"""diagnosing-bugs""",0,0,0,0,7,,false,,,false
slack,"""slack"" skill",0,16,1,4,23,,false,,,true
microsoft-foundry,"""microsoft-foundry""",0,0,47,51,0,,false,,,true
himalaya,"""himalaya"" skill",0,0,0,0,2,,false,,,false
azure-diagnostics,"""azure-diagnostics""",0,0,0,0,0,,false,,,false
imap-smtp-email,"""imap-smtp-email""",0,0,0,0,1,,false,,,false
azure-prepare,"""azure-prepare""",0,0,0,0,0,,false,,,false
news-summary,"""news-summary""",0,0,40,67,0,,false,,,true
azure-ai,"""azure-ai""",0,1,39,42,1,,false,,,true
xiucheng-self-improving-agent,"""xiucheng-self-improving-agent""",0,0,0,0,0,,false,,,false
azure-deploy,"""azure-deploy""",0,0,0,0,0,,false,,,false
pdf,"""pdf"" skill",0,27,1,28,62,,false,,,true
azure-validate,"""azure-validate""",0,0,0,0,0,,false,,,false
markdown-converter,"""markdown-converter""",0,0,11,13,1,,false,,,true
