skill_key,query,hn_hits_7d,hn_raw_7d,bsky_hits_7d,bsky_raw_7d,gh_mentions_7d,x_mentions_7d,x_truncated,x_pages,x_engagement_7d,llm_filtered
slack,"""slack"" skill",0,14,1,3,22,,false,,,true
microsoft-foundry,"""microsoft-foundry""",0,0,38,41,0,,false,,,true
himalaya,"""himalaya"" skill",0,0,0,0,1,,false,,,false
azure-diagnostics,"""azure-diagnostics""",0,0,0,0,0,,false,,,false
imap-smtp-email,"""imap-smtp-email""",0,0,0,0,1,,false,,,false
azure-prepare,"""azure-prepare""",0,0,0,0,0,,false,,,false
news-summary,"""news-summary""",0,0,48,63,0,,false,,,true
azure-ai,"""azure-ai""",0,1,33,34,1,,false,,,true
xiucheng-self-improving-agent,"""xiucheng-self-improving-agent""",0,0,0,0,0,,false,,,false
azure-deploy,"""azure-deploy""",0,0,0,0,0,,false,,,false
pdf,"""pdf"" skill",0,21,6,25,63,,false,,,true
azure-validate,"""azure-validate""",0,0,0,0,0,,false,,,false
markdown-converter,"""markdown-converter""",0,0,3,3,1,,false,,,true
