rank,skill,platform,vendor,source_skillssh,slug_clawhub,url,match,description,description_zh,installs_skillssh,downloads_clawhub,downloads_skillhub_cn,wis,popularity,momentum,buzz,maintenance,trust,coverage,anomaly
22,azure-enterprise-infra-planner,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-enterprise-infra-planner,single,,,390375,,,63.6,0.913,0.778,,,0.7,C,
23,azure-upgrade,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-upgrade,single,,,415910,,,63.4,0.925,0.745,,,0.7,C,
24,remotion-best-practices,skills.sh,remotion-dev,remotion-dev/skills,,https://www.skills.sh/remotion-dev/skills/remotion-best-practices,single,,,504030,,,63.2,0.956,0.665,,,0.7,C,
25,self-improving,clawhub,,,self-improving,https://clawhub.ai/ivangdavila/skills/self-improving,upstream,"Self-reflection + Self-criticism + Self-learning + Self-organizing memory. Agent evaluates its own work, catches mistakes, and improves permanently. Use when...",自我反思+自我批评+自我学习+自组织记忆。智能体评估自身工作、发现错误并持续改进。,,208298,390629,63.2,0.996,,0.919,0.427,0.2,B,
26,azure-kubernetes,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-kubernetes,single,,,383266,,,63.1,0.912,0.747,,,0.7,C,
27,grill-with-docs,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/grill-with-docs,single,,,871862,,,62.9,0.998,0.977,0.493,,0.2,C,
28,azure-cost,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-cost,single,,,358503,,,62.9,0.906,0.748,,,0.7,C,
29,supabase-postgres-best-practices,skills.sh,supabase,supabase/agent-skills,,https://www.skills.sh/supabase/agent-skills/supabase-postgres-best-practices,single,,,380480,,,62.5,0.911,0.71,,,0.7,C,
30,prisma-database-setup,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-database-setup,single,,,251540,,,62.1,0.855,0.797,,,0.7,C,
31,prisma-client-api,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-client-api,single,,,251004,,,62.1,0.854,0.8,,,0.7,C,
32,prisma-cli,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-cli,single,,,248816,,,62.1,0.853,0.798,,,0.7,C,
33,tdd,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/tdd,single,,,810583,,,62,0.996,0.97,0.454,,0.2,C,
34,handoff,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/handoff,single,,,712897,,,62,0.994,0.968,0.459,,0.2,C,
35,triage,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/triage,single,,,704275,,,62,0.993,0.95,0.471,,0.2,C,
36,airunway-aks-setup,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/airunway-aks-setup,single,,,302472,,,61.9,0.877,0.742,,,0.7,C,
37,prisma-postgres,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-postgres,single,,,244910,,,61.9,0.851,0.795,,,0.7,C,
38,vercel-composition-patterns,skills.sh,vercel-labs,vercel-labs/agent-skills,,https://www.skills.sh/vercel-labs/agent-skills/vercel-composition-patterns,single,,,315270,,,61.8,0.884,0.718,,,0.7,C,
39,prisma-driver-adapter-implementation,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-driver-adapter-implementation,single,,,240393,,,61.8,0.848,0.792,,,0.7,C,
40,prisma-upgrade-v7,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-upgrade-v7,single,,,240198,,,61.8,0.848,0.788,,,0.7,C,
41,prisma-postgres-setup,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-postgres-setup,single,,,239287,,,61.8,0.847,0.79,,,0.7,C,
42,entra-agent-id,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/entra-agent-id,single,,,276615,,,61.7,0.869,0.74,,,0.7,C,
43,prototype,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/prototype,single,,,695078,,,61.6,0.992,0.955,0.449,,0.2,C,
44,azure-diagnostics,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-diagnostics,single,,,556450,,,61.6,0.969,0.777,0.12,,0.7,C,
45,azure-prepare,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-prepare,single,,,555862,,,61.6,0.969,0.775,0.12,,0.7,C,
46,prisma-compute,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-compute,single,,,235556,,,61.6,0.843,0.787,,,0.7,C,
47,setup-matt-pocock-skills,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/setup-matt-pocock-skills,single,,,747186,,,61.5,0.995,0.962,0.436,,0.2,C,
48,prisma-mongodb-upgrade,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-mongodb-upgrade,single,,,234282,,,61.5,0.842,0.785,,,0.7,C,
49,azure-deploy,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-deploy,single,,,555747,,,61.4,0.967,0.768,0.12,,0.7,C,
50,azure-validate,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-validate,single,,,555230,,,61.4,0.967,0.765,0.12,,0.7,C,
51,teach,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/teach,single,,,569375,,,61.3,0.971,0.952,0.469,,0.2,C,
52,appinsights-instrumentation,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/appinsights-instrumentation,single,,,554167,,,61.3,0.964,0.763,0.12,,0.7,C,
53,grilling,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/grilling,single,,,591329,,,61.2,0.972,0.978,0.443,,0.2,C,
54,entra-app-registration,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/entra-app-registration,single,,,554417,,,61.2,0.965,0.753,0.12,,0.7,C,
55,supabase,skills.sh,supabase,supabase/agent-skills,,https://www.skills.sh/supabase/agent-skills/supabase,single,,,249776,,,60.9,0.853,0.722,,,0.7,C,
56,azure-reliability,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-reliability,single,,,235796,,,60.9,0.844,0.738,,,0.7,C,
57,github,clawhub,steipete,,github,https://clawhub.ai/steipete/skills/github,upstream,"Interact with GitHub using the `gh` CLI. Use `gh issue`, `gh pr`, `gh run`, and `gh api` for issues, PRs, CI runs, and advanced queries.",使用 `gh` CLI 与 GitHub 交互，通过 `gh issue`、`gh pr`、`gh run` 和 `gh api` 管理议题、PR、CI 运行及高级查询。,,197105,368206,60.7,0.994,,0.474,0.191,0.7,B,
58,neon-postgres,skills.sh,neondatabase,neondatabase/agent-skills,,https://www.skills.sh/neondatabase/agent-skills/neon-postgres,single,,,127889,,,60.1,0.796,0.783,,,0.7,C,
59,python-appservice-deploy,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/python-appservice-deploy,single,,,159027,,,59.8,0.81,0.735,,,0.7,C,
60,self-improving-agent,clawhub,,,self-improving-agent,https://clawhub.ai/pskoett/skills/self-improving-agent,upstream,"Captures learnings, errors, and corrections to enable continuous improvement. Use when: (1) A command or operation fails unexpectedly, (2) User corrects Claude ('No, that's wrong...', 'Actually...'), ",记录自身发现以实现自我改进的技能,,477053,1153305,59.5,0.999,,0.512,0.716,0.2,B,
61,api-gateway,clawhub,,,api-gateway,https://clawhub.ai/byungkyu/skills/api-gateway,upstream,"Call third-party APIs through the Maton gateway, which injects the credential for an app the user has already connected. Use this skill when the user names a connected app and a concrete action in it ",通过 Maton 管理的 API 路由连接外部服务；仅在用户指定目标应用、账户和任务后使用；以读取/列...,,86201,117396,59.4,0.97,,0.41,0.909,0.2,B,
62,obsidian,clawhub,steipete,,obsidian,https://clawhub.ai/steipete/skills/obsidian,upstream,Work with Obsidian vaults (plain Markdown notes) and automate via obsidian-cli.,操作 Obsidian 仓库（纯 Markdown 笔记）并通过 obsidian-cli 自动化。,,108739,184387,59.1,0.982,,0.446,0.149,0.7,B,
63,weather,clawhub,steipete,,weather,https://clawhub.ai/steipete/skills/weather,upstream,Get current weather and forecasts (no API key required).,获取当前天气和预报（无需API密钥）,,168262,245098,58.7,0.989,,0.421,0.141,0.7,B,
64,neon,skills.sh,neondatabase,neondatabase/agent-skills,,https://www.skills.sh/neondatabase/agent-skills/neon,single,,,82331,,,58.6,0.746,0.782,,,0.7,C,
65,notion,clawhub,steipete,,notion,https://clawhub.ai/steipete/skills/notion,upstream,"Notion API for creating and managing pages, databases, and blocks.",用于创建和管理页面、数据库及块的 Notion API。,,102026,106583,58.5,0.973,,0.434,0.141,0.7,B,
66,ai-video-generation,skills.sh,skills-101,skills-101/superpowers,,https://www.skills.sh/skills-101/superpowers/ai-video-generation,single,,,496643,,,58.2,0.955,1,,,0.2,C,
67,ai-image-generation,skills.sh,skills-101,skills-101/superpowers,,https://www.skills.sh/skills-101/superpowers/ai-image-generation,single,,,496135,,,58.1,0.954,0.998,,,0.2,C,
68,ai-avatar-video,skills.sh,skills-101,skills-101/superpowers,,https://www.skills.sh/skills-101/superpowers/ai-avatar-video,single,,,496023,,,58,0.954,0.995,,,0.2,C,
69,twitter-automation,skills.sh,skills-101,skills-101/superpowers,,https://www.skills.sh/skills-101/superpowers/twitter-automation,single,,,495912,,,58,0.953,0.997,,,0.2,C,
70,domain-modeling,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/domain-modeling,single,,,538966,,,57.9,0.959,0.973,,,0.2,C,
71,codebase-design,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/codebase-design,single,,,522871,,,57.7,0.958,0.967,,,0.2,C,
72,diagnosing-bugs,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/diagnosing-bugs,single,,,514702,,,57.7,0.957,0.963,,,0.2,C,
73,code-review,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/code-review,single,,,456961,,,57.5,0.948,0.972,,,0.2,C,
74,slack,clawhub,steipete,,slack,https://clawhub.ai/steipete/skills/slack,upstream,"Use when you need to control Slack from Clawdbot via the slack tool, including reacting to messages or pinning/unpinning items in Slack channels or DMs.",当需要通过 slack 工具从 Clawdbot 控制 Slack 时使用，包括在频道或私信中回复消息或置顶/取消置顶项目。,,53445,58855,57.5,0.938,,0.436,0.141,0.7,B,
75,azure-app-onboard,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-app-onboard,single,,,73791,,,57.4,0.731,0.732,,,0.7,C,
76,azure-app-onboard-prereq,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-app-onboard-prereq,single,,,73697,,,57.4,0.73,0.73,,,0.7,C,
77,video-frames,clawhub,steipete,,video-frames,https://clawhub.ai/steipete/skills/video-frames,upstream,Extract frames or short clips from videos using ffmpeg.,使用 ffmpeg 从视频中提取帧或短片。,,57515,64518,57.4,0.945,,0.423,0.141,0.7,B,
78,markdown-converter,clawhub,steipete,,markdown-converter,https://clawhub.ai/steipete/skills/markdown-converter,upstream,"Convert documents and files to Markdown using markitdown. Use when converting PDF, Word (.docx), PowerPoint (.pptx), Excel (.xlsx, .xls), HTML, CSV, JSON, XML, images (with EXIF/OCR), audio (with tran","{""answer"":""使用 markitdown 将文档和文件转换为 Markdown。用于将 PDF、Word (.docx)、PowerPoint (.pptx)、Excel (.xlsx, .xls)、HTML、CSV、JSON、XML、图片（含 EXIF/OCR）、音频（含转录）、ZIP 压缩包、YouTube 链接或 EPub 转换为 Markdown 格式，以进行 LLM 处理或文本分",,48352,69230,57.4,0.942,,0.424,0.141,0.7,B,
79,implement,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/implement,single,,,468517,,,57.3,0.949,0.953,,,0.2,C,
80,ask-matt,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/ask-matt,single,,,476106,,,57.2,0.951,0.948,,,0.2,C,
81,lark-apps,skills.sh,open.feishu.cn,open.feishu.cn,,https://www.skills.sh/open.feishu.cn/lark-apps,single,,,549442,,,57,0.96,0.913,,,0.2,C,
82,wayfinder,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/wayfinder,single,,,425291,,,56.9,0.935,0.957,,,0.2,C,
83,mcporter,clawhub,steipete,,mcporter,https://clawhub.ai/steipete/skills/mcporter,upstream,"Use the mcporter CLI to list, configure, auth, and call MCP servers/tools directly (HTTP or stdio), including ad-hoc servers, config edits, and CLI/type generation.",使用 mcporter CLI 直接列出、配置、认证及调用 MCP 服务器/工具（支持 HTTP 或 stdio），涵盖临时服务器、配置编辑及 CLI/类型生成功能。,,69562,77323,56.9,0.954,,0.377,0.149,0.7,B,
84,playwright-cli,skills.sh,microsoft,microsoft/playwright-cli,,https://www.skills.sh/microsoft/playwright-cli/playwright-cli,single,,,138134,,,56.8,0.803,0.548,,,0.7,C,
85,research,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/research,single,,,417752,,,56.7,0.926,0.958,,,0.2,C,
86,to-spec,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/to-spec,single,,,414067,,,56.7,0.925,0.965,,,0.2,C,
87,openai-whisper,clawhub,steipete,,openai-whisper,https://clawhub.ai/steipete/skills/openai-whisper,upstream,Local speech-to-text with the Whisper CLI (no API key).,使用 Whisper CLI 进行本地语音转文字（无需 API 密钥）,,87773,106691,56.7,0.969,,0.349,0.141,0.7,B,
88,lark-base,skills.sh,open.feishu.cn,open.feishu.cn,,https://www.skills.sh/open.feishu.cn/lark-base,single,,,640732,,,56.6,0.99,0.915,0.234,,0.2,C,
89,to-tickets,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/to-tickets,single,,,406909,,,56.4,0.916,0.96,,,0.2,C,
90,brave-search,clawhub,steipete,,brave-search,https://clawhub.ai/steipete/skills/brave-search,upstream,"Web search and content extraction via Brave Search API. Use for searching documentation, facts, or any web content. Lightweight, no browser required.",通过 Brave Search API 进行网页搜索与内容提取。适用于搜索文档、事实或任何网页内容。轻量级，无需浏览器。,,61361,75565,56.3,0.952,,0.267,0.259,0.7,B,
91,resolving-merge-conflicts,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/resolving-merge-conflicts,single,,,401869,,,56.1,0.915,0.947,,,0.2,C,
92,hyperframes-cli,skills.sh,heygen-com,heygen-com/hyperframes,,https://www.skills.sh/heygen-com/hyperframes/hyperframes-cli,single,,,463336,,,56,0.949,0.867,,,0.2,C,
93,pptx,skills.sh,anthropics,anthropics/skills,,https://www.skills.sh/anthropics/skills/pptx,single,,,212259,,,56,0.834,0.43,,,0.7,C,
94,vercel-react-native-skills,skills.sh,vercel-labs,vercel-labs/agent-skills,,https://www.skills.sh/vercel-labs/agent-skills/vercel-react-native-skills,single,,,199918,,,55.9,0.827,0.442,,,0.7,C,
95,firebase-basics,skills.sh,firebase,firebase/agent-skills,,https://www.skills.sh/firebase/agent-skills/firebase-basics,single,,,142913,,,55.8,0.806,0.472,,,0.7,C,
96,firebase-auth-basics,skills.sh,firebase,firebase/agent-skills,,https://www.skills.sh/firebase/agent-skills/firebase-auth-basics,single,,,141876,,,55.8,0.805,0.473,,,0.7,C,
97,lark-doc,skills.sh,open.feishu.cn,open.feishu.cn,,https://www.skills.sh/open.feishu.cn/lark-doc,single,,,640840,,,55.7,0.991,0.912,0.188,,0.2,C,
98,lark-approval,skills.sh,open.feishu.cn,open.feishu.cn,,https://www.skills.sh/open.feishu.cn/lark-approval,single,,,640416,,,55.7,0.989,0.903,0.2,,0.2,C,
99,hyperframes,skills.sh,heygen-com,heygen-com/hyperframes,,https://www.skills.sh/heygen-com/hyperframes/hyperframes,single,,,448291,,,55.7,0.944,0.858,,,0.2,C,
100,discord,clawhub,steipete,,discord,https://clawhub.ai/steipete/skills/discord,upstream,"Use when you need to control Discord from Clawdbot via the discord tool: send messages, react, post or upload stickers, upload emojis, run polls, manage threads/pins/search, fetch permissions or membe",用于通过 Clawdbot 的 discord 工具控制 Discord，包括发送消息、反应、发布或上传贴纸、上传表情符号、创建投票、管理话题/置顶/搜索、获取权限/成员/角色/频道信息，或在私聊/频道中执行管理操作。,,39520,47899,55.7,0.907,,,0.267,0.7,B,
