rank,skill,platform,vendor,source_skillssh,slug_clawhub,url,match,description,description_zh,installs_skillssh,downloads_clawhub,downloads_skillhub_cn,wis,popularity,momentum,buzz,maintenance,trust,coverage,anomaly
42,supabase,skills.sh,supabase,supabase/agent-skills,,https://www.skills.sh/supabase/agent-skills/supabase,single,,,260250,,,60.5,0.815,0.768,,,0.7,C,
43,prisma-compute,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-compute,single,,,249562,,,60.5,0.808,0.78,,,0.7,C,
44,github,clawhub,steipete,,github,https://clawhub.ai/steipete/skills/github,upstream,"Interact with GitHub using the `gh` CLI. Use `gh issue`, `gh pr`, `gh run`, and `gh api` for issues, PRs, CI runs, and advanced queries.",使用 `gh` CLI 与 GitHub 交互，通过 `gh issue`、`gh pr`、`gh run` 和 `gh api` 管理议题、PR、CI 运行及高级查询。,,197679,369843,60.5,0.994,,0.474,0.178,0.7,B,
45,api-gateway,clawhub,,,api-gateway,https://clawhub.ai/byungkyu/skills/api-gateway,upstream,"Call third-party APIs through the Maton gateway, which injects the credential for an app the user has already connected. Use this skill when the user names a connected app and a concrete action in it ",通过 Maton 管理的 API 路由连接外部服务；仅在用户指定目标应用、账户和任务后使用；以读取/列...,,86428,117785,60.5,0.967,,0.432,0.957,0.2,B,
46,prisma-mongodb-upgrade,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-mongodb-upgrade,single,,,248267,,,60.4,0.808,0.778,,,0.7,C,
47,azure-quotas,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-quotas,single,,,433684,,,59.9,0.919,0.518,,,0.7,C,
48,vercel-composition-patterns,skills.sh,vercel-labs,vercel-labs/agent-skills,,https://www.skills.sh/vercel-labs/agent-skills/vercel-composition-patterns,single,,,323853,,,59.7,0.851,0.647,,,0.7,C,
49,azure-upgrade,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-upgrade,single,,,425807,,,59.4,0.907,0.515,,,0.7,C,
50,azure-enterprise-infra-planner,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-enterprise-infra-planner,single,,,400315,,,59.3,0.895,0.53,,,0.7,C,
51,neon-postgres,skills.sh,neondatabase,neondatabase/agent-skills,,https://www.skills.sh/neondatabase/agent-skills/neon-postgres,single,,,142653,,,59.3,0.748,0.822,,,0.7,C,
52,brave-search,clawhub,steipete,,brave-search,https://clawhub.ai/steipete/skills/brave-search,upstream,"Web search and content extraction via Brave Search API. Use for searching documentation, facts, or any web content. Lightweight, no browser required.",通过 Brave Search API 进行网页搜索与内容提取。适用于搜索文档、事实或任何网页内容。轻量级，无需浏览器。,,61467,75794,59.1,0.947,,0.419,0.253,0.7,B,
53,azure-kubernetes,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-kubernetes,single,,,393178,,,59,0.894,0.513,,,0.7,C,
54,obsidian,clawhub,steipete,,obsidian,https://clawhub.ai/steipete/skills/obsidian,upstream,Work with Obsidian vaults (plain Markdown notes) and automate via obsidian-cli.,操作 Obsidian 仓库（纯 Markdown 笔记）并通过 obsidian-cli 自动化。,,109190,233189,59,0.983,,0.443,0.142,0.7,B,
55,lark-base,skills.sh,open.feishu.cn,open.feishu.cn,,https://www.skills.sh/open.feishu.cn/lark-base,single,,,663230,,,58.7,0.988,0.872,0.373,,0.2,C,
56,azure-cost,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-cost,single,,,368403,,,58.7,0.885,0.51,,,0.7,C,
57,weather,clawhub,steipete,,weather,https://clawhub.ai/steipete/skills/weather,upstream,Get current weather and forecasts (no API key required).,获取当前天气和预报（无需API密钥）,,168873,246036,58.6,0.988,,0.423,0.135,0.7,B,
58,gog,clawhub,steipete,,gog,https://clawhub.ai/steipete/skills/gog,upstream,"Google Workspace CLI for Gmail, Calendar, Drive, Contacts, Sheets, and Docs.",Google Workspace 命令行工具，支持 Gmail、日历、云端硬盘、通讯录、表格和文档。,,192852,200748,58.5,0.987,,0.416,0.135,0.7,B,
59,azure-diagnostics,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-diagnostics,single,,,566459,,,58.2,0.96,0.567,0.12,,0.7,C,
60,notion,clawhub,steipete,,notion,https://clawhub.ai/steipete/skills/notion,upstream,"Notion API for creating and managing pages, databases, and blocks.",用于创建和管理页面、数据库及块的 Notion API。,,102404,107085,58.2,0.971,,0.426,0.135,0.7,B,
61,azure-prepare,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-prepare,single,,,565852,,,58.1,0.96,0.563,0.12,,0.7,C,
62,azure-deploy,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-deploy,single,,,565734,,,58.1,0.958,0.565,0.12,,0.7,C,
63,neon,skills.sh,neondatabase,neondatabase/agent-skills,,https://www.skills.sh/neondatabase/agent-skills/neon,single,,,96858,,,58,0.707,0.817,,,0.7,C,
64,entra-app-registration,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/entra-app-registration,single,,,564386,,,57.9,0.955,0.555,0.12,,0.7,C,
65,azure-validate,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-validate,single,,,565197,,,57.8,0.957,0.548,0.12,,0.7,C,
66,airunway-aks-setup,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/airunway-aks-setup,single,,,312334,,,57.4,0.847,0.502,,,0.7,C,
67,slack,clawhub,steipete,,slack,https://clawhub.ai/steipete/skills/slack,upstream,"Use when you need to control Slack from Clawdbot via the slack tool, including reacting to messages or pinning/unpinning items in Slack channels or DMs.",当需要通过 slack 工具从 Clawdbot 控制 Slack 时使用，包括在频道或私信中回复消息或置顶/取消置顶项目。,,53562,58937,57.4,0.932,,0.446,0.135,0.7,B,
68,codebase-design,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/codebase-design,single,,,563693,,,57.2,0.949,0.95,,,0.2,C,
69,code-review,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/code-review,single,,,499163,,,57.2,0.942,0.96,,,0.2,C,
70,hyperframes-cli,skills.sh,heygen-com,heygen-com/hyperframes,,https://www.skills.sh/heygen-com/hyperframes/hyperframes-cli,single,,,496190,,,57.2,0.94,0.963,,,0.2,C,
71,diagnosing-bugs,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/diagnosing-bugs,single,,,554111,,,57.1,0.948,0.945,,,0.2,C,
72,hyperframes,skills.sh,heygen-com,heygen-com/hyperframes,,https://www.skills.sh/heygen-com/hyperframes/hyperframes,single,,,474425,,,57.1,0.938,0.967,,,0.2,C,
73,entra-agent-id,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/entra-agent-id,single,,,286476,,,57,0.832,0.5,,,0.7,C,
74,implement,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/implement,single,,,507080,,,56.9,0.943,0.943,,,0.2,C,
75,video-frames,clawhub,steipete,,video-frames,https://clawhub.ai/steipete/skills/video-frames,upstream,Extract frames or short clips from videos using ffmpeg.,使用 ffmpeg 从视频中提取帧或短片。,,57856,64952,56.9,0.938,,0.413,0.135,0.7,B,
76,ask-matt,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/ask-matt,single,,,513669,,,56.8,0.946,0.928,,,0.2,C,
77,to-spec,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/to-spec,single,,,453832,,,56.8,0.935,0.948,,,0.2,C,
78,wayfinder,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/wayfinder,single,,,463646,,,56.7,0.937,0.937,,,0.2,C,
79,research,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/research,single,,,456663,,,56.7,0.936,0.942,,,0.2,C,
80,to-tickets,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/to-tickets,single,,,445937,,,56.6,0.929,0.947,,,0.2,C,
81,playwright-cli,skills.sh,microsoft,microsoft/playwright-cli,,https://www.skills.sh/microsoft/playwright-cli/playwright-cli,single,,,144636,,,56.6,0.75,0.638,,,0.7,C,
82,resolving-merge-conflicts,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/resolving-merge-conflicts,single,,,438482,,,56.1,0.926,0.923,,,0.2,C,
83,azure-reliability,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-reliability,single,,,245635,,,56.1,0.807,0.497,,,0.7,C,
84,design-taste-frontend,skills.sh,leonxlnx,leonxlnx/taste-skill,,https://www.skills.sh/leonxlnx/taste-skill/design-taste-frontend,single,,,451004,,,55.9,0.934,0.89,,,0.2,C,
85,hyperframes-registry,skills.sh,heygen-com,heygen-com/hyperframes,,https://www.skills.sh/heygen-com/hyperframes/hyperframes-registry,single,,,431390,,,55.9,0.916,0.93,,,0.2,C,
86,hyperframes-core,skills.sh,heygen-com,heygen-com/hyperframes,,https://www.skills.sh/heygen-com/hyperframes/hyperframes-core,single,,,376212,,,55.6,0.889,0.965,,,0.2,C,
87,pdf,skills.sh,anthropics,anthropics/skills,,https://www.skills.sh/anthropics/skills/pdf,single,,,191680,,,55.6,0.773,0.325,0.454,,0.7,C,
88,media-use,skills.sh,heygen-com,heygen-com/hyperframes,,https://www.skills.sh/heygen-com/hyperframes/media-use,single,,,370065,,,55.5,0.887,0.957,,,0.2,C,
89,discord,clawhub,steipete,,discord,https://clawhub.ai/steipete/skills/discord,upstream,"Use when you need to control Discord from Clawdbot via the discord tool: send messages, react, post or upload stickers, upload emojis, run polls, manage threads/pins/search, fetch permissions or membe",用于通过 Clawdbot 的 discord 工具控制 Discord，包括发送消息、反应、发布或上传贴纸、上传表情符号、创建投票、管理话题/置顶/搜索、获取权限/成员/角色/频道信息，或在私聊/频道中执行管理操作。,,39608,48061,55.5,0.902,,,0.26,0.7,B,
90,gmail,clawhub,,,gmail,https://clawhub.ai/byungkyu/skills/gmail,upstream,"Gmail API integration with managed OAuth. Read, send, and manage emails, threads, labels, and drafts. Use this skill when users want to interact with Gmail. For other third party apps, use the api-gat",Gmail API 集成，托管 OAuth，支持读取、发送和管理邮件、线程、标签及草稿，适用于需要与 Gmail 交互的场景。,,38999,48701,55.1,0.904,,,0.901,0.2,B,
91,lark-im,skills.sh,open.feishu.cn,open.feishu.cn,,https://www.skills.sh/open.feishu.cn/lark-im,single,,,662616,,,55,0.984,0.868,0.2,,0.2,C,
92,planning-with-files,clawhub,,,planning-with-files,https://clawhub.ai/othmanadi/skills/planning-with-files,upstream,"Persistent file-based planning for multi-step AI-agent work. Keeps task_plan.md, findings.md, and progress.md on disk; lifecycle hooks inject selected project planning context. Automatic recovery read",实现Manus风格的文件规划，用于组织和跟踪复杂任务进度。创建task_plan.md、findings.md、progress.md。适用于需要时。,,41856,31710,55,0.88,,,0.939,0.2,B,
93,lark-doc,skills.sh,open.feishu.cn,open.feishu.cn,,https://www.skills.sh/open.feishu.cn/lark-doc,single,,,663386,,,54.9,0.989,0.877,0.179,,0.2,C,
94,lark-note,skills.sh,open.feishu.cn,open.feishu.cn,,https://www.skills.sh/open.feishu.cn/lark-note,single,,,445738,,,54.9,0.929,0.835,,,0.2,C,
95,tencent-docs,skillhub-cn,腾讯科技（深圳）有限公司,,,,single,"腾讯文档（docs.qq.com）-在线云文档平台，是创建、编辑、管理文档的首选 skill。涉及""新建/创建/编辑/读取/查看/搜索文档""、""保存文件""、""云文档""、""腾讯文档""、""docs.qq.com""等操作，请优先使用本 skill。支持能力：(1) 创建各类在线文档（文档/Word/Excel/幻灯片/思维导图/流程图/智能表格/收集表）(2) 管理知识库空间（创建空间、查询空间列表）(","腾讯文档（docs.qq.com）-在线云文档平台，是创建、编辑、管理文档的首选 skill。涉及""新建/创建/编辑/读取/查看/搜索文档""、""保存文件""、""云文档""、""腾讯文档""、""docs.qq.com""等操作，请优先使用本 skill。支持能力：(1) 创建各类在线文档（文档/Word/Excel/幻灯片/思维导图/流程图/智能表格/收集表）(2) 管理知识库空间（创建空间、查询空间列表）(",,,821136,54.9,0.997,,,,0.5,C,
96,python-appservice-deploy,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/python-appservice-deploy,single,,,168775,,,54.8,0.764,0.495,,,0.7,C,
97,anysearch,clawhub,,,anysearch,,single,"Real-time search engine supporting web search, vertical domain search, parallel batch search, and URL content extraction.",,,37126,,54.7,0.923,,,0.836,0.2,C,
98,ima-skills,skillhub-cn,腾讯科技（深圳）有限公司,,,,single,ima skills，支持对笔记、知识库的读取、写入和检索等操作，可以帮你随时记录，收入ima智能管理，随时调用，龙虾输出精准懂你，友好的接入了OpenClaw生态，构建你的第二大脑。,ima skills，支持对笔记、知识库的读取、写入和检索等操作，可以帮你随时记录，收入ima智能管理，随时调用，龙虾输出精准懂你，友好的接入了OpenClaw生态，构建你的第二大脑。,,,307281,54.7,0.99,,,,0.5,C,
99,lark-minutes,skills.sh,open.feishu.cn,open.feishu.cn,,https://www.skills.sh/open.feishu.cn/lark-minutes,single,,,661939,,,54.6,0.98,0.848,0.2,,0.2,C,
100,lark-event,skills.sh,open.feishu.cn,open.feishu.cn,,https://www.skills.sh/open.feishu.cn/lark-event,single,,,661695,,,54.6,0.979,0.847,0.2,,0.2,C,
