rank,skill,platform,vendor,source_skillssh,slug_clawhub,match,description,description_zh,first_seen_days,installs_skillssh,downloads_clawhub,downloads_skillhub_cn,pop_score
11,hebei-bid-analysis-shibo,skillhub-cn,,,,single,,河北省招投标分析【世舶科技】。需配置世舶科技 API Key 使用。当搜索词包含河北、河北省、冀、京津冀、石家庄、唐山、秦皇岛、邯郸、邢台、保定、雄安新区、京津冀协同发展区、曹妃甸区、北戴河新区、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖河北省范围内政府采购、公共资源交易、央国企招采、事业单位采购、学校医院采购、园区平台采购、企业采购和拟在建项目,4,,,31642,0.833
12,sbkj-ztb,skillhub-cn,世舶科技（武汉）有限公司,,,single,世舶科技提供全网招标、中标、采购与商机数据查询分析服务，覆盖招标公告、中标公告、政府采购、工程建设、企业采购、合同公告、变更公告、废标流标、拟在建项目、临期项目、即将到期项目等招投标信息场景。用户可通过世舶科技快速搜索标讯、订阅项目、挖掘潜在商机、预测采购需求、分析历史中标记录，并支持按地区、行业、采购单位、中标单位、标的物、项目金额、发布时间、开标时间等维度进行数据筛选与统计分析。 世舶科技适用,世舶科技提供全网招标、中标、采购与商机数据查询分析服务，覆盖招标公告、中标公告、政府采购、工程建设、企业采购、合同公告、变更公告、废标流标、拟在建项目、临期项目、即将到期项目等招投标信息场景。用户可通过世舶科技快速搜索标讯、订阅项目、挖掘潜在商机、预测采购需求、分析历史中标记录，并支持按地区、行业、采购单位、中标单位、标的物、项目金额、发布时间、开标时间等维度进行数据筛选与统计分析。 世舶科技适用,1,,,19828,0.71
13,beatra,skillhub-cn,乐萱同行科技（深圳）有限公司,,,single,通过同一个 AI 创作工具完成 AI 图片、视频、音乐与语音创作，编辑视觉成果，并集中查看和管理生成资产。Beatra 全能创作支持 AI 图片生成（文生图）、AI 视频生成（图生视频）和 AI 视频编辑，通过 AI 音乐生成把想法做成歌曲或纯音乐，也可用 AI 语音生成（文字转语音）、多语言旁白和 AI 语音克隆完成跨媒介内容。它是一款面向 AI 内容创作与多模态内容制作的 AI 创作套件，适用,通过同一个 AI 创作工具完成 AI 图片、视频、音乐与语音创作，编辑视觉成果，并集中查看和管理生成资产。Beatra 全能创作支持 AI 图片生成（文生图）、AI 视频生成（图生视频）和 AI 视频编辑，通过 AI 音乐生成把想法做成歌曲或纯音乐，也可用 AI 语音生成（文字转语音）、多语言旁白和 AI 语音克隆完成跨媒介内容。它是一款面向 AI 内容创作与多模态内容制作的 AI 创作套件，适用,1,,,16057,0.624
14,sbkj,skillhub-cn,世舶科技（武汉）有限公司,,,single,世舶科技提供全网招标、中标、采购与商机数据查询分析服务，覆盖招标公告、中标公告、政府采购、工程建设、企业采购、合同公告、变更公告、废标流标、拟在建项目、临期项目、即将到期项目等招投标信息场景。用户可通过世舶科技快速搜索标讯、订阅项目、挖掘潜在商机、预测采购需求、分析历史中标记录，并支持按地区、行业、采购单位、中标单位、标的物、项目金额、发布时间、开标时间等维度进行数据筛选与统计分析。 世舶科技适用,世舶科技提供全网招标、中标、采购与商机数据查询分析服务，覆盖招标公告、中标公告、政府采购、工程建设、企业采购、合同公告、变更公告、废标流标、拟在建项目、临期项目、即将到期项目等招投标信息场景。用户可通过世舶科技快速搜索标讯、订阅项目、挖掘潜在商机、预测采购需求、分析历史中标记录，并支持按地区、行业、采购单位、中标单位、标的物、项目金额、发布时间、开标时间等维度进行数据筛选与统计分析。 世舶科技适用,1,,,14702,0.588
15,live-commerce-script-studio,skillhub-cn,乐萱同行科技（深圳）有限公司,,,single,把一份排品清单，变成主播真的能在镜头前照着念的一整场直播脚本。这个直播带货脚本工作流会排出整场分钟级流程表，为每个主推品写出七步讲解话术，配一套涵盖开场、留人、互动、逼单、催单、收尾的十二类照念话术库，并对所有措辞做一遍合规检查；然后把主播和场控真正拿在手上的话术卡、倒计时卡渲染出来，再把那些靠语气而不是靠文字取胜的句子做成示范音。适合抖音、视频号、淘宝、快手、小红书的直播带货，也可以当成直播脚本,把一份排品清单，变成主播真的能在镜头前照着念的一整场直播脚本。这个直播带货脚本工作流会排出整场分钟级流程表，为每个主推品写出七步讲解话术，配一套涵盖开场、留人、互动、逼单、催单、收尾的十二类照念话术库，并对所有措辞做一遍合规检查；然后把主播和场控真正拿在手上的话术卡、倒计时卡渲染出来，再把那些靠语气而不是靠文字取胜的句子做成示范音。适合抖音、视频号、淘宝、快手、小红书的直播带货，也可以当成直播脚本,1,,,14201,0.566
16,image-to-video,skills.sh,genmedia-labs,genmedia-labs/skills,,single,,,1,36118,,,0.552
17,ai-video-generation,skills.sh,genmedia-labs,genmedia-labs/skills,,single,,,1,36116,,,0.551
18,ai-image-generation,skills.sh,genmedia-labs,genmedia-labs/skills,,single,,,1,36019,,,0.548
19,video-edit,skills.sh,genmedia-labs,genmedia-labs/skills,,single,,,1,35945,,,0.547
20,ai-music,skills.sh,genmedia-labs,genmedia-labs/skills,,single,,,1,35784,,,0.545
21,ai-toolbox,skillhub-cn,,,,single,,你的 AI 电商助手。竞品监控、爆款文案、客服话术、数据日报——一个 Skill 搞定开店全流程。,26,,,12858,0.516
22,reddit-automation,skills.sh,flowkit-labs,flowkit-labs/skills,,single,,,1,11228,,,0.516
23,1688-diagnosis,skillhub-cn,,,,single,1688店铺全面诊断报告生成。通过 Python 直连 1688 生意参谋 + 工作台 API 采集数据，生成覆盖店铺概况、流量诊断、商品诊断、客户诊断、服务体验、平台配置 7 大维度的 Markdown 诊断报告。当用户提到 1688 诊断、店铺诊断、1688 数据分析、诊断报告、店铺分析、1688 体检 时触发。,AI一键生成1688店铺多维度专业诊断报告，精准定位问题并给出可执行的优化建议。,19,,,12571,0.502
24,beatra-ai-video-studio,skillhub-cn,乐萱同行科技（深圳）有限公司,,,single,从一段镜头描述、一张图片、首尾帧、参考素材或已有视频出发，规划并制作短视频。Beatra AI 视频工作室支持文生视频、图生视频、参考生视频、首尾帧视频、AI 视频编辑和 AI 视频延长，覆盖产品视频、广告创意、社交短视频、AI 空镜素材、转场、揭示和电影感概念镜头。交付后检查动作、主体稳定性、运镜、连续性与发布场景；如果请求或结果包含音频，也一并检查音频，再决定最小有效的修改、延长或重新生成。,从一段镜头描述、一张图片、首尾帧、参考素材或已有视频出发，规划并制作短视频。Beatra AI 视频工作室支持文生视频、图生视频、参考生视频、首尾帧视频、AI 视频编辑和 AI 视频延长，覆盖产品视频、广告创意、社交短视频、AI 空镜素材、转场、揭示和电影感概念镜头。交付后检查动作、主体稳定性、运镜、连续性与发布场景；如果请求或结果包含音频，也一并检查音频，再决定最小有效的修改、延长或重新生成。,1,,,12090,0.482
25,construction-industry-bid-analysis-shibo,skillhub-cn,,,,single,建筑业招标采购分析【世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含建筑、工程、建设、施工、EPC、设计、监理、勘察、造价、市政、道路、桥梁、管网、园区、厂房、装饰装修等内容时触发，基于世舶科技全行业招投标数据 API，重点提取建设单位、施工/设计/监理中标方、预算/中标/合同金额，并分析业主客户、Top承包商体系、合同公告、拟在建项目和企业画像。,建筑业招标采购分析【世舶API：18986107388】。需配置世舶科技 API Key 使用。当搜索词包含建筑、工程、建设、施工、EPC、设计、监理、勘察、造价、市政、道路、桥梁、管网、园区、厂房、装饰装修等内容时触发，基于世舶科技全行业招投标数据 API，重点提取建设单位、施工/设计/监理中标方、预算/中标/合同金额，并分析业主客户、Top承包商体系、合同公告、拟在建项目和企业画像。,5,,,10819,0.402
26,alibabacloud-migration-mas-cloud-migration-survey,clawhub,sdk-team,,alibabacloud-migration-mas-cloud-migration-survey,single,当用户提供迁云调研材料（Excel/Word/文本/CSV文件）并要求生成结构化调研报告时，自动分析汇总并输出 .docx 文档。涵盖客户画像、架构现状、云产品映射、版本兼容性风险、迁移风险、待确认事项。支持 AWS/Azure/GCP/华为云/腾讯云/百度云/IDC 到阿里云的迁移评估。适用于阿里云迁云项目售前...,,27,,8062,,0.4
27,better-writing,skills.sh,jakubkrehel,jakubkrehel/skills,,single,,,1,310,,,0.397
28,momentic-mobile-test,skills.sh,momentic-ai,momentic-ai/skills,,single,,,1,228,,,0.378
29,momentic-explore-prompt,skills.sh,momentic-ai,momentic-ai/skills,,single,,,1,226,,,0.376
30,momentic-maintain,skills.sh,momentic-ai,momentic-ai/skills,,single,,,1,226,,,0.376
31,momentic-spec,skills.sh,momentic-ai,momentic-ai/skills,,single,,,1,226,,,0.376
32,sbkj-official-en,skillhub-cn,世舶科技（武汉）有限公司,,,single,招投标行业情报分析是世舶科技旗下保标招标网提供的招投标数据分析能力，支持按行业、地区、时间、项目分类、采购分类、项目金额等维度，对招标公告、中标公告、合同公告、政府采购、工程建设项目和企业采购数据进行统计分析，帮助用户快速了解招投标市场规模、采购趋势、区域分布、行业热度、客户结构和金额变化。 适用于行业研究、区域市场分析、招投标趋势分析、市场容量评估、客户结构分析、采购需求洞察、竞争格局判断和企业,招投标行业情报分析是世舶科技旗下保标招标网提供的招投标数据分析能力，支持按行业、地区、时间、项目分类、采购分类、项目金额等维度，对招标公告、中标公告、合同公告、政府采购、工程建设项目和企业采购数据进行统计分析，帮助用户快速了解招投标市场规模、采购趋势、区域分布、行业热度、客户结构和金额变化。 适用于行业研究、区域市场分析、招投标趋势分析、市场容量评估、客户结构分析、采购需求洞察、竞争格局判断和企业,1,,,10084,0.359
33,ci-security-scanning-with-strix,skills.sh,usestrix,usestrix/strix,,single,,,1,218,,,0.356
34,managed-pentesting-with-strix,skills.sh,usestrix,usestrix/strix,,single,,,1,212,,,0.354
35,prisma-next-migrations,skills.sh,prisma,prisma/prisma-next,,single,,,1,23,,,0.348
36,prisma-next-build,skills.sh,prisma,prisma/prisma-next,,single,,,1,23,,,0.348
37,prisma-next,skills.sh,prisma,prisma/prisma-next,,single,,,1,23,,,0.348
38,prisma-next-contract,skills.sh,prisma,prisma/prisma-next,,single,,,1,23,,,0.348
39,prisma-next-queries,skills.sh,prisma,prisma/prisma-next,,single,,,1,23,,,0.348
40,prisma-next-feedback,skills.sh,prisma,prisma/prisma-next,,single,,,1,23,,,0.348
41,prisma-next-migration-review,skills.sh,prisma,prisma/prisma-next,,single,,,1,23,,,0.348
42,prisma-next-quickstart,skills.sh,prisma,prisma/prisma-next,,single,,,1,23,,,0.348
43,prisma-next-runtime,skills.sh,prisma,prisma/prisma-next,,single,,,1,23,,,0.348
44,prisma-next-debug,skills.sh,prisma,prisma/prisma-next,,single,,,1,23,,,0.348
45,tiktok-shop-product-video-maker,skillhub-cn,乐萱同行科技（深圳）有限公司,,,single,使用 AI 将商品信息、产品图、卖点和英语或日语受众需求制作成 TikTok Shop 商品视频方案。生成开场钩子、可直接拍摄的脚本、镜头节拍、字幕提示、本地化标题、话题标签和适合商品页事实的行动引导，适用于商品展示、演示、开箱、测评和达人带货视频。,使用 AI 将商品信息、产品图、卖点和英语或日语受众需求制作成 TikTok Shop 商品视频方案。生成开场钩子、可直接拍摄的脚本、镜头节拍、字幕提示、本地化标题、话题标签和适合商品页事实的行动引导，适用于商品展示、演示、开箱、测评和达人带货视频。,1,,,9897,0.347
46,fusion-code-conventions,skills.sh,equinor,equinor/fusion-skills,,single,,,1,15,,,0.344
47,fusion-github-review-resolution,skills.sh,equinor,equinor/fusion-skills,,single,,,1,14,,,0.343
48,fusion-dependency-review,skills.sh,equinor,equinor/fusion-skills,,single,,,1,14,,,0.343
49,fusion-issue-authoring,skills.sh,equinor,equinor/fusion-skills,,single,,,1,13,,,0.342
50,fusion,skills.sh,equinor,equinor/fusion-skills,,single,,,1,12,,,0.341
51,i-have-adhd,skills.sh,ayghri,ayghri/i-have-adhd,,single,,,1,11,,,0.34
52,fusion-issue-solving,skills.sh,equinor,equinor/fusion-skills,,single,,,1,10,,,0.331
53,fusion-devtools,skills.sh,equinor,equinor/fusion-skills,,single,,,1,10,,,0.331
54,interface-review,skills.sh,jakubkrehel,jakubkrehel/skills,,single,,,1,10,,,0.331
55,huawei-cloud-terraform-generator,skills.sh,huaweicloud,huaweicloud/huaweicloud-skills,,single,,,1,10,,,0.331
56,huawei-cloud-monitoring-query,skills.sh,huaweicloud,huaweicloud/huaweicloud-skills,,single,,,1,10,,,0.331
57,huawei-cloud-terraform-installer,skills.sh,huaweicloud,huaweicloud/huaweicloud-skills,,single,,,1,10,,,0.331
58,huawei-cloud-obs-bucket-create,skills.sh,huaweicloud,huaweicloud/huaweicloud-skills,,single,,,1,10,,,0.331
59,huawei-cloud-obs-stats,skills.sh,huaweicloud,huaweicloud/huaweicloud-skills,,single,,,1,10,,,0.331
60,huawei-cloud-computing-query,skills.sh,huaweicloud,huaweicloud/huaweicloud-skills,,single,,,1,10,,,0.331
61,huawei-cloud-storage-query,skills.sh,huaweicloud,huaweicloud/huaweicloud-skills,,single,,,1,10,,,0.331
62,huawei-cloud-network-query,skills.sh,huaweicloud,huaweicloud/huaweicloud-skills,,single,,,1,10,,,0.331
63,huawei-cloud-functiongraph-function-create,skills.sh,huaweicloud,huaweicloud/huaweicloud-skills,,single,,,1,10,,,0.331
64,huawei-cloud-obs-website-host,skills.sh,huaweicloud,huaweicloud/huaweicloud-skills,,single,,,1,10,,,0.331
65,huawei-cloud-cci-instance-management,skills.sh,huaweicloud,huaweicloud/huaweicloud-skills,,single,,,1,10,,,0.331
66,huawei-cloud-find-skills,skills.sh,huaweicloud,huaweicloud/huaweicloud-skills,,single,,,1,10,,,0.331
67,huawei-cloud-billing-scout,skills.sh,huaweicloud,huaweicloud/huaweicloud-skills,,single,,,1,10,,,0.331
68,huawei-cloud-vod-collector,skills.sh,huaweicloud,huaweicloud/huaweicloud-skills,,single,,,1,10,,,0.331
69,huawei-cloud-iam-query,skills.sh,huaweicloud,huaweicloud/huaweicloud-skills,,single,,,1,10,,,0.331
70,huawei-cloud-functiongraph-trigger-create,skills.sh,huaweicloud,huaweicloud/huaweicloud-skills,,single,,,1,10,,,0.331
71,huawei-cloud-obs-upload,skills.sh,huaweicloud,huaweicloud/huaweicloud-skills,,single,,,1,10,,,0.331
72,feature-sliced-design,skills.sh,feature-sliced,feature-sliced/skills,,single,,,1,10,,,0.331
73,fusion-skills,skills.sh,equinor,equinor/fusion-skills,,single,,,1,8,,,0.321
74,fusion-skill-authoring,skills.sh,equinor,equinor/fusion-skills,,single,,,1,8,,,0.321
75,fusion-mcp,skills.sh,equinor,equinor/fusion-skills,,single,,,1,8,,,0.321
76,mastra,skills.sh,mastra-ai,mastra-ai/skills,,single,,,1,8,,,0.321
77,fusion-infra-cli,skills.sh,equinor,equinor/fusion-skills,,single,,,1,7,,,0.317
78,fusion-pm-mcp,skills.sh,equinor,equinor/fusion-skills,,single,,,1,7,,,0.317
79,fusion-issue-task-planning,skills.sh,equinor,equinor/fusion-skills,,single,,,1,7,,,0.317
80,nx-workspace,skills.sh,nrwl,nrwl/nx-ai-agents-config,,single,,,1,7,,,0.317
81,write,skills.sh,tw93,tw93/waza,,single,,,1,7,,,0.317
82,fusion-design,skills.sh,equinor,equinor/fusion-skills,,single,,,1,6,,,0.309
83,fusion-roles-cli,skills.sh,equinor,equinor/fusion-skills,,single,,,1,6,,,0.309
84,fusion-developer-app,skills.sh,equinor,equinor/fusion-skills,,single,,,1,6,,,0.309
85,gh-issue-sync,skills.sh,mitsuhiko,mitsuhiko/gh-issue-sync,,single,,,1,6,,,0.309
86,argent-react-native-optimization,skills.sh,software-mansion,software-mansion/argent,,single,,,1,6,,,0.309
87,argent-android-emulator-setup,skills.sh,software-mansion,software-mansion/argent,,single,,,1,6,,,0.309
88,argent-device-interact,skills.sh,software-mansion,software-mansion/argent,,single,,,1,6,,,0.309
89,argent-metro-debugger,skills.sh,software-mansion,software-mansion/argent,,single,,,1,6,,,0.309
90,argent-react-native-app-workflow,skills.sh,software-mansion,software-mansion/argent,,single,,,1,6,,,0.309
91,argent-react-native-profiler,skills.sh,software-mansion,software-mansion/argent,,single,,,1,6,,,0.309
92,argent-create-flow,skills.sh,software-mansion,software-mansion/argent,,single,,,1,6,,,0.309
93,argent-native-profiler,skills.sh,software-mansion,software-mansion/argent,,single,,,1,6,,,0.309
94,argent-test-ui-flow,skills.sh,software-mansion,software-mansion/argent,,single,,,1,6,,,0.309
95,argent-ios-simulator-setup,skills.sh,software-mansion,software-mansion/argent,,single,,,1,6,,,0.309
96,angular-developer,skills.sh,angular,angular/skills,,single,,,1,6,,,0.309
97,fusion-package-scribe,skills.sh,equinor,equinor/fusion-skills,,single,,,1,5,,,0.293
98,fusion-rules,skills.sh,equinor,equinor/fusion-skills,,single,,,1,5,,,0.293
99,fusion-research,skills.sh,equinor,equinor/fusion-skills,,single,,,1,5,,,0.293
100,argent-tv-interact,skills.sh,software-mansion,software-mansion/argent,,single,,,1,5,,,0.293
