rank,skill,platform,vendor,source_skillssh,slug_clawhub,match,description,description_zh,installs_skillssh,trending_rank_skillssh,weekly_recent,weekly_prev,growth_pct,data_source
38,setup-matt-pocock-skills,skills.sh,mattpocock,mattpocock/skills,,single,,,639283,38,49250,61714,-20.2,skills.sh-trending
39,prototype,skills.sh,mattpocock,mattpocock/skills,,single,,,587460,39,48412,60846,-20.4,skills.sh-trending
40,implement,skills.sh,mattpocock,mattpocock/skills,,single,,,368571,40,45552,55168,-17.4,skills.sh-trending
41,teach,skills.sh,mattpocock,mattpocock/skills,,single,,,467343,41,44680,53989,-17.2,skills.sh-trending
42,ask-matt,skills.sh,mattpocock,mattpocock/skills,,single,,,376766,42,44321,55243,-19.8,skills.sh-trending
43,research,skills.sh,mattpocock,mattpocock/skills,,single,,,313957,43,45018,54803,-17.9,skills.sh-trending
44,prisma-client-api,skills.sh,prisma,prisma/skills,,single,,,188788,44,41584,43897,-5.3,skills.sh-trending
45,prisma-database-setup,skills.sh,prisma,prisma/skills,,single,,,189466,45,41540,43800,-5.2,skills.sh-trending
46,prisma-cli,skills.sh,prisma,prisma/skills,,single,,,186792,46,41486,43794,-5.3,skills.sh-trending
47,prisma-postgres,skills.sh,prisma,prisma/skills,,single,,,183152,47,41345,43650,-5.3,skills.sh-trending
48,prisma-postgres-setup,skills.sh,prisma,prisma/skills,,single,,,177610,48,41296,43568,-5.2,skills.sh-trending
49,prisma-upgrade-v7,skills.sh,prisma,prisma/skills,,single,,,178840,49,41220,43455,-5.1,skills.sh-trending
50,prisma-driver-adapter-implementation,skills.sh,prisma,prisma/skills,,single,,,178958,50,41229,43492,-5.2,skills.sh-trending
51,prisma-compute,skills.sh,prisma,prisma/skills,,single,,,174256,51,41201,43410,-5.1,skills.sh-trending
52,prisma-mongodb-upgrade,skills.sh,prisma,prisma/skills,,single,,,173051,52,41143,43366,-5.1,skills.sh-trending
53,agent-browser,skills.sh,vercel-labs,vercel-labs/agent-browser,,single,,,686729,53,36656,33224,10.3,skills.sh-trending
54,writing-for-agents,skills.sh,mattpocock,mattpocock/skills,,single,,,80706,54,42587,36269,17.4,skills.sh-trending
55,resolving-merge-conflicts,skills.sh,mattpocock,mattpocock/skills,,single,,,304634,55,42167,50799,-17,skills.sh-trending
56,wait-what,skills.sh,mattpocock,mattpocock/skills,,single,,,78454,56,42010,34647,,skills.sh-trending
57,wizard,skills.sh,mattpocock,mattpocock/skills,,single,,,190918,57,41317,42981,-3.9,skills.sh-trending
58,to-questionnaire,skills.sh,mattpocock,mattpocock/skills,,single,,,139407,58,40766,41844,-2.6,skills.sh-trending
59,hyperframes-animation,skills.sh,heygen-com,heygen-com/hyperframes,,single,,,274709,59,28486,27458,3.7,skills.sh-trending
60,hyperframes-keyframes,skills.sh,heygen-com,heygen-com/hyperframes,,single,,,190665,60,25398,21733,16.9,skills.sh-trending
61,agent-browser,skills.sh,skills-101,skills-101/superpowers,,single,,,4017,61,,,,skills.sh-trending
62,lark-apps,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,490320,62,31176,33728,-7.6,skills.sh-trending
63,lark-base,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,581604,63,31249,33798,-7.5,skills.sh-trending
64,lark-doc,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,581742,64,31236,33810,-7.6,skills.sh-trending
65,lark-drive,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,581361,65,31172,33779,-7.7,skills.sh-trending
66,lark-shared,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,581241,66,31157,33772,-7.7,skills.sh-trending
67,lark-wiki,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,580822,67,31136,33717,-7.7,skills.sh-trending
68,lark-calendar,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,581163,68,31126,33729,-7.7,skills.sh-trending
69,lark-minutes,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,580681,69,31100,33708,-7.7,skills.sh-trending
70,lark-sheets,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,580874,70,31121,33736,-7.8,skills.sh-trending
71,lark-im,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,581139,71,31136,33753,-7.8,skills.sh-trending
72,lark-task,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,580538,72,31072,33674,-7.7,skills.sh-trending
73,lark-slides,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,580429,73,31074,33681,-7.7,skills.sh-trending
74,lark-contact,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,580994,74,31057,33713,-7.9,skills.sh-trending
75,lark-approval,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,581602,75,31090,33745,-7.9,skills.sh-trending
76,lark-event,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,580714,76,31052,33712,-7.9,skills.sh-trending
77,lark-markdown,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,546380,77,31059,33693,-7.8,skills.sh-trending
78,lark-vc,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,580310,78,31060,33664,-7.7,skills.sh-trending
79,lark-whiteboard,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,580597,79,31069,33701,-7.8,skills.sh-trending
80,lark-openapi-explorer,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,580601,80,31037,33684,-7.9,skills.sh-trending
81,lark-note,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,364803,81,31051,33669,-7.8,skills.sh-trending
82,lark-okr,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,561236,82,31014,33627,-7.8,skills.sh-trending
83,lark-attendance,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,580708,83,31024,33674,-7.9,skills.sh-trending
84,lark-skill-maker,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,580362,84,31012,33673,-7.9,skills.sh-trending
85,lark-workflow-meeting-summary,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,580160,85,30994,33631,-7.8,skills.sh-trending
86,lark-mail,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,580540,86,31034,33671,-7.8,skills.sh-trending
87,lark-vc-agent,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,525005,87,31027,33626,-7.7,skills.sh-trending
88,lark-workflow-standup-report,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,580149,88,31001,33648,-7.9,skills.sh-trending
89,hyperframes-audio,skills.sh,heygen-com,heygen-com/hyperframes,,single,,,3736,89,,,,skills.sh-trending
90,hyperframes,skills.sh,heygen-com,heygen-com/hyperframes,,single,,,380962,90,34140,27453,24.4,skills.sh-trending
91,hyperframes-cli,skills.sh,heygen-com,heygen-com/hyperframes,,single,,,391917,91,38236,28363,34.8,skills.sh-trending
92,media-use,skills.sh,heygen-com,heygen-com/hyperframes,,single,,,275968,92,36304,33673,7.8,skills.sh-trending
93,hyperframes-registry,skills.sh,heygen-com,heygen-com/hyperframes,,single,,,346192,93,37717,21925,72,skills.sh-trending
94,orca-cli,skills.sh,stablyai,stablyai/orca,,single,,,139130,94,37267,17899,108.2,skills.sh-trending
95,design-taste-frontend,skills.sh,leonxlnx,leonxlnx/taste-skill,,single,,,367142,95,24487,26808,-8.7,skills.sh-trending
96,hyperframes-core,skills.sh,heygen-com,heygen-com/hyperframes,,single,,,276887,96,27491,26653,3.1,skills.sh-trending
97,frontend-design,skills.sh,anthropics,anthropics/skills,,single,,,784427,97,24760,25773,-3.9,skills.sh-trending
98,web-search,skills.sh,skills-101,skills-101/superpowers,,single,,,2700,98,,,,skills.sh-trending
99,infsh-cli,skills.sh,skills-101,skills-101/superpowers,,single,,,2693,99,,,,skills.sh-trending
100,remotion-render,skills.sh,skills-101,skills-101/superpowers,,single,,,2692,100,,,,skills.sh-trending
