rank,skill,platform,vendor,source_skillssh,slug_clawhub,match,description,description_zh,installs_skillssh,downloads_clawhub,downloads_skillhub_cn,wis,popularity,momentum,buzz,maintenance,trust,coverage,anomaly
14,prisma-database-setup,skills.sh,prisma,prisma/skills,,single,,,189466,,,63.2,0.827,0.927,,,0.7,C,
15,prisma-client-api,skills.sh,prisma,prisma/skills,,single,,,188788,,,63.2,0.825,0.928,,,0.7,C,
16,improve-codebase-architecture,skills.sh,mattpocock,mattpocock/skills,,single,,,718883,,,63.1,0.996,0.957,0.519,,0.2,C,
17,azure-compute,skills.sh,microsoft,microsoft/azure-skills,,single,,,468737,,,63.1,0.954,0.667,,,0.7,C,
18,prisma-cli,skills.sh,prisma,prisma/skills,,single,,,186792,,,63.1,0.824,0.925,,,0.7,C,
19,azure-cloud-migrate,skills.sh,microsoft,microsoft/azure-skills,,single,,,458401,,,63,0.952,0.66,,,0.7,C,
20,supabase-postgres-best-practices,skills.sh,supabase,supabase/agent-skills,,single,,,351479,,,63,0.905,0.758,,,0.7,C,
21,prisma-postgres,skills.sh,prisma,prisma/skills,,single,,,183152,,,63,0.821,0.923,,,0.7,C,
22,prisma-driver-adapter-implementation,skills.sh,prisma,prisma/skills,,single,,,178958,,,62.8,0.818,0.918,,,0.7,C,
23,prisma-upgrade-v7,skills.sh,prisma,prisma/skills,,single,,,178840,,,62.8,0.817,0.92,,,0.7,C,
24,prisma-postgres-setup,skills.sh,prisma,prisma/skills,,single,,,177610,,,62.8,0.815,0.922,,,0.7,C,
25,prisma-compute,skills.sh,prisma,prisma/skills,,single,,,174256,,,62.7,0.814,0.917,,,0.7,C,
26,prisma-mongodb-upgrade,skills.sh,prisma,prisma/skills,,single,,,173051,,,62.5,0.808,0.915,,,0.7,C,
27,azure-quotas,skills.sh,microsoft,microsoft/azure-skills,,single,,,394989,,,62.3,0.92,0.678,,,0.7,C,
28,handoff,skills.sh,mattpocock,mattpocock/skills,,single,,,603058,,,62,0.992,0.955,0.471,,0.2,C,
29,setup-matt-pocock-skills,skills.sh,mattpocock,mattpocock/skills,,single,,,639283,,,61.9,0.994,0.938,0.477,,0.2,C,
30,azure-upgrade,skills.sh,microsoft,microsoft/azure-skills,,single,,,387201,,,61.9,0.918,0.657,,,0.7,C,
31,azure-kubernetes,skills.sh,microsoft,microsoft/azure-skills,,single,,,354458,,,61.9,0.908,0.68,,,0.7,C,
32,tdd,skills.sh,mattpocock,mattpocock/skills,,single,,,694839,,,61.7,0.996,0.953,0.451,,0.2,C,
33,triage,skills.sh,mattpocock,mattpocock/skills,,single,,,599718,,,61.7,0.992,0.942,0.469,,0.2,C,
34,azure-enterprise-infra-planner,skills.sh,microsoft,microsoft/azure-skills,,single,,,361330,,,61.7,0.909,0.658,,,0.7,C,
35,supabase,skills.sh,supabase,supabase/agent-skills,,single,,,221611,,,61.6,0.848,0.777,,,0.7,C,
36,microsoft-foundry,skills.sh,microsoft,microsoft/azure-skills,,single,,,532966,,,61.5,0.97,0.71,0.165,,0.7,C,
37,prototype,skills.sh,mattpocock,mattpocock/skills,,single,,,587460,,,61.4,0.991,0.937,0.456,,0.2,C,
38,vercel-composition-patterns,skills.sh,vercel-labs,vercel-labs/agent-skills,,single,,,291841,,,61.3,0.876,0.698,,,0.7,C,
39,github,clawhub,steipete,,github,upstream,"Interact with GitHub using the `gh` CLI. Use `gh issue`, `gh pr`, `gh run`, and `gh api` for issues, PRs, CI runs, and advanced queries.",使用 `gh` CLI 与 GitHub 交互，通过 `gh issue`、`gh pr`、`gh run` 和 `gh api` 管理议题、PR、CI 运行及高级查询。,,195775,360864,61.3,0.995,,0.474,0.229,0.7,B,
40,azure-diagnostics,skills.sh,microsoft,microsoft/azure-skills,,single,,,527119,,,61.2,0.969,0.688,0.165,,0.7,C,
41,azure-deploy,skills.sh,microsoft,microsoft/azure-skills,,single,,,526764,,,61.2,0.967,0.69,0.165,,0.7,C,
42,azure-ai,skills.sh,microsoft,microsoft/azure-skills,,single,,,526841,,,61.1,0.968,0.682,0.165,,0.7,C,
43,azure-prepare,skills.sh,microsoft,microsoft/azure-skills,,single,,,526568,,,61.1,0.967,0.687,0.165,,0.7,C,
44,azure-validate,skills.sh,microsoft,microsoft/azure-skills,,single,,,526279,,,61,0.966,0.685,0.165,,0.7,C,
45,self-improving,clawhub,,,self-improving,upstream,"Self-reflection + Self-criticism + Self-learning + Self-organizing memory. Agent evaluates its own work, catches mistakes, and improves permanently. Use when...",自我反思+自我批评+自我学习+自组织记忆。智能体评估自身工作、发现错误并持续改进。,,207237,375917,61,0.996,,0.795,0.448,0.2,B,
46,azure-storage,skills.sh,microsoft,microsoft/azure-skills,,single,,,525779,,,60.9,0.965,0.675,0.165,,0.7,C,
47,azure-cost,skills.sh,microsoft,microsoft/azure-skills,,single,,,329698,,,60.9,0.888,0.653,,,0.7,C,
48,appinsights-instrumentation,skills.sh,microsoft,microsoft/azure-skills,,single,,,525291,,,60.8,0.963,0.677,0.165,,0.7,C,
49,azure-compliance,skills.sh,microsoft,microsoft/azure-skills,,single,,,525149,,,60.8,0.962,0.673,0.165,,0.7,C,
50,entra-app-registration,skills.sh,microsoft,microsoft/azure-skills,,single,,,525522,,,60.7,0.964,0.663,0.165,,0.7,C,
51,azure-resource-lookup,skills.sh,microsoft,microsoft/azure-skills,,single,,,525204,,,60.7,0.963,0.668,0.165,,0.7,C,
52,azure-aigateway,skills.sh,microsoft,microsoft/azure-skills,,single,,,525007,,,60.7,0.961,0.67,0.165,,0.7,C,
53,airunway-aks-setup,skills.sh,microsoft,microsoft/azure-skills,,single,,,273861,,,60.5,0.872,0.655,,,0.7,C,
54,entra-agent-id,skills.sh,microsoft,microsoft/azure-skills,,single,,,248039,,,60.1,0.86,0.652,,,0.7,C,
55,obsidian,clawhub,steipete,,obsidian,upstream,Work with Obsidian vaults (plain Markdown notes) and automate via obsidian-cli.,操作 Obsidian 仓库（纯 Markdown 笔记）并通过 obsidian-cli 自动化。,,107609,118372,59.4,0.977,,0.451,0.172,0.7,B,
56,nano-banana-pro,clawhub,steipete,,nano-banana-pro,upstream,Generate/edit images with Nano Banana Pro (Gemini 3 Pro Image). Use for image create/modify requests incl. edits. Supports text-to-image + image-to-image; 1K/2K/4K; use --input-image.,使用 Nano Banana Pro (Gemini 3 Pro Image) 生成或编辑图像。支持文生图、图生图及 1K/2K/4K 分辨率，适用于图像创建、修改及编辑请求，使用 --input-image 指定输入图像。,,106181,126892,59.4,0.979,,0.359,0.29,0.7,B,
57,azure-reliability,skills.sh,microsoft,microsoft/azure-skills,,single,,,207271,,,59.3,0.835,0.65,,,0.7,C,
58,weather,clawhub,steipete,,weather,upstream,Get current weather and forecasts (no API key required).,获取当前天气和预报（无需API密钥）,,166987,240805,59.1,0.99,,0.424,0.16,0.7,B,
59,neon-postgres,skills.sh,neondatabase,neondatabase/agent-skills,,single,,,93024,,,59,0.756,0.785,,,0.7,C,
60,notion,clawhub,steipete,,notion,upstream,"Notion API for creating and managing pages, databases, and blocks.",用于创建和管理页面、数据库及块的 Notion API。,,101008,102899,58.9,0.973,,0.439,0.16,0.7,B,
61,gog,clawhub,steipete,,gog,upstream,"Google Workspace CLI for Gmail, Calendar, Drive, Contacts, Sheets, and Docs.",Google Workspace 命令行工具，支持 Gmail、日历、云端硬盘、通讯录、表格和文档。,,191219,196192,58.7,0.989,,0.405,0.16,0.7,B,
62,brave-search,clawhub,steipete,,brave-search,upstream,"Web search and content extraction via Brave Search API. Use for searching documentation, facts, or any web content. Lightweight, no browser required.",通过 Brave Search API 进行网页搜索与内容提取。适用于搜索文档、事实或任何网页内容。轻量级，无需浏览器。,,61118,72647,58.4,0.954,,0.353,0.279,0.7,B,
63,slack,clawhub,steipete,,slack,upstream,"Use when you need to control Slack from Clawdbot via the slack tool, including reacting to messages or pinning/unpinning items in Slack channels or DMs.",当需要通过 slack 工具从 Clawdbot 控制 Slack 时使用，包括在频道或私信中回复消息或置顶/取消置顶项目。,,53193,55497,58,0.943,,0.443,0.16,0.7,B,
64,python-appservice-deploy,skills.sh,microsoft,microsoft/azure-skills,,single,,,130779,,,57.9,0.79,0.648,,,0.7,C,
65,lark-base,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,581604,,,57.7,0.989,0.897,0.302,,0.2,C,
66,playwright-cli,skills.sh,microsoft,microsoft/playwright-cli,,single,,,121967,,,57.6,0.782,0.642,,,0.7,C,
67,grilling,skills.sh,mattpocock,mattpocock/skills,,single,,,459328,,,57.5,0.953,0.96,,,0.2,C,
68,paper-context-resolver,skills.sh,lllllllama,lllllllama/rigorpilot-skills,,single,,,411286,,,57.5,0.944,0.978,,,0.2,C,
69,repo-intake-and-plan,skills.sh,lllllllama,lllllllama/rigorpilot-skills,,single,,,410596,,,57.3,0.942,0.972,,,0.2,C,
70,minimal-run-and-audit,skills.sh,lllllllama,lllllllama/rigorpilot-skills,,single,,,410521,,,57.3,0.941,0.973,,,0.2,C,
71,domain-modeling,skills.sh,mattpocock,mattpocock/skills,,single,,,421649,,,57.2,0.95,0.95,,,0.2,C,
72,env-and-assets-bootstrap,skills.sh,lllllllama,lllllllama/rigorpilot-skills,,single,,,410512,,,57.2,0.94,0.97,,,0.2,C,
73,api-gateway,clawhub,,,api-gateway,upstream,"Connect to external services through Maton-managed API routes. Use this skill only after the user names the target app, account, and task. Start with read/list calls when possible and follow the app-s",通过 Maton 管理的 API 路由连接外部服务；仅在用户指定目标应用、账户和任务后使用；以读取/列...,,85724,113992,57.2,0.969,,0.345,0.846,0.2,B,
74,teach,skills.sh,mattpocock,mattpocock/skills,,single,,,467343,,,57.1,0.954,0.933,,,0.2,C,
75,lark-apps,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,490320,,,56.7,0.957,0.898,,,0.2,C,
76,codebase-design,skills.sh,mattpocock,mattpocock/skills,,single,,,410134,,,56.7,0.938,0.94,,,0.2,C,
77,diagnosing-bugs,skills.sh,mattpocock,mattpocock/skills,,single,,,404206,,,56.6,0.929,0.947,,,0.2,C,
78,discord,clawhub,steipete,,discord,upstream,"Use when you need to control Discord from Clawdbot via the discord tool: send messages, react, post or upload stickers, upload emojis, run polls, manage threads/pins/search, fetch permissions or membe",用于通过 Clawdbot 的 discord 工具控制 Discord，包括发送消息、反应、发布或上传贴纸、上传表情符号、创建投票、管理话题/置顶/搜索、获取权限/成员/角色/频道信息，或在私聊/频道中执行管理操作。,,39412,44519,56.3,0.915,,,0.29,0.7,B,
79,openai-whisper,clawhub,steipete,,openai-whisper,upstream,Local speech-to-text with the Whisper CLI (no API key).,使用 Whisper CLI 进行本地语音转文字（无需 API 密钥）,,87161,102662,56.2,0.969,,0.314,0.16,0.7,B,
80,anti-ui-slop,skills.sh,uizze.com,uizze.com,,single,,,336509,,,56.1,0.891,0.993,,,0.2,C,
81,ask-matt,skills.sh,mattpocock,mattpocock/skills,,single,,,376766,,,55.9,0.915,0.932,,,0.2,C,
82,implement,skills.sh,mattpocock,mattpocock/skills,,single,,,368571,,,55.9,0.914,0.935,,,0.2,C,
83,code-review,skills.sh,mattpocock,mattpocock/skills,,single,,,346208,,,55.9,0.903,0.952,,,0.2,C,
84,vercel-react-native-skills,skills.sh,vercel-labs,vercel-labs/agent-skills,,single,,,188828,,,55.7,0.826,0.43,,,0.7,C,
85,getnote,clawhub,,,getnote,upstream,通过官方 getnote CLI 连接得到大脑，完成浏览器授权、连接诊断、CLI 升级，以及保存、查询、搜索、整理和管理用户的真实笔记。用户明确要求登录、诊断或升级，或要保存链接/图片、查找和查看笔记、整理知识库/文件夹、订阅博主、管理标签时使用；不会自行安装或更新 Skill。,得到大脑（Get笔记）- 保存、搜索、管理个人笔记和知识库。适用场景：① 保存内容（链接、图片、语音指令如「记一下」「存到笔记」「保存」「收藏」）；② 搜索查看笔记（「搜一下」「找找笔记」「最近存了什么」「看看原文」）；③ 管理知识库/标签（如「加到知…」）,,29078,36560,55.6,0.882,,,0.978,0.2,B,
86,ai-research-explore,skills.sh,lllllllama,lllllllama/rigorpilot-skills,,single,,,271535,,,55.3,0.87,0.98,,,0.2,C,
87,1password,clawhub,steipete,,1password,upstream,"Set up and use 1Password CLI (op). Use when installing the CLI, enabling desktop app integration, signing in (single or multi-account), or reading/injecting/running secrets via op.",设置和使用 1Password CLI (op)。适用于：安装 CLI、启用桌面应用集成、登录（单/多账户）、通过 op 读取/注入/运行密钥。,,33544,33015,55.3,0.887,,,0.279,0.7,B,
88,wayfinder,skills.sh,mattpocock,mattpocock/skills,,single,,,318078,,,55.2,0.885,0.943,,,0.2,C,
89,to-spec,skills.sh,mattpocock,mattpocock/skills,,single,,,304861,,,55.2,0.881,0.948,,,0.2,C,
90,analyze-project,skills.sh,lllllllama,lllllllama/rigorpilot-skills,,single,,,271439,,,55.2,0.869,0.975,,,0.2,C,
91,ai-research-reproduction,skills.sh,lllllllama,lllllllama/rigorpilot-skills,,single,,,271366,,,55.2,0.868,0.977,,,0.2,C,
92,pptx,skills.sh,anthropics,anthropics/skills,,single,,,202921,,,55.2,0.833,0.378,,,0.7,C,
93,markdown-converter,clawhub,steipete,,markdown-converter,upstream,"Convert documents and files to Markdown using markitdown. Use when converting PDF, Word (.docx), PowerPoint (.pptx), Excel (.xlsx, .xls), HTML, CSV, JSON, XML, images (with EXIF/OCR), audio (with tran","{""answer"":""使用 markitdown 将文档和文件转换为 Markdown。用于将 PDF、Word (.docx)、PowerPoint (.pptx)、Excel (.xlsx, .xls)、HTML、CSV、JSON、XML、图片（含 EXIF/OCR）、音频（含转录）、ZIP 压缩包、YouTube 链接或 EPub 转换为 Markdown 格式，以进行 LLM 处理或文本分",,47928,64277,55.2,0.943,,,0.16,0.7,B,
94,caveman,skills.sh,juliusbrussee,juliusbrussee/caveman,,single,,,438437,,,55.1,0.951,0.802,,,0.2,C,
95,research,skills.sh,mattpocock,mattpocock/skills,,single,,,313957,,,55,0.883,0.93,,,0.2,C,
96,to-tickets,skills.sh,mattpocock,mattpocock/skills,,single,,,298540,,,55,0.879,0.945,,,0.2,C,
97,explore-code,skills.sh,lllllllama,lllllllama/rigorpilot-skills,,single,,,271144,,,55,0.867,0.968,,,0.2,C,
98,safe-debug,skills.sh,lllllllama,lllllllama/rigorpilot-skills,,single,,,271061,,,55,0.867,0.967,,,0.2,C,
99,firebase-basics,skills.sh,firebase,firebase/agent-skills,,single,,,131860,,,55,0.792,0.453,,,0.7,C,
100,firebase-auth-basics,skills.sh,firebase,firebase/agent-skills,,single,,,130842,,,55,0.791,0.452,,,0.7,C,
