rank,skill,platform,vendor,source_skillssh,slug_clawhub,url,match,description,description_zh,installs_skillssh,downloads_clawhub,downloads_skillhub_cn,wis,popularity,momentum,buzz,maintenance,trust,coverage,anomaly
29,azure-quotas,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-quotas,single,,,457316,,,61.8,0.937,0.615,,,0.7,C,
30,remotion-best-practices,skills.sh,remotion-dev,remotion-dev/skills,,https://www.skills.sh/remotion-dev/skills/remotion-best-practices,single,,,530677,,,61.6,0.948,0.58,,,0.7,C,
31,azure-upgrade,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-upgrade,single,,,449427,,,61.6,0.932,0.612,,,0.7,C,
32,prisma-database-setup,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-database-setup,single,,,296917,,,61.4,0.858,0.745,,,0.7,C,
33,azure-enterprise-infra-planner,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-enterprise-infra-planner,single,,,423967,,,61.3,0.917,0.617,,,0.7,C,
34,prisma-client-api,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-client-api,single,,,296517,,,61.3,0.856,0.743,,,0.7,C,
35,prisma-cli,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-cli,single,,,294172,,,61.3,0.854,0.742,,,0.7,C,
36,trello,clawhub,steipete,,trello,https://clawhub.ai/steipete/skills/trello,upstream,"Manage Trello boards, lists, and cards via the Trello REST API.",使用 Trello REST API 管理看板、列表和卡片,,43610,51641,61.3,0.906,,,0.642,0.7,B,
37,prisma-postgres,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-postgres,single,,,289863,,,61.1,0.852,0.737,,,0.7,C,
38,handoff,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/handoff,single,,,830026,,,61,0.994,0.883,0.471,,0.2,C,
39,azure-kubernetes,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-kubernetes,single,,,416818,,,61,0.909,0.618,,,0.7,C,
40,prisma-postgres-setup,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-postgres-setup,single,,,284172,,,61,0.849,0.738,,,0.7,C,
41,azure-cost,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-cost,single,,,392047,,,60.8,0.904,0.613,,,0.7,C,
42,prisma-driver-adapter-implementation,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-driver-adapter-implementation,single,,,285017,,,60.8,0.851,0.718,,,0.7,C,
43,grilling,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/grilling,single,,,730614,,,60.7,0.992,0.908,0.441,,0.2,C,
44,prisma-upgrade-v7,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-upgrade-v7,single,,,284759,,,60.7,0.85,0.717,,,0.7,C,
45,tdd,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/tdd,single,,,927833,,,60.6,0.997,0.878,0.451,,0.2,C,
46,prisma-compute,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-compute,single,,,280046,,,60.6,0.845,0.713,,,0.7,C,
47,triage,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/triage,single,,,807895,,,60.5,0.993,0.857,0.469,,0.2,C,
48,prisma-mongodb-upgrade,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-mongodb-upgrade,single,,,278698,,,60.5,0.845,0.712,,,0.7,C,
49,supabase-postgres-best-practices,skills.sh,supabase,supabase/agent-skills,,https://www.skills.sh/supabase/agent-skills/supabase-postgres-best-practices,single,,,407146,,,60.3,0.907,0.573,,,0.7,C,
50,prototype,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/prototype,single,,,804108,,,60.2,0.992,0.867,0.446,,0.2,C,
51,github,clawhub,steipete,,github,https://clawhub.ai/steipete/skills/github,upstream,"Interact with GitHub using the `gh` CLI. Use `gh issue`, `gh pr`, `gh run`, and `gh api` for issues, PRs, CI runs, and advanced queries.",使用 `gh` CLI 与 GitHub 交互，通过 `gh issue`、`gh pr`、`gh run` 和 `gh api` 管理议题、PR、CI 运行及高级查询。,,198743,372862,60.1,0.993,,0.474,0.158,0.7,B,
52,api-gateway,clawhub,,,api-gateway,https://clawhub.ai/byungkyu/skills/api-gateway,upstream,"Call third-party APIs through the Maton gateway, which injects the credential for an app the user has already connected. Use this skill when the user names a connected app and a concrete action in it ",通过 Maton 管理的 API 路由连接外部服务；仅在用户指定目标应用、账户和任务后使用；以读取/列...,,86803,118517,60.1,0.963,,0.407,0.971,0.2,B,
53,teach,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/teach,single,,,676676,,,60,0.973,0.865,0.466,,0.2,C,
54,markdown-converter,clawhub,steipete,,markdown-converter,https://clawhub.ai/steipete/skills/markdown-converter,upstream,"Convert documents and files to Markdown using markitdown. Use when converting PDF, Word (.docx), PowerPoint (.pptx), Excel (.xlsx, .xls), HTML, CSV, JSON, XML, images (with EXIF/OCR), audio (with tran","{""answer"":""使用 markitdown 将文档和文件转换为 Markdown。用于将 PDF、Word (.docx)、PowerPoint (.pptx)、Excel (.xlsx, .xls)、HTML、CSV、JSON、XML、图片（含 EXIF/OCR）、音频（含转录）、ZIP 压缩包、YouTube 链接或 EPub 转换为 Markdown 格式，以进行 LLM 处理或文本分",,48996,82975,60,0.935,,0.576,0.125,0.7,B,
55,qmd,clawhub,steipete,,qmd,https://clawhub.ai/steipete/skills/qmd,upstream,Local search/indexing CLI (BM25 + vectors + rerank) with MCP mode.,本地搜索/索引命令行工具（BM25 + 向量 + 重新排序），支持 MCP 模式,,35616,34806,60,0.861,,,0.642,0.7,B,
56,airunway-aks-setup,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/airunway-aks-setup,single,,,335896,,,59.9,0.875,0.61,,,0.7,C,
57,neon-postgres,skills.sh,neondatabase,neondatabase/agent-skills,,https://www.skills.sh/neondatabase/agent-skills/neon-postgres,single,,,172553,,,59.8,0.798,0.76,,,0.7,C,
58,self-improving-agent,clawhub,,,self-improving-agent,https://clawhub.ai/pskoett/skills/self-improving-agent,upstream,"Captures learnings, errors, and corrections to enable continuous improvement. Use when: (1) A command or operation fails unexpectedly, (2) User corrects Claude ('No, that's wrong...', 'Actually...'), ",记录自身发现以实现自我改进的技能,,480054,1213330,59.8,0.999,,0.612,0.607,0.2,B,
59,multi-search-engine,skillhub-cn,成都智创未来教育管理合伙企业（有限合伙）,,,,single,"多搜索引擎集成,16引擎(7国内+9全球)。Multi search engine integration with 16 engines (7 CN + 9 Global)。核心能力: -","多搜索引擎集成,16引擎(7国内+9全球)。Multi search engine integration with 16 engines (7 CN + 9 Global)。核心能力: -",,,554505,59.8,0.992,,0.55,,0.5,C,
60,improve-codebase-architecture,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/improve-codebase-architecture,single,,,955457,,,59.6,0.997,0.88,0.398,,0.2,C,
61,azure-prepare,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-prepare,single,,,589833,,,59.6,0.965,0.65,0.12,,0.7,C,
62,vercel-composition-patterns,skills.sh,vercel-labs,vercel-labs/agent-skills,,https://www.skills.sh/vercel-labs/agent-skills/vercel-composition-patterns,single,,,344324,,,59.6,0.875,0.588,,,0.7,C,
63,azure-diagnostics,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-diagnostics,single,,,590268,,,59.5,0.966,0.643,0.12,,0.7,C,
64,entra-agent-id,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/entra-agent-id,single,,,310013,,,59.5,0.861,0.608,,,0.7,C,
65,domain-modeling,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/domain-modeling,single,,,660209,,,59.4,0.972,0.887,0.423,,0.2,C,
66,neon,skills.sh,neondatabase,neondatabase/agent-skills,,https://www.skills.sh/neondatabase/agent-skills/neon,single,,,126301,,,59.1,0.776,0.757,,,0.7,C,
67,azure-reliability,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-reliability,single,,,269152,,,58.9,0.842,0.607,,,0.7,C,
68,supabase,skills.sh,supabase,supabase/agent-skills,,https://www.skills.sh/supabase/agent-skills/supabase,single,,,281418,,,58.8,0.847,0.593,,,0.7,C,
69,obsidian,clawhub,steipete,,obsidian,https://clawhub.ai/steipete/skills/obsidian,single,Work with Obsidian vaults (plain Markdown notes) and automate via obsidian-cli.,,,109933,,58.8,0.986,,0.439,0.13,0.7,C,
70,brave-search,clawhub,steipete,,brave-search,https://clawhub.ai/steipete/skills/brave-search,upstream,"Web search and content extraction via Brave Search API. Use for searching documentation, facts, or any web content. Lightweight, no browser required.",通过 Brave Search API 进行网页搜索与内容提取。适用于搜索文档、事实或任何网页内容。轻量级，无需浏览器。,,61654,76197,58.3,0.94,,0.397,0.242,0.7,B,
71,notion,clawhub,steipete,,notion,https://clawhub.ai/steipete/skills/notion,upstream,"Notion API for creating and managing pages, databases, and blocks.",用于创建和管理页面、数据库及块的 Notion API。,,103036,108065,58,0.965,,0.434,0.125,0.7,B,
72,video-edit,skills.sh,genmedia-labs,genmedia-labs/skills,,https://www.skills.sh/genmedia-labs/skills/video-edit,single,,,554532,,,57.8,0.953,0.98,,,0.2,C,
73,ai-video-generation,skills.sh,genmedia-labs,genmedia-labs/skills,,https://www.skills.sh/genmedia-labs/skills/ai-video-generation,single,,,553586,,,57.8,0.952,0.982,,,0.2,C,
74,image-to-video,skills.sh,genmedia-labs,genmedia-labs/skills,,https://www.skills.sh/genmedia-labs/skills/image-to-video,single,,,553207,,,57.7,0.951,0.977,,,0.2,C,
75,ai-music,skills.sh,genmedia-labs,genmedia-labs/skills,,https://www.skills.sh/genmedia-labs/skills/ai-music,single,,,553733,,,57.6,0.952,0.972,,,0.2,C,
76,ai-image-generation,skills.sh,genmedia-labs,genmedia-labs/skills,,https://www.skills.sh/genmedia-labs/skills/ai-image-generation,single,,,552855,,,57.6,0.95,0.973,,,0.2,C,
77,reddit-automation,skills.sh,flowkit-labs,flowkit-labs/skills,,https://www.skills.sh/flowkit-labs/skills/reddit-automation,single,,,522186,,,57.6,0.945,0.983,,,0.2,C,
78,python-appservice-deploy,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/python-appservice-deploy,single,,,192146,,,57.6,0.8,0.605,,,0.7,C,
79,hyperframes,skills.sh,heygen-com,heygen-com/hyperframes,,https://www.skills.sh/heygen-com/hyperframes/hyperframes,single,,,573187,,,57.5,0.954,0.96,,,0.2,C,
80,hyperframes-cli,skills.sh,heygen-com,heygen-com/hyperframes,,https://www.skills.sh/heygen-com/hyperframes/hyperframes-cli,single,,,602550,,,57.3,0.968,0.967,0.264,,0.2,C,
81,hyperframes-registry,skills.sh,heygen-com,heygen-com/hyperframes,,https://www.skills.sh/heygen-com/hyperframes/hyperframes-registry,single,,,522934,,,57.2,0.946,0.957,,,0.2,C,
82,hyperframes-animation,skills.sh,heygen-com,heygen-com/hyperframes,,https://www.skills.sh/heygen-com/hyperframes/hyperframes-animation,single,,,465555,,,57.2,0.938,0.968,,,0.2,C,
83,hyperframes-core,skills.sh,heygen-com,heygen-com/hyperframes,,https://www.skills.sh/heygen-com/hyperframes/hyperframes-core,single,,,478845,,,57.1,0.939,0.963,,,0.2,C,
84,media-use,skills.sh,heygen-com,heygen-com/hyperframes,,https://www.skills.sh/heygen-com/hyperframes/media-use,single,,,475518,,,57.1,0.939,0.965,,,0.2,C,
85,diagnosing-bugs,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/diagnosing-bugs,single,,,627364,,,57,0.969,0.877,0.313,,0.2,C,
86,hyperframes-creative,skills.sh,heygen-com,heygen-com/hyperframes,,https://www.skills.sh/heygen-com/hyperframes/hyperframes-creative,single,,,445268,,,56.8,0.928,0.962,,,0.2,C,
87,code-review,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/code-review,single,,,577653,,,56.4,0.955,0.885,,,0.2,C,
88,azure-app-onboard,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-app-onboard,single,,,106336,,,56.4,0.763,0.598,,,0.7,C,
89,mcporter,clawhub,steipete,,mcporter,https://clawhub.ai/steipete/skills/mcporter,upstream,"Use the mcporter CLI to list, configure, auth, and call MCP servers/tools directly (HTTP or stdio), including ad-hoc servers, config edits, and CLI/type generation.",使用 mcporter CLI 直接列出、配置、认证及调用 MCP 服务器/工具（支持 HTTP 或 stdio），涵盖临时服务器、配置编辑及 CLI/类型生成功能。,,70176,78040,56.4,0.943,,0.384,0.13,0.7,B,
90,implement,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/implement,single,,,578925,,,56.3,0.956,0.873,,,0.2,C,
91,azure-app-onboard-prereq,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-app-onboard-prereq,single,,,106238,,,56.3,0.762,0.597,,,0.7,C,
92,ask-matt,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/ask-matt,single,,,580626,,,56.1,0.957,0.858,,,0.2,C,
93,to-spec,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/to-spec,single,,,527060,,,56,0.947,0.875,,,0.2,C,
94,wayfinder,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/wayfinder,single,,,532658,,,55.9,0.949,0.862,,,0.2,C,
95,research,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/research,single,,,527164,,,55.9,0.947,0.868,,,0.2,C,
96,to-tickets,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/to-tickets,single,,,517709,,,55.9,0.943,0.872,,,0.2,C,
97,resolving-merge-conflicts,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/resolving-merge-conflicts,single,,,506354,,,55.7,0.942,0.86,,,0.2,C,
98,setup-matt-pocock-skills,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/setup-matt-pocock-skills,single,,,856649,,,55.4,0.995,0.87,0.201,,0.2,C,
99,codebase-design,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/codebase-design,single,,,639384,,,55.4,0.97,0.882,0.231,,0.2,C,
100,playwright-cli,skills.sh,microsoft,microsoft/playwright-cli,,https://www.skills.sh/microsoft/playwright-cli/playwright-cli,single,,,158655,,,55.2,0.793,0.463,,,0.7,C,
