skill_key,query,hn_hits_7d,hn_raw_7d,bsky_hits_7d,bsky_raw_7d,gh_mentions_7d,x_mentions_7d,x_truncated,x_pages,x_engagement_7d,llm_filtered
baidu-search,"""baidu-search""",0,0,0,0,0,1,false,1,2,false
lark-contact,"""lark-contact""",0,0,0,0,0,0,false,1,0,false
word-docx,"""word-docx""",0,0,1,1,0,0,false,1,0,true
lark-minutes,"""lark-minutes""",0,0,0,0,0,1,false,1,0,false
sonoscli,"""sonoscli"" skill",0,0,0,0,0,0,false,1,0,false
lark-slides,"""lark-slides""",0,0,0,0,0,0,false,1,0,false
evolver,"""evolver"" skill",0,0,0,0,3,4,false,1,228,false
lark-mail,"""lark-mail""",0,0,0,0,0,,false,,,false
openai-whisper,"""openai-whisper""",0,0,2,5,0,,false,,,true
lark-event,"""lark-event""",0,0,0,0,0,,false,,,false
api-gateway,"""api-gateway""",0,5,53,69,1,,false,,,true
lark-task,"""lark-task""",0,0,0,0,0,,false,,,false
prismfy-search,"""prismfy-search""",0,0,0,0,0,,false,,,false
lark-whiteboard,"""lark-whiteboard""",0,0,0,0,0,,false,,,false
automation-workflows,"""automation-workflows""",0,0,34,37,1,,false,,,true
lark-attendance,"""lark-attendance""",0,0,0,0,0,,false,,,false
excel-xlsx,"""excel-xlsx""",0,0,1,2,0,,false,,,true
lark-openapi-explorer,"""lark-openapi-explorer""",0,0,0,0,0,,false,,,false
feishu-evolver-wrapper,"""feishu-evolver-wrapper""",0,0,0,0,0,,false,,,false
lark-vc,"""lark-vc""",0,0,0,0,0,,false,,,false
browser-use,"""browser-use""",2,7,15,19,2,,false,,,true
lark-skill-maker,"""lark-skill-maker""",0,0,0,0,0,,false,,,false
agent-phone-call,"""agent-phone-call""",0,0,0,0,0,,false,,,false
lark-workflow-meeting-summary,"""lark-workflow-meeting-summary""",0,0,0,0,0,,false,,,false
free-ride,"""free-ride""",0,3,0,156,0,,false,,,true
lark-workflow-standup-report,"""lark-workflow-standup-report""",0,0,0,0,0,,false,,,false
mcporter,"""mcporter"" skill",0,0,0,0,4,,false,,,false
lark-okr,"""lark-okr""",0,0,0,0,0,,false,,,false
elite-longterm-memory,"""elite-longterm-memory""",0,0,0,0,0,,false,,,false
teach,"""teach"" skill",18,34,6,69,125,,false,,,true
desktop-control,"""desktop-control""",0,0,1,2,1,,false,,,true
lark-markdown,"""lark-markdown""",0,0,0,0,0,,false,,,false
brave-search,"""brave-search""",0,6,14,24,1,,false,,,true
domain-modeling,"""domain-modeling""",0,0,1,1,9,,false,,,true
find-skills-skill,"""find-skills-skill""",0,0,0,0,119,,false,,,false
lark-vc-agent,"""lark-vc-agent""",0,0,0,0,0,,false,,,false
stock-analysis,"""stock-analysis""",0,0,229,260,1,,false,,,true
web-design-guidelines,"""web-design-guidelines""",0,0,0,0,7,,false,,,false
video-frames,"""video-frames""",0,2,1,9,0,,false,,,true
codebase-design,"""codebase-design""",0,0,1,1,3,,false,,,true
powerpoint-pptx,"""powerpoint-pptx""",0,0,0,0,0,,false,,,false
diagnosing-bugs,"""diagnosing-bugs""",0,0,0,0,4,,false,,,false
youtube-watcher,"""youtube-watcher""",0,0,0,1,0,,false,,,true
lark-apps,"""lark-apps""",0,0,0,0,1,,false,,,false
slack,"""slack"" skill",0,11,1,4,18,,false,,,true
microsoft-foundry,"""microsoft-foundry""",0,0,39,42,0,,false,,,true
himalaya,"""himalaya"" skill",0,0,0,0,1,,false,,,false
azure-diagnostics,"""azure-diagnostics""",0,0,0,0,0,,false,,,false
imap-smtp-email,"""imap-smtp-email""",0,0,0,0,0,,false,,,false
azure-prepare,"""azure-prepare""",0,0,0,0,0,,false,,,false
news-summary,"""news-summary""",0,0,46,60,0,,false,,,true
azure-ai,"""azure-ai""",0,1,29,33,3,,false,,,true
xiucheng-self-improving-agent,"""xiucheng-self-improving-agent""",0,0,0,0,0,,false,,,false
azure-deploy,"""azure-deploy""",0,0,0,0,1,,false,,,false
pdf,"""pdf"" skill",1,16,3,32,81,,false,,,true
azure-validate,"""azure-validate""",0,0,0,0,1,,false,,,false
markdown-converter,"""markdown-converter""",1,1,0,0,1,,false,,,true
