skill_key,query,hn_hits_7d,hn_raw_7d,bsky_hits_7d,bsky_raw_7d,gh_mentions_7d,x_mentions_7d,x_truncated,x_pages,x_engagement_7d,llm_filtered
lark-task,"""lark-task""",0,0,0,0,0,,false,,,false
automation-workflows,"""automation-workflows""",0,0,9,15,0,,false,,,true
lark-slides,"""lark-slides""",0,0,0,0,0,,false,,,false
excel-xlsx,"""excel-xlsx""",0,0,1,1,0,,false,,,true
lark-skill-maker,"""lark-skill-maker""",0,0,0,0,0,,false,,,false
browser-use,"""browser-use""",6,10,15,21,13,,false,,,true
lark-vc,"""lark-vc""",0,0,0,0,0,,false,,,false
agent-phone-call,"""agent-phone-call""",0,0,0,0,0,,false,,,false
lark-workflow-meeting-summary,"""lark-workflow-meeting-summary""",0,0,0,0,0,,false,,,false
feishu-evolver-wrapper,"""feishu-evolver-wrapper""",0,0,0,0,0,,false,,,false
lark-workflow-standup-report,"""lark-workflow-standup-report""",0,0,0,0,0,,false,,,false
free-ride,"""free-ride""",0,2,8,203,0,,false,,,true
lark-okr,"""lark-okr""",0,0,0,0,0,,false,,,false
mcporter,"""mcporter"" skill",0,0,0,0,0,,false,,,false
web-design-guidelines,"""web-design-guidelines""",0,0,1,1,5,,false,,,true
elite-longterm-memory,"""elite-longterm-memory""",0,0,0,0,0,,false,,,false
lark-markdown,"""lark-markdown""",0,0,0,0,0,,false,,,false
desktop-control,"""desktop-control""",0,1,3,3,2,,false,,,true
microsoft-foundry,"""microsoft-foundry""",0,0,34,47,0,,false,,,true
brave-search,"""brave-search""",0,6,136,170,3,,false,,,true
azure-diagnostics,"""azure-diagnostics""",0,0,0,0,0,,false,,,false
stock-analysis,"""stock-analysis""",0,0,156,186,5,,false,,,true
azure-ai,"""azure-ai""",0,0,37,42,0,,false,,,true
find-skills-skill,"""find-skills-skill""",0,0,0,0,96,,false,,,false
azure-deploy,"""azure-deploy""",0,0,0,1,0,,false,,,true
video-frames,"""video-frames""",0,0,4,7,0,,false,,,true
azure-prepare,"""azure-prepare""",0,0,0,0,0,,false,,,false
youtube-watcher,"""youtube-watcher""",0,0,0,0,0,,false,,,false
azure-validate,"""azure-validate""",0,0,0,0,0,,false,,,false
powerpoint-pptx,"""powerpoint-pptx""",0,0,0,0,0,,false,,,false
azure-storage,"""azure-storage""",0,0,4,5,0,,false,,,true
slack,"""slack"" skill",0,8,2,3,21,,false,,,true
lark-vc-agent,"""lark-vc-agent""",0,0,0,0,0,,false,,,false
himalaya,"""himalaya"" skill",0,0,0,0,0,,false,,,false
entra-app-registration,"""entra-app-registration""",0,0,0,0,0,,false,,,false
imap-smtp-email,"""imap-smtp-email""",0,0,0,0,0,,false,,,false
appinsights-instrumentation,"""appinsights-instrumentation""",0,0,0,0,0,,false,,,false
news-summary,"""news-summary""",0,0,78,85,0,,false,,,true
azure-resource-lookup,"""azure-resource-lookup""",0,0,0,0,0,,false,,,false
xiucheng-self-improving-agent,"""xiucheng-self-improving-agent""",0,0,0,0,0,,false,,,false
azure-compliance,"""azure-compliance""",0,0,0,0,0,,false,,,false
atxp,"""atxp"" skill",0,0,0,0,0,,false,,,false
azure-aigateway,"""azure-aigateway""",0,0,0,0,0,,false,,,false
browser-automation,"""browser-automation""",1,8,19,30,4,,false,,,true
