rank,skill,platform,vendor,source_skillssh,slug_clawhub,match,description,description_zh,installs_skillssh,downloads_clawhub,downloads_skillhub_cn,wis,popularity,momentum,buzz,maintenance,trust,coverage,anomaly
50,azure-compliance,skills.sh,microsoft,microsoft/azure-skills,,single,,,531957,,,60.9,0.953,0.763,0.12,,0.7,C,
51,airunway-aks-setup,skills.sh,microsoft,microsoft/azure-skills,,single,,,280596,,,60.8,0.838,0.743,,,0.7,C,
52,azure-aigateway,skills.sh,microsoft,microsoft/azure-skills,,single,,,531808,,,60.7,0.952,0.753,0.12,,0.7,C,
53,entra-agent-id,skills.sh,microsoft,microsoft/azure-skills,,single,,,254758,,,60.5,0.83,0.742,,,0.7,C,
54,brave-search,clawhub,steipete,,brave-search,upstream,"Web search and content extraction via Brave Search API. Use for searching documentation, facts, or any web content. Lightweight, no browser required.",通过 Brave Search API 进行网页搜索与内容提取。适用于搜索文档、事实或任何网页内容。轻量级，无需浏览器。,,61178,75232,60,0.956,,0.437,0.274,0.7,B,
55,azure-reliability,skills.sh,microsoft,microsoft/azure-skills,,single,,,213984,,,59.5,0.798,0.74,,,0.7,C,
56,obsidian,clawhub,steipete,,obsidian,upstream,Work with Obsidian vaults (plain Markdown notes) and automate via obsidian-cli.,操作 Obsidian 仓库（纯 Markdown 笔记）并通过 obsidian-cli 自动化。,,107815,121576,59.3,0.98,,0.448,0.167,0.7,B,
57,vercel-composition-patterns,skills.sh,vercel-labs,vercel-labs/agent-skills,,single,,,296227,,,59.2,0.843,0.627,,,0.7,C,
58,supabase,skills.sh,supabase,supabase/agent-skills,,single,,,227335,,,59.2,0.807,0.7,,,0.7,C,
59,weather,clawhub,steipete,,weather,upstream,Get current weather and forecasts (no API key required).,获取当前天气和预报（无需API密钥）,,167219,243625,59.1,0.99,,0.428,0.156,0.7,B,
60,notion,clawhub,steipete,,notion,upstream,"Notion API for creating and managing pages, databases, and blocks.",用于创建和管理页面、数据库及块的 Notion API。,,101211,106140,59,0.976,,0.443,0.156,0.7,B,
61,gog,clawhub,steipete,,gog,upstream,"Google Workspace CLI for Gmail, Calendar, Drive, Contacts, Sheets, and Docs.",Google Workspace 命令行工具，支持 Gmail、日历、云端硬盘、通讯录、表格和文档。,,191438,199610,58.4,0.991,,0.39,0.156,0.7,B,
62,api-gateway,clawhub,,,api-gateway,upstream,"Connect to external services through Maton-managed API routes. Use this skill only after the user names the target app, account, and task. Start with read/list calls when possible and follow the app-s",通过 Maton 管理的 API 路由连接外部服务；仅在用户指定目标应用、账户和任务后使用；以读取/列...,,85793,116675,58.4,0.971,,0.423,0.817,0.2,B,
63,slack,clawhub,steipete,,slack,upstream,"Use when you need to control Slack from Clawdbot via the slack tool, including reacting to messages or pinning/unpinning items in Slack channels or DMs.",当需要通过 slack 工具从 Clawdbot 控制 Slack 时使用，包括在频道或私信中回复消息或置顶/取消置顶项目。,,53289,58686,58.1,0.945,,0.448,0.156,0.7,B,
64,python-appservice-deploy,skills.sh,microsoft,microsoft/azure-skills,,single,,,137404,,,58,0.749,0.738,,,0.7,C,
65,grilling,skills.sh,mattpocock,mattpocock/skills,,single,,,487824,,,57.6,0.946,0.98,,,0.2,C,
66,openai-whisper,clawhub,steipete,,openai-whisper,upstream,Local speech-to-text with the Whisper CLI (no API key).,使用 Whisper CLI 进行本地语音转文字（无需 API 密钥）,,87285,105347,57.5,0.971,,0.373,0.156,0.7,B,
67,domain-modeling,skills.sh,mattpocock,mattpocock/skills,,single,,,447332,,,57.3,0.941,0.973,,,0.2,C,
68,paper-context-resolver,skills.sh,lllllllama,lllllllama/rigorpilot-skills,,single,,,438835,,,57.2,0.939,0.967,,,0.2,C,
69,teach,skills.sh,mattpocock,mattpocock/skills,,single,,,488250,,,57,0.947,0.938,,,0.2,C,
70,repo-intake-and-plan,skills.sh,lllllllama,lllllllama/rigorpilot-skills,,single,,,438132,,,57,0.938,0.957,,,0.2,C,
71,minimal-run-and-audit,skills.sh,lllllllama,lllllllama/rigorpilot-skills,,single,,,438058,,,57,0.937,0.958,,,0.2,C,
72,env-and-assets-bootstrap,skills.sh,lllllllama,lllllllama/rigorpilot-skills,,single,,,438045,,,57,0.936,0.96,,,0.2,C,
73,neon-postgres,skills.sh,neondatabase,neondatabase/agent-skills,,single,,,99063,,,56.9,0.715,0.73,,,0.7,C,
74,codebase-design,skills.sh,mattpocock,mattpocock/skills,,single,,,434426,,,56.8,0.934,0.952,,,0.2,C,
75,diagnosing-bugs,skills.sh,mattpocock,mattpocock/skills,,single,,,428635,,,56.7,0.933,0.95,,,0.2,C,
76,azure-rbac,skills.sh,microsoft,microsoft/azure-skills,,single,,,483487,,,56.6,0.944,0.252,,,0.7,C,
77,anti-ui-slop,skills.sh,uizze.com,uizze.com,,single,,,385052,,,56.3,0.896,0.993,,,0.2,C,
78,discord,clawhub,steipete,,discord,upstream,"Use when you need to control Discord from Clawdbot via the discord tool: send messages, react, post or upload stickers, upload emojis, run polls, manage threads/pins/search, fetch permissions or membe",用于通过 Clawdbot 的 discord 工具控制 Discord，包括发送消息、反应、发布或上传贴纸、上传表情符号、创建投票、管理话题/置顶/搜索、获取权限/成员/角色/频道信息，或在私聊/频道中执行管理操作。,,39426,47702,56.3,0.916,,,0.285,0.7,B,
79,lark-apps,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,503560,,,56,0.948,0.872,,,0.2,C,
80,lark-workflow-meeting-summary,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,593274,,,55.7,0.968,0.828,0.285,,0.2,C,
81,ask-matt,skills.sh,mattpocock,mattpocock/skills,,single,,,397212,,,55.6,0.901,0.937,,,0.2,C,
82,hyperframes-cli,skills.sh,heygen-com,heygen-com/hyperframes,,single,,,408304,,,55.5,0.913,0.903,,,0.2,C,
83,getnote,clawhub,,,getnote,upstream,通过官方 getnote CLI 连接得到大脑，完成浏览器授权、连接诊断、CLI 升级，以及保存、查询、搜索、整理和管理用户的真实笔记。用户明确要求登录、诊断或升级，或要保存链接/图片、查找和查看笔记、整理知识库/文件夹、订阅博主、管理标签时使用；不会自行安装或更新 Skill。,得到大脑（Get笔记）- 保存、搜索、管理个人笔记和知识库。适用场景：① 保存内容（链接、图片、语音指令如「记一下」「存到笔记」「保存」「收藏」）；② 搜索查看笔记（「搜一下」「找找笔记」「最近存了什么」「看看原文」）；③ 管理知识库/标签（如「加到知…」）,,29297,36906,55.5,0.884,,,0.966,0.2,B,
84,implement,skills.sh,mattpocock,mattpocock/skills,,single,,,388971,,,55.4,0.898,0.93,,,0.2,C,
85,planning-with-files,clawhub,,,planning-with-files,upstream,"Manus-style persistent file-based planning for AI coding agents: keeps task_plan.md, findings.md, and progress.md on disk so work survives context loss and /clear. Use when asked to plan out, break do",实现Manus风格的文件规划，用于组织和跟踪复杂任务进度。创建task_plan.md、findings.md、progress.md。适用于需要时。,,37078,30499,55.3,0.886,,,0.949,0.2,B,
86,code-review,skills.sh,mattpocock,mattpocock/skills,,single,,,368710,,,55.2,0.892,0.932,,,0.2,C,
87,1password,clawhub,steipete,,1password,upstream,"Set up and use 1Password CLI (op). Use when installing the CLI, enabling desktop app integration, signing in (single or multi-account), or reading/injecting/running secrets via op.",设置和使用 1Password CLI (op)。适用于：安装 CLI、启用桌面应用集成、登录（单/多账户）、通过 op 读取/注入/运行密钥。,,33615,33040,55.2,0.887,,,0.274,0.7,B,
88,nano-pdf,clawhub,steipete,,nano-pdf,upstream,Edit PDFs with natural-language instructions using the nano-pdf CLI.,使用nano-pdf CLI通过自然语言指令编辑PDF,,120238,128566,55,0.982,,0.234,0.156,0.7,B,
89,clawdhub,clawhub,steipete,,clawdhub,upstream,"Use the ClawdHub CLI to search, install, update, and publish agent skills from clawdhub.com. Use when you need to fetch new skills on the fly, sync installed skills to latest or a specific version, or","{""answer"":""使用 ClawdHub CLI 从 clawdhub.com 搜索、安装、更新及发布智能体技能。适用于即时获取新技能、同步至最新或指定版本，或通过 npm 安装的 CLI 发布技能文件夹。""}",,37701,46357,55,0.912,,,0.207,0.7,B,
90,lark-doc,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,594979,,,54.8,0.988,0.87,0.183,,0.2,C,
91,hyperframes,skills.sh,heygen-com,heygen-com/hyperframes,,single,,,395136,,,54.8,0.9,0.887,,,0.2,C,
92,tencent-docs,skillhub-cn,腾讯科技（深圳）有限公司,,,single,"腾讯文档（docs.qq.com）-在线云文档平台，是创建、编辑、管理文档的首选 skill。涉及""新建/创建/编辑/读取/查看/搜索文档""、""保存文件""、""云文档""、""腾讯文档""、""docs.qq.com""等操作，请优先使用本 skill。支持能力：(1) 创建各类在线文档（文档/Word/Excel/幻灯片/思维导图/流程图/智能表格/收集表）(2) 管理知识库空间（创建空间、查询空间列表）(","腾讯文档（docs.qq.com）-在线云文档平台，是创建、编辑、管理文档的首选 skill。涉及""新建/创建/编辑/读取/查看/搜索文档""、""保存文件""、""云文档""、""腾讯文档""、""docs.qq.com""等操作，请优先使用本 skill。支持能力：(1) 创建各类在线文档（文档/Word/Excel/幻灯片/思维导图/流程图/智能表格/收集表）(2) 管理知识库空间（创建空间、查询空间列表）(",,,363344,54.8,0.993,,,,0.5,C,
93,wayfinder,skills.sh,mattpocock,mattpocock/skills,,single,,,341739,,,54.7,0.866,0.945,,,0.2,C,
94,blogwatcher,clawhub,steipete,,blogwatcher,upstream,Monitor blogs and RSS/Atom feeds for updates using the blogwatcher CLI.,使用 blogwatcher CLI 监控博客和 RSS/Atom 订阅源的更新。,,44185,52689,54.7,0.93,,,0.156,0.7,B,
95,ima-skills,skillhub-cn,腾讯科技（深圳）有限公司,,,single,ima skills，支持对笔记、知识库的读取、写入和检索等操作，可以帮你随时记录，收入ima智能管理，随时调用，龙虾输出精准懂你，友好的接入了OpenClaw生态，构建你的第二大脑。,ima skills，支持对笔记、知识库的读取、写入和检索等操作，可以帮你随时记录，收入ima智能管理，随时调用，龙虾输出精准懂你，友好的接入了OpenClaw生态，构建你的第二大脑。,,,245393,54.7,0.989,,,,0.5,C,
96,lark-contact,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,594143,,,54.6,0.981,0.845,0.2,,0.2,C,
97,pptx,skills.sh,anthropics,anthropics/skills,,single,,,204891,,,54.6,0.791,0.422,,,0.7,C,
98,trello,clawhub,steipete,,trello,upstream,"Manage Trello boards, lists, and cards via the Trello REST API.",使用 Trello REST API 管理看板、列表和卡片,,43020,50957,54.6,0.927,,,0.156,0.7,B,
99,gemini,clawhub,steipete,,gemini,upstream,"Gemini CLI for one-shot Q&A, summaries, and generation.",Gemini CLI：一键问答、摘要与生成,,36685,61784,54.6,0.925,,,0.156,0.7,B,
100,lark-im,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,594319,,,54.5,0.982,0.858,0.183,,0.2,C,
