rank,skill,platform,vendor,source_skillssh,slug_clawhub,match,description,description_zh,verified_by,installs_skillssh,downloads_clawhub,downloads_skillhub_cn,pop_score
26,azure-resource-lookup,skills.sh,microsoft,microsoft/azure-skills,,single,,,skills.sh,537421,,,0.966
27,azure-compliance,skills.sh,microsoft,microsoft/azure-skills,,single,,,skills.sh,537378,,,0.965
28,azure-resource-visualizer,skills.sh,microsoft,microsoft/azure-skills,,single,,,skills.sh,537315,,,0.964
29,azure-aigateway,skills.sh,microsoft,microsoft/azure-skills,,single,,,skills.sh,537212,,,0.963
30,azure-kusto,skills.sh,microsoft,microsoft/azure-skills,,single,,,skills.sh,537136,,,0.963
31,azure-messaging,skills.sh,microsoft,microsoft/azure-skills,,single,,,skills.sh,526867,,,0.962
32,remotion-best-practices,skills.sh,remotion-dev,remotion-dev/skills,,single,,,skills.sh,490561,,,0.959
33,azure-rbac,skills.sh,microsoft,microsoft/azure-skills,,single,,,skills.sh,484388,,,0.958
34,azure-compute,skills.sh,microsoft,microsoft/azure-skills,,single,,,skills.sh,480926,,,0.958
35,mcporter,clawhub,steipete,,mcporter,upstream,"Use the mcporter CLI to list, configure, auth, and call MCP servers/tools directly (HTTP or stdio), including ad-hoc servers, config edits, and CLI/type generation.",使用 mcporter CLI 直接列出、配置、认证及调用 MCP 服务器/工具（支持 HTTP 或 stdio），涵盖临时服务器、配置编辑及 CLI/类型生成功能。,clawhub,,69223,77045,0.957
36,azure-cloud-migrate,skills.sh,microsoft,microsoft/azure-skills,,single,,,skills.sh,470813,,,0.956
37,brave-search,clawhub,steipete,,brave-search,upstream,"Web search and content extraction via Brave Search API. Use for searching documentation, facts, or any web content. Lightweight, no browser required.",通过 Brave Search API 进行网页搜索与内容提取。适用于搜索文档、事实或任何网页内容。轻量级，无需浏览器。,clawhub,,61226,75302,0.954
38,agently-mail,skillhub-cn,腾讯科技（深圳）有限公司,,,single,Agently Mail 是 QQ 邮箱团队为 Agent 打造的专属邮箱服务，与个人邮箱隔离，原生适配 Agent，助力你安全、高效地使用 Agent 收发邮件。 Agently Mail 支持微信登录授权、读取邮件、搜索邮件、发送邮件、回复、转发、移动到已删除、上传和下载附件。 Agently Mail 官网 https://agent.qq.com,Agently Mail 是 QQ 邮箱团队为 Agent 打造的专属邮箱服务，与个人邮箱隔离，原生适配 Agent，助力你安全、高效地使用 Agent 收发邮件。 Agently Mail 支持微信登录授权、读取邮件、搜索邮件、发送邮件、回复、转发、移动到已删除、上传和下载附件。 Agently Mail 官网 https://agent.qq.com,skillhub,,,84328,0.951
39,azure-hosted-copilot-sdk,skills.sh,microsoft,microsoft/azure-skills,,single,,,skills.sh,436723,,,0.95
40,multi-search-engine,skillhub-cn,成都智创未来教育管理合伙企业（有限合伙）,,,single,"多搜索引擎集成,16引擎(7国内+9全球)。Multi search engine integration with 16 engines (7 CN + 9 Global)。核心能力: -","多搜索引擎集成,16引擎(7国内+9全球)。Multi search engine integration with 16 engines (7 CN + 9 Global)。核心能力: -",skillhub,,,82653,0.95
41,video-frames,clawhub,steipete,,video-frames,upstream,Extract frames or short clips from videos using ffmpeg.,使用 ffmpeg 从视频中提取帧或短片。,clawhub,,56931,63979,0.948
42,markdown-converter,clawhub,steipete,,markdown-converter,upstream,"Convert documents and files to Markdown using markitdown. Use when converting PDF, Word (.docx), PowerPoint (.pptx), Excel (.xlsx, .xls), HTML, CSV, JSON, XML, images (with EXIF/OCR), audio (with tran","{""answer"":""使用 markitdown 将文档和文件转换为 Markdown。用于将 PDF、Word (.docx)、PowerPoint (.pptx)、Excel (.xlsx, .xls)、HTML、CSV、JSON、XML、图片（含 EXIF/OCR）、音频（含转录）、ZIP 压缩包、YouTube 链接或 EPub 转换为 Markdown 格式，以进行 LLM 处理或文本分",clawhub,,48088,67611,0.943
43,slack,clawhub,steipete,,slack,upstream,"Use when you need to control Slack from Clawdbot via the slack tool, including reacting to messages or pinning/unpinning items in Slack channels or DMs.",当需要通过 slack 工具从 Clawdbot 控制 Slack 时使用，包括在频道或私信中回复消息或置顶/取消置顶项目。,clawhub,,53322,58739,0.942
44,lingyi-wx-video-decomposer-plus,skillhub-cn,零一裂变（深圳）科技有限公司,,,single,【零一数科·出品】视频号爆款短视频拆解（付费版：全能）。一键拆解爆款，把一条视频号视频拆成结构分段、爆款归因、六维评分和可借鉴策略，照着学照着抄。支持视频号分享链接和本地视频，付费全能版远端分析，1–5 分钟出 Markdown 报告。,【零一数科·出品】视频号爆款短视频拆解（付费版：全能）。一键拆解爆款，把一条视频号视频拆成结构分段、爆款归因、六维评分和可借鉴策略，照着学照着抄。支持视频号分享链接和本地视频，付费全能版远端分析，1–5 分钟出 Markdown 报告。,skillhub,,,68463,0.936
45,azure-quotas,skills.sh,microsoft,microsoft/azure-skills,,single,,,skills.sh,407175,,,0.932
46,blogwatcher,clawhub,steipete,,blogwatcher,upstream,Monitor blogs and RSS/Atom feeds for updates using the blogwatcher CLI.,使用 blogwatcher CLI 监控博客和 RSS/Atom 订阅源的更新。,clawhub,,44215,52725,0.928
47,trello,clawhub,steipete,,trello,upstream,"Manage Trello boards, lists, and cards via the Trello REST API.",使用 Trello REST API 管理看板、列表和卡片,clawhub,,43080,50996,0.925
48,cloudbase,skillhub-cn,腾讯科技（深圳）有限公司,,,single,腾讯云 CloudBase 是面向 AI Coding 的后端一体化平台，内置数据库、存储、身份认证、云函数与云托管等服务，支持快速构建小程序、Web、移动 App、管理后台与 AI 应用。,腾讯云 CloudBase 是面向 AI Coding 的后端一体化平台，内置数据库、存储、身份认证、云函数与云托管等服务，支持快速构建小程序、Web、移动 App、管理后台与 AI 应用。,skillhub,,,60051,0.924
49,gemini,clawhub,steipete,,gemini,upstream,"Gemini CLI for one-shot Q&A, summaries, and generation.",Gemini CLI：一键问答、摘要与生成,clawhub,,36806,61898,0.924
50,azure-upgrade,skills.sh,microsoft,microsoft/azure-skills,,single,,,skills.sh,399338,,,0.924
51,azure-enterprise-infra-planner,skills.sh,microsoft,microsoft/azure-skills,,single,,,skills.sh,373473,,,0.919
52,azure-kubernetes,skills.sh,microsoft,microsoft/azure-skills,,single,,,skills.sh,366648,,,0.916
53,discord,clawhub,steipete,,discord,upstream,"Use when you need to control Discord from Clawdbot via the discord tool: send messages, react, post or upload stickers, upload emojis, run polls, manage threads/pins/search, fetch permissions or membe",用于通过 Clawdbot 的 discord 工具控制 Discord，包括发送消息、反应、发布或上传贴纸、上传表情符号、创建投票、管理话题/置顶/搜索、获取权限/成员/角色/频道信息，或在私聊/频道中执行管理操作。,clawhub,,39447,47753,0.915
54,supabase-postgres-best-practices,skills.sh,supabase,supabase/agent-skills,,single,,,skills.sh,363784,,,0.914
55,lingyi-wx-viral-script-generator,skillhub-cn,零一裂变（深圳）科技有限公司,,,single,【零一数科·出品】视频号爆款文案生成（体验版）。免费免登录出脚本，给创作目的、行业、受众、选题就按爆款结构（Hook-中段-CTA、节奏标签）产出口播脚本，信息不全也能按爆款潜质兜底。本地运行、无需 Key，零成本上手。,【零一数科·出品】视频号爆款文案生成（体验版）。免费免登录出脚本，给创作目的、行业、受众、选题就按爆款结构（Hook-中段-CTA、节奏标签）产出口播脚本，信息不全也能按爆款潜质兜底。本地运行、无需 Key，零成本上手。,skillhub,,,57227,0.914
56,model-usage,clawhub,steipete,,model-usage,upstream,"Use CodexBar CLI local cost usage to summarize per-model usage for Codex or Claude, including the current (most recent) model or a full model breakdown. Trigger when asked for model-level usage/cost d",使用 CodexBar CLI 本地成本功能汇总 Codex 或 Claude 的各模型用量，支持当前模型或全模型明细。当查询 CodexBar 模型级用量/成本数据或需要脚本化汇总时触发。,clawhub,,38878,47685,0.914
57,skill-creator,skills.sh,anthropics,anthropics/skills,,single,,,skills.sh,359489,,,0.913
58,clawdhub,clawhub,steipete,,clawdhub,upstream,"Use the ClawdHub CLI to search, install, update, and publish agent skills from clawdhub.com. Use when you need to fetch new skills on the fly, sync installed skills to latest or a specific version, or","{""answer"":""使用 ClawdHub CLI 从 clawdhub.com 搜索、安装、更新及发布智能体技能。适用于即时获取新技能、同步至最新或指定版本，或通过 npm 安装的 CLI 发布技能文件夹。""}",clawhub,,37712,46383,0.91
59,apple-notes,clawhub,steipete,,apple-notes,upstream,"Manage Apple Notes via the `memo` CLI on macOS (create, view, edit, delete, search, move, and export notes). Use when a user asks Clawdbot to add a note, list notes, search notes, or manage note folde",在 macOS 上通过 `memo` CLI 管理 Apple Notes（创建、查看、编辑、删除、搜索、移动和导出备忘录）。当用户请求添加、列出、搜索备忘录或管理文件夹时使用。,clawhub,,37226,37706,0.904
60,lingyi-wx-video-decomposer-exp,skillhub-cn,零一裂变（深圳）科技有限公司,,,single,【零一数科·出品】视频号爆款短视频拆解（免费版：需本地上传视频）。免费看视频拆爆款，把本地视频按视频号带货/流量逻辑拆成结构分段、脚本类型、爆款归因和六维评分报告，照着学照着抄。素材全程本地提取，不传视频不传帧，免登录免 Key；仅支持本地视频上传，暂不支持视频号链接。,【零一数科·出品】视频号爆款短视频拆解（免费版：需本地上传视频）。免费看视频拆爆款，把本地视频按视频号带货/流量逻辑拆成结构分段、脚本类型、爆款归因和六维评分报告，照着学照着抄。素材全程本地提取，不传视频不传帧，免登录免 Key；仅支持本地视频上传，暂不支持视频号链接。,skillhub,,,50157,0.898
61,azure-cost,skills.sh,microsoft,microsoft/azure-skills,,single,,,skills.sh,341884,,,0.898
62,sbkj-ztb,skillhub-cn,世舶科技（武汉）有限公司,,,single,世舶科技提供全网招标、中标、采购与商机数据查询分析服务，覆盖招标公告、中标公告、政府采购、工程建设、企业采购、合同公告、变更公告、废标流标、拟在建项目、临期项目、即将到期项目等招投标信息场景。用户可通过世舶科技快速搜索标讯、订阅项目、挖掘潜在商机、预测采购需求、分析历史中标记录，并支持按地区、行业、采购单位、中标单位、标的物、项目金额、发布时间、开标时间等维度进行数据筛选与统计分析。 世舶科技适用,世舶科技提供全网招标、中标、采购与商机数据查询分析服务，覆盖招标公告、中标公告、政府采购、工程建设、企业采购、合同公告、变更公告、废标流标、拟在建项目、临期项目、即将到期项目等招投标信息场景。用户可通过世舶科技快速搜索标讯、订阅项目、挖掘潜在商机、预测采购需求、分析历史中标记录，并支持按地区、行业、采购单位、中标单位、标的物、项目金额、发布时间、开标时间等维度进行数据筛选与统计分析。 世舶科技适用,skillhub,,,48411,0.893
63,qmd,clawhub,steipete,,qmd,upstream,Local search/indexing CLI (BM25 + vectors + rerank) with MCP mode.,本地搜索/索引命令行工具（BM25 + 向量 + 重新排序），支持 MCP 模式,clawhub,,35061,34516,0.89
64,1password,clawhub,steipete,,1password,upstream,"Set up and use 1Password CLI (op). Use when installing the CLI, enabling desktop app integration, signing in (single or multi-account), or reading/injecting/running secrets via op.",设置和使用 1Password CLI (op)。适用于：安装 CLI、启用桌面应用集成、登录（单/多账户）、通过 op 读取/注入/运行密钥。,clawhub,,33705,33062,0.884
65,sbkj,skillhub-cn,世舶科技（武汉）有限公司,,,single,世舶科技提供全网招标、中标、采购与商机数据查询分析服务，覆盖招标公告、中标公告、政府采购、工程建设、企业采购、合同公告、变更公告、废标流标、拟在建项目、临期项目、即将到期项目等招投标信息场景。用户可通过世舶科技快速搜索标讯、订阅项目、挖掘潜在商机、预测采购需求、分析历史中标记录，并支持按地区、行业、采购单位、中标单位、标的物、项目金额、发布时间、开标时间等维度进行数据筛选与统计分析。 世舶科技适用,世舶科技提供全网招标、中标、采购与商机数据查询分析服务，覆盖招标公告、中标公告、政府采购、工程建设、企业采购、合同公告、变更公告、废标流标、拟在建项目、临期项目、即将到期项目等招投标信息场景。用户可通过世舶科技快速搜索标讯、订阅项目、挖掘潜在商机、预测采购需求、分析历史中标记录，并支持按地区、行业、采购单位、中标单位、标的物、项目金额、发布时间、开标时间等维度进行数据筛选与统计分析。 世舶科技适用,skillhub,,,43727,0.883
66,vercel-composition-patterns,skills.sh,vercel-labs,vercel-labs/agent-skills,,single,,,skills.sh,300425,,,0.879
67,airunway-aks-setup,skills.sh,microsoft,microsoft/azure-skills,,single,,,skills.sh,285954,,,0.876
68,lingyi-content-quality-check,skillhub-cn,零一裂变（深圳）科技有限公司,,,single,【零一数科·出品】：爆款内容预检。发前先测会不会违规、能不能爆、人群买不买——把发布从赌运气变成心里有底。视频号/公众号文案一键过三关：① 敏感词+广告法违禁词合规检测，命中词直接给替换建议；② 模拟目标人群真实观看反应与评论区原声；③ 爆款概率预测，逐维度打分说清依据。合规要准、爆款看依据，发出去前帮你把最后一道关。触发词：内容质检、敏感词检测、广告法检测、违禁词扫描、发布前审核、爆款预测、人群,【零一数科·出品】：爆款内容预检。发前先测会不会违规、能不能爆、人群买不买——把发布从赌运气变成心里有底。视频号/公众号文案一键过三关：① 敏感词+广告法违禁词合规检测，命中词直接给替换建议；② 模拟目标人群真实观看反应与评论区原声；③ 爆款概率预测，逐维度打分说清依据。合规要准、爆款看依据，发出去前帮你把最后一道关。触发词：内容质检、敏感词检测、广告法检测、违禁词扫描、发布前审核、爆款预测、人群,skillhub,,,39408,0.875
69,tmux,clawhub,steipete,,tmux,upstream,Remote-control tmux sessions for interactive CLIs by sending keystrokes and scraping pane output.,通过发送按键并抓取面板输出，远程控制 tmux 会话，实现交互式命令行。,clawhub,,31816,31299,0.874
70,sbkj-official-en,skillhub-cn,世舶科技（武汉）有限公司,,,single,招投标行业情报分析是世舶科技旗下保标招标网提供的招投标数据分析能力，支持按行业、地区、时间、项目分类、采购分类、项目金额等维度，对招标公告、中标公告、合同公告、政府采购、工程建设项目和企业采购数据进行统计分析，帮助用户快速了解招投标市场规模、采购趋势、区域分布、行业热度、客户结构和金额变化。 适用于行业研究、区域市场分析、招投标趋势分析、市场容量评估、客户结构分析、采购需求洞察、竞争格局判断和企业,招投标行业情报分析是世舶科技旗下保标招标网提供的招投标数据分析能力，支持按行业、地区、时间、项目分类、采购分类、项目金额等维度，对招标公告、中标公告、合同公告、政府采购、工程建设项目和企业采购数据进行统计分析，帮助用户快速了解招投标市场规模、采购趋势、区域分布、行业热度、客户结构和金额变化。 适用于行业研究、区域市场分析、招投标趋势分析、市场容量评估、客户结构分析、采购需求洞察、竞争格局判断和企业,skillhub,,,38451,0.873
71,entra-agent-id,skills.sh,microsoft,microsoft/azure-skills,,single,,,skills.sh,260116,,,0.872
72,peekaboo,clawhub,steipete,,peekaboo,upstream,Capture and automate macOS UI with the Peekaboo CLI.,使用 Peekaboo CLI 捕获并自动化 macOS 界面。,clawhub,,31314,31346,0.871
73,apple-reminders,clawhub,steipete,,apple-reminders,upstream,"Manage Apple Reminders via the `remindctl` CLI on macOS (list, add, edit, complete, delete). Supports lists, date filters, and JSON/plain output.",通过 macOS 上的 `remindctl` CLI 管理 Apple 提醒事项（列出、添加、编辑、完成、删除），支持列表、日期筛选及 JSON/纯文本输出。,clawhub,,30905,30346,0.864
74,sbkj-official-sales,skillhub-cn,世舶科技（武汉）有限公司,,,single,销售线索发现与采购客户挖掘是世舶科技旗下保标招标网提供的招投标获客能力，支持从招标公告、采购意向、中标公告、合同公告、企业数据和历史采购记录中发现潜在采购客户，补充项目主体、采购单位、联系人、项目地区、采购内容、预算金额、中标供应商和跟进理由，帮助销售团队快速形成可跟进的销售线索清单。 适用于销售获客、采购线索挖掘、目标客户寻找、区域商机筛选、项目型销售拓客、渠道拓展和重点客户开发。用户可通过保标,销售线索发现与采购客户挖掘是世舶科技旗下保标招标网提供的招投标获客能力，支持从招标公告、采购意向、中标公告、合同公告、企业数据和历史采购记录中发现潜在采购客户，补充项目主体、采购单位、联系人、项目地区、采购内容、预算金额、中标供应商和跟进理由，帮助销售团队快速形成可跟进的销售线索清单。 适用于销售获客、采购线索挖掘、目标客户寻找、区域商机筛选、项目型销售拓客、渠道拓展和重点客户开发。用户可通过保标,skillhub,,,36364,0.863
75,supabase,skills.sh,supabase,supabase/agent-skills,,single,,,skills.sh,232871,,,0.859
76,lingyi-wx-video-script-creator-plus,skillhub-cn,零一裂变（深圳）科技有限公司,,,single,【零一数科·出品】视频号挂车爆单短视频脚本生成（付费版）。一条链接二创脚本，丢进爆款视频号链接即以此骨架改写成你的挂车脚本，或按方向/目的/商品原创多条口播脚本（含分段表、口播全文、六维质检评分），付费版远端生成。,【零一数科·出品】视频号挂车爆单短视频脚本生成（付费版）。一条链接二创脚本，丢进爆款视频号链接即以此骨架改写成你的挂车脚本，或按方向/目的/商品原创多条口播脚本（含分段表、口播全文、六维质检评分），付费版远端生成。,skillhub,,,35867,0.858
77,prisma-database-setup,skills.sh,prisma,prisma/skills,,single,,,skills.sh,223644,,,0.852
78,prisma-client-api,skills.sh,prisma,prisma/skills,,single,,,skills.sh,223034,,,0.851
79,openai-image-gen,clawhub,steipete,,openai-image-gen,upstream,Batch-generate images via OpenAI Images API. Random prompt sampler + `index.html` gallery.,通过 OpenAI Images API 批量生成图像。支持随机提示词采样，并提供 index.html 图库展示。,clawhub,,25899,30449,0.851
80,prisma-cli,skills.sh,prisma,prisma/skills,,single,,,skills.sh,220963,,,0.849
81,azure-reliability,skills.sh,microsoft,microsoft/azure-skills,,single,,,skills.sh,219332,,,0.848
82,prisma-postgres,skills.sh,prisma,prisma/skills,,single,,,skills.sh,217205,,,0.847
83,prisma-driver-adapter-implementation,skills.sh,prisma,prisma/skills,,single,,,skills.sh,212869,,,0.846
84,prisma-upgrade-v7,skills.sh,prisma,prisma/skills,,single,,,skills.sh,212740,,,0.845
85,prisma-postgres-setup,skills.sh,prisma,prisma/skills,,single,,,skills.sh,211620,,,0.844
86,sag,clawhub,steipete,,sag,upstream,ElevenLabs text-to-speech with mac-style say UX.,具有 Mac 风格 say 交互的 ElevenLabs 语音合成。,clawhub,,28526,28090,0.844
87,azure-cost-optimization,skills.sh,microsoft,microsoft/azure-skills,,single,,,skills.sh,209203,,,0.843
88,prisma-compute,skills.sh,prisma,prisma/skills,,single,,,skills.sh,208135,,,0.842
89,prisma-mongodb-upgrade,skills.sh,prisma,prisma/skills,,single,,,skills.sh,206886,,,0.84
90,pptx,skills.sh,anthropics,anthropics/skills,,single,,,skills.sh,206563,,,0.84
91,lingyi-copy-de-ai-human-eval,skillhub-cn,零一裂变（深圳）科技有限公司,,,single,【零一数科·出品】文案去AI味+真人点评（付费版）。把小红书/视频号/公众号/抖音文案改写得像真人写、消除 AI 痕迹降 AI 率，并模拟真实人群画像的读者逐段评估「哪里还像 AI、哪里不像人写」，给出人味打分与残留痕迹定位。别人只改不验，本品改完让真人评估把关。触发词：文案去AI味、社媒文案去AI、去AI味、降AI率、AI去痕、过AI检测、人味改写、真人评估、读者验收、真人试读。,【零一数科·出品】文案去AI味+真人点评（付费版）。把小红书/视频号/公众号/抖音文案改写得像真人写、消除 AI 痕迹降 AI 率，并模拟真实人群画像的读者逐段评估「哪里还像 AI、哪里不像人写」，给出人味打分与残留痕迹定位。别人只改不验，本品改完让真人评估把关。触发词：文案去AI味、社媒文案去AI、去AI味、降AI率、AI去痕、过AI检测、人味改写、真人评估、读者验收、真人试读。,skillhub,,,32030,0.837
92,spotify-player,clawhub,steipete,,spotify-player,upstream,Terminal Spotify playback/search via spogo (preferred) or spotify_player.,通过 spogo（首选）或 spotify_player 在终端进行 Spotify播放/搜索。,clawhub,,27875,27561,0.836
93,vercel-react-native-skills,skills.sh,vercel-labs,vercel-labs/agent-skills,,single,,,skills.sh,192708,,,0.834
94,openai-whisper-api,clawhub,steipete,,openai-whisper-api,upstream,Transcribe audio via OpenAI Audio Transcriptions API (Whisper).,使用 OpenAI 音频转录 API（Whisper）进行音频转录。,clawhub,,27383,27045,0.833
95,pdf,skills.sh,anthropics,anthropics/skills,,single,,,skills.sh,183098,,,0.827
96,docx,skills.sh,anthropics,anthropics/skills,,single,,,skills.sh,175650,,,0.825
97,xlsx,skills.sh,anthropics,anthropics/skills,,single,,,skills.sh,156608,,,0.817
98,python-appservice-deploy,skills.sh,microsoft,microsoft/azure-skills,,single,,,skills.sh,142709,,,0.814
99,webapp-testing,skills.sh,anthropics,anthropics/skills,,single,,,skills.sh,138963,,,0.814
100,firebase-basics,skills.sh,firebase,firebase/agent-skills,,single,,,skills.sh,136335,,,0.813
