rank,skill,platform,vendor,source_skillssh,slug_clawhub,match,description,description_zh,installs_skillssh,downloads_clawhub,downloads_skillhub_cn,wis,popularity,momentum,buzz,maintenance,trust,coverage,anomaly
27,tdd,skills.sh,mattpocock,mattpocock/skills,,single,,,743981,,,62.1,0.996,0.972,0.455,,0.2,C,
28,azure-aigateway,skills.sh,microsoft,microsoft/azure-skills,,single,,,537212,,,62.1,0.963,0.578,,,0.7,C,
29,azure-messaging,skills.sh,microsoft,microsoft/azure-skills,,single,,,526867,,,62.1,0.962,0.582,,,0.7,C,
30,azure-cloud-migrate,skills.sh,microsoft,microsoft/azure-skills,,single,,,470813,,,62.1,0.956,0.593,,,0.7,C,
31,triage,skills.sh,mattpocock,mattpocock/skills,,single,,,644386,,,62,0.992,0.952,0.471,,0.2,C,
32,microsoft-foundry,skills.sh,microsoft,microsoft/azure-skills,,single,,,545537,,,62,0.972,0.602,0.265,,0.7,C,
33,azure-kusto,skills.sh,microsoft,microsoft/azure-skills,,single,,,537136,,,62,0.963,0.575,,,0.7,C,
34,handoff,skills.sh,mattpocock,mattpocock/skills,,single,,,648783,,,61.9,0.993,0.962,0.461,,0.2,C,
35,improve-codebase-architecture,skills.sh,mattpocock,mattpocock/skills,,single,,,770223,,,61.8,0.997,0.975,0.439,,0.2,C,
36,prototype,skills.sh,mattpocock,mattpocock/skills,,single,,,633034,,,61.8,0.992,0.96,0.455,,0.2,C,
37,azure-compute,skills.sh,microsoft,microsoft/azure-skills,,single,,,480926,,,61.8,0.958,0.572,,,0.7,C,
38,neon-postgres,skills.sh,neondatabase,neondatabase/agent-skills,,single,,,105870,,,61.2,0.789,0.868,,,0.7,C,
39,nano-banana-pro,clawhub,steipete,,nano-banana-pro,upstream,Generate/edit images with Nano Banana Pro (Gemini 3 Pro Image). Use for image create/modify requests incl. edits. Supports text-to-image + image-to-image; 1K/2K/4K; use --input-image.,使用 Nano Banana Pro (Gemini 3 Pro Image) 生成或编辑图像。支持文生图、图生图及 1K/2K/4K 分辨率，适用于图像创建、修改及编辑请求，使用 --input-image 指定输入图像。,,106285,129987,61.2,0.98,,0.455,0.28,0.7,B,
40,vercel-composition-patterns,skills.sh,vercel-labs,vercel-labs/agent-skills,,single,,,300425,,,61.1,0.879,0.683,,,0.7,C,
41,azure-quotas,skills.sh,microsoft,microsoft/azure-skills,,single,,,407175,,,61,0.932,0.57,,,0.7,C,
42,github,clawhub,steipete,,github,upstream,"Interact with GitHub using the `gh` CLI. Use `gh issue`, `gh pr`, `gh run`, and `gh api` for issues, PRs, CI runs, and advanced queries.",使用 `gh` CLI 与 GitHub 交互，通过 `gh issue`、`gh pr`、`gh run` 和 `gh api` 管理议题、PR、CI 运行及高级查询。,,196296,365657,61,0.995,,0.474,0.212,0.7,B,
43,azure-upgrade,skills.sh,microsoft,microsoft/azure-skills,,single,,,399338,,,60.7,0.924,0.568,,,0.7,C,
44,azure-enterprise-infra-planner,skills.sh,microsoft,microsoft/azure-skills,,single,,,373473,,,60.6,0.919,0.567,,,0.7,C,
45,azure-kubernetes,skills.sh,microsoft,microsoft/azure-skills,,single,,,366648,,,60.6,0.916,0.573,,,0.7,C,
46,azure-cost,skills.sh,microsoft,microsoft/azure-skills,,single,,,341884,,,60.4,0.898,0.598,,,0.7,C,
47,brave-search,clawhub,steipete,,brave-search,upstream,"Web search and content extraction via Brave Search API. Use for searching documentation, facts, or any web content. Lightweight, no browser required.",通过 Brave Search API 进行网页搜索与内容提取。适用于搜索文档、事实或任何网页内容。轻量级，无需浏览器。,,61226,75302,59.7,0.954,,0.426,0.27,0.7,B,
48,airunway-aks-setup,skills.sh,microsoft,microsoft/azure-skills,,single,,,285954,,,59.2,0.876,0.563,,,0.7,C,
49,obsidian,clawhub,steipete,,obsidian,upstream,Work with Obsidian vaults (plain Markdown notes) and automate via obsidian-cli.,操作 Obsidian 仓库（纯 Markdown 笔记）并通过 obsidian-cli 自动化。,,108079,129955,59.2,0.981,,0.443,0.162,0.7,B,
50,entra-agent-id,skills.sh,microsoft,microsoft/azure-skills,,single,,,260116,,,59.1,0.872,0.565,,,0.7,C,
51,weather,clawhub,steipete,,weather,upstream,Get current weather and forecasts (no API key required).,获取当前天气和预报（无需API密钥）,,167548,243971,59.1,0.99,,0.433,0.152,0.7,B,
52,azure-diagnostics,skills.sh,microsoft,microsoft/azure-skills,,single,,,539638,,,59,0.971,0.6,0.12,,0.7,C,
53,azure-prepare,skills.sh,microsoft,microsoft/azure-skills,,single,,,539069,,,58.9,0.97,0.597,0.12,,0.7,C,
54,notion,clawhub,steipete,,notion,upstream,"Notion API for creating and managing pages, databases, and blocks.",用于创建和管理页面、数据库及块的 Notion API。,,101449,106226,58.9,0.975,,0.443,0.152,0.7,B,
55,azure-deploy,skills.sh,microsoft,microsoft/azure-skills,,single,,,539039,,,58.8,0.969,0.588,0.12,,0.7,C,
56,azure-validate,skills.sh,microsoft,microsoft/azure-skills,,single,,,538543,,,58.8,0.969,0.587,0.12,,0.7,C,
57,entra-app-registration,skills.sh,microsoft,microsoft/azure-skills,,single,,,537744,,,58.8,0.967,0.59,0.12,,0.7,C,
58,azure-resource-visualizer,skills.sh,microsoft,microsoft/azure-skills,,single,,,537315,,,58.8,0.964,0.595,0.12,,0.7,C,
59,playwright-cli,skills.sh,microsoft,microsoft/playwright-cli,,single,,,128084,,,58.8,0.805,0.68,,,0.7,C,
60,azure-compliance,skills.sh,microsoft,microsoft/azure-skills,,single,,,537378,,,58.7,0.965,0.592,0.12,,0.7,C,
61,azure-resource-lookup,skills.sh,microsoft,microsoft/azure-skills,,single,,,537421,,,58.6,0.966,0.58,0.12,,0.7,C,
62,appinsights-instrumentation,skills.sh,microsoft,microsoft/azure-skills,,single,,,537504,,,58.5,0.966,0.577,0.12,,0.7,C,
63,azure-reliability,skills.sh,microsoft,microsoft/azure-skills,,single,,,219332,,,58.4,0.848,0.562,,,0.7,C,
64,grilling,skills.sh,mattpocock,mattpocock/skills,,single,,,514805,,,58,0.961,0.978,,,0.2,C,
65,neon,skills.sh,neondatabase,neondatabase/agent-skills,,single,,,60754,,,58,0.708,0.818,,,0.7,C,
66,slack,clawhub,steipete,,slack,upstream,"Use when you need to control Slack from Clawdbot via the slack tool, including reacting to messages or pinning/unpinning items in Slack channels or DMs.",当需要通过 slack 工具从 Clawdbot 控制 Slack 时使用，包括在频道或私信中回复消息或置顶/取消置顶项目。,,53322,58739,58,0.942,,0.449,0.152,0.7,B,
67,anti-ui-slop,skills.sh,uizze.com,uizze.com,,single,,,436021,,,57.9,0.95,0.993,,,0.2,C,
68,domain-modeling,skills.sh,mattpocock,mattpocock/skills,,single,,,471431,,,57.8,0.957,0.973,,,0.2,C,
69,codebase-design,skills.sh,mattpocock,mattpocock/skills,,single,,,457886,,,57.7,0.955,0.97,,,0.2,C,
70,teach,skills.sh,mattpocock,mattpocock/skills,,single,,,509358,,,57.6,0.96,0.953,,,0.2,C,
71,diagnosing-bugs,skills.sh,mattpocock,mattpocock/skills,,single,,,451493,,,57.6,0.954,0.967,,,0.2,C,
72,vercel-react-native-skills,skills.sh,vercel-labs,vercel-labs/agent-skills,,single,,,192708,,,57.3,0.834,0.52,,,0.7,C,
73,python-appservice-deploy,skills.sh,microsoft,microsoft/azure-skills,,single,,,142709,,,57.3,0.814,0.56,,,0.7,C,
74,webapp-testing,skills.sh,anthropics,anthropics/skills,,single,,,138963,,,57.3,0.814,0.557,,,0.7,C,
75,ask-matt,skills.sh,mattpocock,mattpocock/skills,,single,,,417630,,,57.1,0.945,0.948,,,0.2,C,
76,implement,skills.sh,mattpocock,mattpocock/skills,,single,,,408964,,,56.8,0.934,0.95,,,0.2,C,
77,hyperframes-cli,skills.sh,heygen-com,heygen-com/hyperframes,,single,,,422213,,,56.7,0.949,0.913,,,0.2,C,
78,code-review,skills.sh,mattpocock,mattpocock/skills,,single,,,391480,,,56.7,0.923,0.968,,,0.2,C,
79,pptx,skills.sh,anthropics,anthropics/skills,,single,,,206563,,,56.6,0.84,0.463,,,0.7,C,
80,firebase-basics,skills.sh,firebase,firebase/agent-skills,,single,,,136335,,,56.6,0.813,0.512,,,0.7,C,
81,firebase-auth-basics,skills.sh,firebase,firebase/agent-skills,,single,,,135298,,,56.4,0.812,0.503,,,0.7,C,
82,wrangler,skills.sh,cloudflare,cloudflare/skills,,single,,,62968,,,56.4,0.717,0.695,,,0.7,C,
83,lark-apps,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,513735,,,56.2,0.961,0.858,,,0.2,C,
84,wayfinder,skills.sh,mattpocock,mattpocock/skills,,single,,,363722,,,56.2,0.914,0.955,,,0.2,C,
85,research,skills.sh,mattpocock,mattpocock/skills,,single,,,356713,,,56.2,0.912,0.958,,,0.2,C,
86,to-spec,skills.sh,mattpocock,mattpocock/skills,,single,,,350183,,,56.2,0.908,0.963,,,0.2,C,
87,firebase-hosting-basics,skills.sh,firebase,firebase/agent-skills,,single,,,131950,,,56.2,0.808,0.495,,,0.7,C,
88,firebase-app-hosting-basics,skills.sh,firebase,firebase/agent-skills,,single,,,131488,,,56.2,0.807,0.5,,,0.7,C,
89,discord,clawhub,steipete,,discord,upstream,"Use when you need to control Discord from Clawdbot via the discord tool: send messages, react, post or upload stickers, upload emojis, run polls, manage threads/pins/search, fetch permissions or membe",用于通过 Clawdbot 的 discord 工具控制 Discord，包括发送消息、反应、发布或上传贴纸、上传表情符号、创建投票、管理话题/置顶/搜索、获取权限/成员/角色/频道信息，或在私聊/频道中执行管理操作。,,39447,47753,56.2,0.915,,,0.28,0.7,B,
90,firebase-data-connect,skills.sh,firebase,firebase/agent-skills,,single,,,130731,,,56.1,0.806,0.498,,,0.7,C,
91,cloudflare,skills.sh,cloudflare,cloudflare/skills,,single,,,65291,,,56.1,0.723,0.662,,,0.7,C,
92,lark-workflow-meeting-summary,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,603345,,,56,0.976,0.845,0.279,,0.2,C,
93,ai-video-generation,skills.sh,skills-101,skills-101/superpowers,,single,,,301972,,,56,0.882,1,,,0.2,C,
94,hyperframes,skills.sh,heygen-com,heygen-com/hyperframes,,single,,,407410,,,55.9,0.932,0.893,,,0.2,C,
95,ai-image-generation,skills.sh,skills-101,skills-101/superpowers,,single,,,301729,,,55.9,0.881,0.997,,,0.2,C,
96,twitter-automation,skills.sh,skills-101,skills-101/superpowers,,single,,,301548,,,55.9,0.88,0.998,,,0.2,C,
97,to-tickets,skills.sh,mattpocock,mattpocock/skills,,single,,,344195,,,55.8,0.898,0.957,,,0.2,C,
98,ai-avatar-video,skills.sh,skills-101,skills-101/superpowers,,single,,,301655,,,55.8,0.88,0.995,,,0.2,C,
99,vercel-react-view-transitions,skills.sh,vercel-labs,vercel-labs/agent-skills,,single,,,103082,,,55.8,0.785,0.515,,,0.7,C,
100,firebase-security-rules-auditor,skills.sh,firebase,firebase/agent-skills,,single,,,99199,,,55.7,0.782,0.513,,,0.7,C,
