skill_key,query,hn_hits_7d,hn_raw_7d,bsky_hits_7d,bsky_raw_7d,gh_mentions_7d,x_mentions_7d,x_truncated,x_pages,x_engagement_7d,llm_filtered
lark-slides,"""lark-slides""",0,0,0,0,0,,false,,,false
openai-whisper,"""openai-whisper""",0,0,2,2,0,,false,,,true
lark-whiteboard,"""lark-whiteboard""",0,0,0,0,0,,false,,,false
api-gateway,"""api-gateway""",0,7,34,47,3,,false,,,true
lark-mail,"""lark-mail""",0,0,0,0,0,,false,,,false
prismfy-search,"""prismfy-search""",0,0,0,0,0,,false,,,false
lark-attendance,"""lark-attendance""",0,0,0,0,0,,false,,,false
automation-workflows,"""automation-workflows""",0,0,6,10,0,,false,,,true
lark-openapi-explorer,"""lark-openapi-explorer""",0,0,0,0,0,,false,,,false
excel-xlsx,"""excel-xlsx""",0,0,1,5,0,,false,,,true
lark-vc,"""lark-vc""",0,0,0,0,0,,false,,,false
feishu-evolver-wrapper,"""feishu-evolver-wrapper""",0,0,0,0,0,,false,,,false
lark-skill-maker,"""lark-skill-maker""",0,0,0,0,0,,false,,,false
browser-use,"""browser-use""",0,1,19,26,7,,false,,,true
lark-workflow-meeting-summary,"""lark-workflow-meeting-summary""",0,0,0,0,0,,false,,,false
agent-phone-call,"""agent-phone-call""",0,0,0,0,1,,false,,,false
lark-workflow-standup-report,"""lark-workflow-standup-report""",0,0,0,0,0,,false,,,false
free-ride,"""free-ride""",0,6,0,184,0,,false,,,true
grilling,"""grilling"" skill",0,0,1,2,25,,false,,,true
mcporter,"""mcporter"" skill",0,0,0,0,2,,false,,,false
lark-okr,"""lark-okr""",0,0,0,0,0,,false,,,false
elite-longterm-memory,"""elite-longterm-memory""",0,0,0,0,0,,false,,,false
lark-markdown,"""lark-markdown""",0,0,0,0,0,,false,,,false
desktop-control,"""desktop-control""",0,0,2,4,0,,false,,,true
web-design-guidelines,"""web-design-guidelines""",0,0,0,1,8,,false,,,true
brave-search,"""brave-search""",0,3,19,28,2,,false,,,true
teach,"""teach"" skill",1,37,0,76,149,,false,,,true
find-skills-skill,"""find-skills-skill""",0,0,0,0,116,,false,,,false
lark-vc-agent,"""lark-vc-agent""",0,0,0,0,0,,false,,,false
stock-analysis,"""stock-analysis""",0,0,0,270,0,,false,,,true
domain-modeling,"""domain-modeling""",0,1,5,5,6,,false,,,true
video-frames,"""video-frames""",0,0,8,18,1,,false,,,true
lark-apps,"""lark-apps""",0,0,0,0,0,,false,,,false
powerpoint-pptx,"""powerpoint-pptx""",0,0,1,1,0,,false,,,true
microsoft-foundry,"""microsoft-foundry""",1,1,73,83,0,,false,,,true
youtube-watcher,"""youtube-watcher""",0,0,0,2,0,,false,,,true
codebase-design,"""codebase-design""",0,0,1,1,0,,false,,,true
slack,"""slack"" skill",0,9,0,2,29,,false,,,true
azure-diagnostics,"""azure-diagnostics""",0,0,0,0,0,,false,,,false
himalaya,"""himalaya"" skill",0,0,0,0,0,,false,,,false
azure-prepare,"""azure-prepare""",0,0,0,0,0,,false,,,false
imap-smtp-email,"""imap-smtp-email""",0,0,0,0,0,,false,,,false
azure-ai,"""azure-ai""",0,3,43,49,5,,false,,,true
news-summary,"""news-summary""",0,0,41,61,0,,false,,,true
azure-deploy,"""azure-deploy""",0,0,0,1,0,,false,,,true
xiucheng-self-improving-agent,"""xiucheng-self-improving-agent""",0,0,0,0,0,,false,,,false
azure-validate,"""azure-validate""",0,0,0,0,0,,false,,,false
markdown-converter,"""markdown-converter""",0,0,8,10,0,,false,,,true
azure-storage,"""azure-storage""",0,0,14,16,0,,false,,,true
pdf,"""pdf"" skill",3,33,3,32,69,,false,,,true
