skill_key,query,hn_hits_7d,hn_raw_7d,bsky_hits_7d,bsky_raw_7d,gh_mentions_7d,x_mentions_7d,x_truncated,x_pages,x_engagement_7d,llm_filtered
lark-okr,"""lark-okr""",0,0,0,0,0,,false,,,false
mcporter,"""mcporter"" skill",0,0,0,0,1,,false,,,false
lark-markdown,"""lark-markdown""",0,0,0,0,1,,false,,,false
elite-longterm-memory,"""elite-longterm-memory""",0,0,0,0,0,,false,,,false
web-design-guidelines,"""web-design-guidelines""",0,0,0,0,2,,false,,,false
desktop-control,"""desktop-control""",0,1,1,5,0,,false,,,true
lark-vc-agent,"""lark-vc-agent""",0,0,0,0,0,,false,,,false
brave-search,"""brave-search""",0,3,10,22,0,,false,,,true
microsoft-foundry,"""microsoft-foundry""",0,0,49,62,0,,false,,,true
stock-analysis,"""stock-analysis""",0,1,308,321,2,,false,,,true
grilling,"""grilling"" skill",0,2,1,4,27,,false,,,true
find-skills-skill,"""find-skills-skill""",0,0,0,0,143,,false,,,false
azure-diagnostics,"""azure-diagnostics""",0,0,0,0,0,,false,,,false
video-frames,"""video-frames""",0,1,3,9,0,,false,,,true
azure-prepare,"""azure-prepare""",0,0,0,0,0,,false,,,false
youtube-watcher,"""youtube-watcher""",0,0,0,3,0,,false,,,true
azure-ai,"""azure-ai""",0,0,36,45,3,,false,,,true
powerpoint-pptx,"""powerpoint-pptx""",0,0,0,2,0,,false,,,true
azure-deploy,"""azure-deploy""",0,0,0,0,0,,false,,,false
slack,"""slack"" skill",0,12,1,7,16,,false,,,true
azure-validate,"""azure-validate""",0,0,0,0,0,,false,,,false
himalaya,"""himalaya"" skill",0,0,0,0,4,,false,,,false
azure-storage,"""azure-storage""",0,0,4,7,2,,false,,,true
imap-smtp-email,"""imap-smtp-email""",0,0,0,0,0,,false,,,false
entra-app-registration,"""entra-app-registration""",0,0,0,0,0,,false,,,false
news-summary,"""news-summary""",0,0,46,55,1,,false,,,true
appinsights-instrumentation,"""appinsights-instrumentation""",0,0,0,0,1,,false,,,false
xiucheng-self-improving-agent,"""xiucheng-self-improving-agent""",0,0,0,0,0,,false,,,false
azure-resource-lookup,"""azure-resource-lookup""",0,0,0,0,0,,false,,,false
atxp,"""atxp"" skill",0,0,0,0,0,,false,,,false
azure-resource-visualizer,"""azure-resource-visualizer""",0,0,0,0,0,,false,,,false
markdown-converter,"""markdown-converter""",1,2,1,2,0,,false,,,true
