rank,skill,platform,vendor,source_skillssh,slug_clawhub,match,description,description_zh,installs_skillssh,trending_rank_skillssh,weekly_recent,weekly_prev,growth_pct,data_source
26,grill-with-docs,skills.sh,mattpocock,mattpocock/skills,,single,,,762227,26,55776,66362,-16,skills.sh-trending
27,improve-codebase-architecture,skills.sh,mattpocock,mattpocock/skills,,single,,,734328,27,54240,63780,-15,skills.sh-trending
28,domain-modeling,skills.sh,mattpocock,mattpocock/skills,,single,,,436524,28,52076,60145,-13.4,skills.sh-trending
29,tdd,skills.sh,mattpocock,mattpocock/skills,,single,,,709784,29,52249,63627,-17.9,skills.sh-trending
30,to-spec,skills.sh,mattpocock,mattpocock/skills,,single,,,319032,30,49738,61040,-18.5,skills.sh-trending
31,diagnosing-bugs,skills.sh,mattpocock,mattpocock/skills,,single,,,418359,31,49914,59214,-15.7,skills.sh-trending
32,codebase-design,skills.sh,mattpocock,mattpocock/skills,,single,,,424126,32,50766,60375,-15.9,skills.sh-trending
33,to-tickets,skills.sh,mattpocock,mattpocock/skills,,single,,,312487,33,47951,57752,-17,skills.sh-trending
34,handoff,skills.sh,mattpocock,mattpocock/skills,,single,,,616850,34,48859,58162,-16,skills.sh-trending
35,wayfinder,skills.sh,mattpocock,mattpocock/skills,,single,,,331959,35,48729,60412,-19.3,skills.sh-trending
36,code-review,skills.sh,mattpocock,mattpocock/skills,,single,,,359861,36,50927,61595,-17.3,skills.sh-trending
37,setup-matt-pocock-skills,skills.sh,mattpocock,mattpocock/skills,,single,,,652798,37,49250,61714,-20.2,skills.sh-trending
38,triage,skills.sh,mattpocock,mattpocock/skills,,single,,,613305,38,47409,58240,-18.6,skills.sh-trending
39,prototype,skills.sh,mattpocock,mattpocock/skills,,single,,,600810,39,48412,60846,-20.4,skills.sh-trending
40,research,skills.sh,mattpocock,mattpocock/skills,,single,,,325744,40,45018,54803,-17.9,skills.sh-trending
41,implement,skills.sh,mattpocock,mattpocock/skills,,single,,,380349,41,45552,55168,-17.4,skills.sh-trending
42,teach,skills.sh,mattpocock,mattpocock/skills,,single,,,478908,42,44680,53989,-17.2,skills.sh-trending
43,ask-matt,skills.sh,mattpocock,mattpocock/skills,,single,,,388255,43,44321,55243,-19.8,skills.sh-trending
44,writing-for-agents,skills.sh,mattpocock,mattpocock/skills,,single,,,91809,44,42587,36269,17.4,skills.sh-trending
45,hyperframes-cli,skills.sh,heygen-com,heygen-com/hyperframes,,single,,,402072,45,38236,28363,34.8,skills.sh-trending
46,hyperframes-core,skills.sh,heygen-com,heygen-com/hyperframes,,single,,,286390,46,27491,26653,3.1,skills.sh-trending
47,resolving-merge-conflicts,skills.sh,mattpocock,mattpocock/skills,,single,,,315600,47,42167,50799,-17,skills.sh-trending
48,prisma-client-api,skills.sh,prisma,prisma/skills,,single,,,200186,48,41584,43897,-5.3,skills.sh-trending
49,prisma-database-setup,skills.sh,prisma,prisma/skills,,single,,,200854,49,41540,43800,-5.2,skills.sh-trending
50,prisma-cli,skills.sh,prisma,prisma/skills,,single,,,198171,50,41486,43794,-5.3,skills.sh-trending
51,wait-what,skills.sh,mattpocock,mattpocock/skills,,single,,,89249,51,42010,34647,,skills.sh-trending
52,prisma-postgres,skills.sh,prisma,prisma/skills,,single,,,194501,52,41345,43650,-5.3,skills.sh-trending
53,prisma-postgres-setup,skills.sh,prisma,prisma/skills,,single,,,188945,53,41296,43568,-5.2,skills.sh-trending
54,prisma-driver-adapter-implementation,skills.sh,prisma,prisma/skills,,single,,,190262,54,41229,43492,-5.2,skills.sh-trending
55,prisma-upgrade-v7,skills.sh,prisma,prisma/skills,,single,,,190141,55,41220,43455,-5.1,skills.sh-trending
56,prisma-compute,skills.sh,prisma,prisma/skills,,single,,,185553,56,41201,43410,-5.1,skills.sh-trending
57,prisma-mongodb-upgrade,skills.sh,prisma,prisma/skills,,single,,,184327,57,41143,43366,-5.1,skills.sh-trending
58,hyperframes-animation,skills.sh,heygen-com,heygen-com/hyperframes,,single,,,284983,58,28486,27458,3.7,skills.sh-trending
59,wizard,skills.sh,mattpocock,mattpocock/skills,,single,,,201509,59,41317,42981,-3.9,skills.sh-trending
60,hyperframes-creative,skills.sh,heygen-com,heygen-com/hyperframes,,single,,,266404,60,25670,23070,11.3,skills.sh-trending
61,media-use,skills.sh,heygen-com,heygen-com/hyperframes,,single,,,284989,61,36304,33673,7.8,skills.sh-trending
62,to-questionnaire,skills.sh,mattpocock,mattpocock/skills,,single,,,149896,62,40766,41844,-2.6,skills.sh-trending
63,hyperframes-registry,skills.sh,heygen-com,heygen-com/hyperframes,,single,,,355753,63,37717,21925,72,skills.sh-trending
64,hyperframes-keyframes,skills.sh,heygen-com,heygen-com/hyperframes,,single,,,200464,64,25398,21733,16.9,skills.sh-trending
65,agent-browser,skills.sh,vercel-labs,vercel-labs/agent-browser,,single,,,696674,65,36656,33224,10.3,skills.sh-trending
66,hyperframes,skills.sh,heygen-com,heygen-com/hyperframes,,single,,,389390,66,34140,27453,24.4,skills.sh-trending
67,hyperframes-audio,skills.sh,heygen-com,heygen-com/hyperframes,,single,,,5433,67,,,,skills.sh-trending
68,lark-doc,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,589529,68,31236,33810,-7.6,skills.sh-trending
69,lark-base,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,589389,69,31249,33798,-7.5,skills.sh-trending
70,lark-shared,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,589018,70,31157,33772,-7.7,skills.sh-trending
71,lark-apps,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,498106,71,31176,33728,-7.6,skills.sh-trending
72,lark-im,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,588893,72,31136,33753,-7.8,skills.sh-trending
73,lark-minutes,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,588430,73,31100,33708,-7.7,skills.sh-trending
74,lark-slides,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,588178,74,31074,33681,-7.7,skills.sh-trending
75,lark-vc,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,588056,75,31060,33664,-7.7,skills.sh-trending
76,lark-drive,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,589109,76,31172,33779,-7.7,skills.sh-trending
77,lark-calendar,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,588913,77,31126,33729,-7.7,skills.sh-trending
78,lark-wiki,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,588567,78,31136,33717,-7.7,skills.sh-trending
79,lark-sheets,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,588609,79,31121,33736,-7.8,skills.sh-trending
80,lark-contact,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,588726,80,31057,33713,-7.9,skills.sh-trending
81,lark-whiteboard,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,588326,81,31069,33701,-7.8,skills.sh-trending
82,lark-markdown,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,554110,82,31059,33693,-7.8,skills.sh-trending
83,lark-approval,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,589332,83,31090,33745,-7.9,skills.sh-trending
84,lark-event,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,588448,84,31052,33712,-7.9,skills.sh-trending
85,lark-task,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,588269,85,31072,33674,-7.7,skills.sh-trending
86,lark-vc-agent,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,532729,86,31027,33626,-7.7,skills.sh-trending
87,lark-skill-maker,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,588079,87,31012,33673,-7.9,skills.sh-trending
88,lark-openapi-explorer,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,588321,88,31037,33684,-7.9,skills.sh-trending
89,lark-okr,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,568955,89,31014,33627,-7.8,skills.sh-trending
90,lark-attendance,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,588430,90,31024,33674,-7.9,skills.sh-trending
91,lark-note,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,372527,91,31051,33669,-7.8,skills.sh-trending
92,lark-mail,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,588259,92,31034,33671,-7.8,skills.sh-trending
93,lark-workflow-meeting-summary,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,587868,93,30994,33631,-7.8,skills.sh-trending
94,lark-workflow-standup-report,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,587858,94,31001,33648,-7.9,skills.sh-trending
95,frontend-design,skills.sh,anthropics,anthropics/skills,,single,,,791731,95,24760,25773,-3.9,skills.sh-trending
96,wecom-unified,skills.sh,wecomteam,wecomteam/wecom-unified,,single,,,4104,96,,,,skills.sh-trending
97,agent-browser,skills.sh,skills-101,skills-101/superpowers,,single,,,40851,97,29902,2680,,skills.sh-trending
98,orca-cli,skills.sh,stablyai,stablyai/orca,,single,,,145536,98,37267,17899,108.2,skills.sh-trending
99,design-taste-frontend,skills.sh,leonxlnx,leonxlnx/taste-skill,,single,,,373783,99,24487,26808,-8.7,skills.sh-trending
100,web-design-guidelines,skills.sh,vercel-labs,vercel-labs/agent-skills,,single,,,553988,100,18063,18715,-3.5,skills.sh-trending
