rank,skill,platform,vendor,source_skillssh,slug_clawhub,match,description,description_zh,installs_skillssh,downloads_clawhub,downloads_skillhub_cn,wis,popularity,momentum,buzz,maintenance,trust,coverage,anomaly
18,self-improving-agent,clawhub,,,self-improving-agent,upstream,"Captures learnings, errors, and corrections to enable continuous improvement. Use when: (1) A command or operation fails unexpectedly, (2) User corrects Claude ('No, that's wrong...', 'Actually...'), ",记录自身发现以实现自我改进的技能,,474778,1109591,64,0.999,,0.648,0.839,0.2,B,
19,remotion-best-practices,skills.sh,remotion-dev,remotion-dev/skills,,single,,,483099,,,63.9,0.96,0.707,,,0.7,C,
20,azure-upgrade,skills.sh,microsoft,microsoft/azure-skills,,single,,,389309,,,63.9,0.926,0.772,,,0.7,C,
21,azure-kubernetes,skills.sh,microsoft,microsoft/azure-skills,,single,,,356581,,,63.9,0.916,0.793,,,0.7,C,
22,azure-enterprise-infra-planner,skills.sh,microsoft,microsoft/azure-skills,,single,,,363441,,,63.7,0.919,0.775,,,0.7,C,
23,prisma-database-setup,skills.sh,prisma,prisma/skills,,single,,,194474,,,63.6,0.84,0.927,,,0.7,C,
24,prisma-client-api,skills.sh,prisma,prisma/skills,,single,,,193801,,,63.6,0.84,0.928,,,0.7,C,
25,prisma-cli,skills.sh,prisma,prisma/skills,,single,,,191797,,,63.5,0.839,0.925,,,0.7,C,
26,prisma-postgres,skills.sh,prisma,prisma/skills,,single,,,188144,,,63.5,0.837,0.923,,,0.7,C,
27,supabase-postgres-best-practices,skills.sh,supabase,supabase/agent-skills,,single,,,353480,,,63.3,0.915,0.755,,,0.7,C,
28,prisma-driver-adapter-implementation,skills.sh,prisma,prisma/skills,,single,,,183923,,,63.3,0.834,0.92,,,0.7,C,
29,prisma-upgrade-v7,skills.sh,prisma,prisma/skills,,single,,,183802,,,63.3,0.833,0.918,,,0.7,C,
30,prisma-postgres-setup,skills.sh,prisma,prisma/skills,,single,,,182594,,,63.3,0.832,0.922,,,0.7,C,
31,prisma-compute,skills.sh,prisma,prisma/skills,,single,,,179216,,,63.2,0.83,0.917,,,0.7,C,
32,azure-cost,skills.sh,microsoft,microsoft/azure-skills,,single,,,331809,,,63.1,0.899,0.773,,,0.7,C,
33,prisma-mongodb-upgrade,skills.sh,prisma,prisma/skills,,single,,,178002,,,63.1,0.828,0.915,,,0.7,C,
34,self-improving,clawhub,,,self-improving,upstream,"Self-reflection + Self-criticism + Self-learning + Self-organizing memory. Agent evaluates its own work, catches mistakes, and improves permanently. Use when...",自我反思+自我批评+自我学习+自组织记忆。智能体评估自身工作、发现错误并持续改进。,,207291,377568,62.9,0.996,,0.893,0.447,0.2,B,
35,airunway-aks-setup,skills.sh,microsoft,microsoft/azure-skills,,single,,,275958,,,62.4,0.879,0.77,,,0.7,C,
36,improve-codebase-architecture,skills.sh,mattpocock,mattpocock/skills,,single,,,725462,,,62.2,0.997,0.957,0.473,,0.2,C,
37,azure-diagnostics,skills.sh,microsoft,microsoft/azure-skills,,single,,,529261,,,62.2,0.972,0.807,0.12,,0.7,C,
38,entra-agent-id,skills.sh,microsoft,microsoft/azure-skills,,single,,,250134,,,62.2,0.873,0.768,,,0.7,C,
39,azure-deploy,skills.sh,microsoft,microsoft/azure-skills,,single,,,528907,,,62.1,0.97,0.805,0.12,,0.7,C,
40,azure-prepare,skills.sh,microsoft,microsoft/azure-skills,,single,,,528709,,,62,0.97,0.802,0.12,,0.7,C,
41,azure-validate,skills.sh,microsoft,microsoft/azure-skills,,single,,,528420,,,62,0.969,0.803,0.12,,0.7,C,
42,handoff,skills.sh,mattpocock,mattpocock/skills,,single,,,608837,,,61.9,0.993,0.948,0.471,,0.2,C,
43,azure-resource-lookup,skills.sh,microsoft,microsoft/azure-skills,,single,,,527332,,,61.8,0.965,0.795,0.12,,0.7,C,
44,tdd,skills.sh,mattpocock,mattpocock/skills,,single,,,701198,,,61.7,0.996,0.955,0.449,,0.2,C,
45,triage,skills.sh,mattpocock,mattpocock/skills,,single,,,605497,,,61.7,0.992,0.94,0.469,,0.2,C,
46,entra-app-registration,skills.sh,microsoft,microsoft/azure-skills,,single,,,527649,,,61.7,0.967,0.788,0.12,,0.7,C,
47,appinsights-instrumentation,skills.sh,microsoft,microsoft/azure-skills,,single,,,527418,,,61.7,0.966,0.79,0.12,,0.7,C,
48,azure-compliance,skills.sh,microsoft,microsoft/azure-skills,,single,,,527276,,,61.7,0.965,0.792,0.12,,0.7,C,
49,azure-aigateway,skills.sh,microsoft,microsoft/azure-skills,,single,,,527132,,,61.6,0.964,0.785,0.12,,0.7,C,
50,vercel-composition-patterns,skills.sh,vercel-labs,vercel-labs/agent-skills,,single,,,293029,,,61.6,0.888,0.697,,,0.7,C,
51,azure-reliability,skills.sh,microsoft,microsoft/azure-skills,,single,,,209361,,,61.6,0.852,0.767,,,0.7,C,
52,prototype,skills.sh,mattpocock,mattpocock/skills,,single,,,593045,,,61.4,0.992,0.937,0.455,,0.2,C,
53,supabase,skills.sh,supabase,supabase/agent-skills,,single,,,223236,,,61.4,0.863,0.735,,,0.7,C,
54,github,clawhub,steipete,,github,upstream,"Interact with GitHub using the `gh` CLI. Use `gh issue`, `gh pr`, `gh run`, and `gh api` for issues, PRs, CI runs, and advanced queries.",使用 `gh` CLI 与 GitHub 交互，通过 `gh issue`、`gh pr`、`gh run` 和 `gh api` 管理议题、PR、CI 运行及高级查询。,,195839,362050,61.2,0.995,,0.474,0.226,0.7,B,
55,nano-banana-pro,clawhub,steipete,,nano-banana-pro,upstream,Generate/edit images with Nano Banana Pro (Gemini 3 Pro Image). Use for image create/modify requests incl. edits. Supports text-to-image + image-to-image; 1K/2K/4K; use --input-image.,使用 Nano Banana Pro (Gemini 3 Pro Image) 生成或编辑图像。支持文生图、图生图及 1K/2K/4K 分辨率，适用于图像创建、修改及编辑请求，使用 --input-image 指定输入图像。,,106191,127574,61,0.978,,0.441,0.288,0.7,B,
56,setup-matt-pocock-skills,skills.sh,mattpocock,mattpocock/skills,,single,,,644964,,,60.7,0.995,0.938,0.416,,0.2,C,
57,brave-search,clawhub,steipete,,brave-search,upstream,"Web search and content extraction via Brave Search API. Use for searching documentation, facts, or any web content. Lightweight, no browser required.",通过 Brave Search API 进行网页搜索与内容提取。适用于搜索文档、事实或任何网页内容。轻量级，无需浏览器。,,61135,73290,60.4,0.954,,0.455,0.277,0.7,B,
58,python-appservice-deploy,skills.sh,microsoft,microsoft/azure-skills,,single,,,132840,,,60.3,0.812,0.763,,,0.7,C,
59,obsidian,clawhub,steipete,,obsidian,upstream,Work with Obsidian vaults (plain Markdown notes) and automate via obsidian-cli.,操作 Obsidian 仓库（纯 Markdown 笔记）并通过 obsidian-cli 自动化。,,107655,119091,59.4,0.977,,0.455,0.17,0.7,B,
60,weather,clawhub,steipete,,weather,upstream,Get current weather and forecasts (no API key required).,获取当前天气和预报（无需API密钥）,,167042,241436,59.1,0.99,,0.426,0.159,0.7,B,
61,notion,clawhub,steipete,,notion,upstream,"Notion API for creating and managing pages, databases, and blocks.",用于创建和管理页面、数据库及块的 Notion API。,,101057,103884,59,0.973,,0.446,0.159,0.7,B,
62,api-gateway,clawhub,,,api-gateway,upstream,"Connect to external services through Maton-managed API routes. Use this skill only after the user names the target app, account, and task. Start with read/list calls when possible and follow the app-s",通过 Maton 管理的 API 路由连接外部服务；仅在用户指定目标应用、账户和任务后使用；以读取/列...,,85731,114661,59,0.969,,0.445,0.837,0.2,B,
63,neon-postgres,skills.sh,neondatabase,neondatabase/agent-skills,,single,,,94614,,,58.8,0.783,0.72,,,0.7,C,
64,gog,clawhub,steipete,,gog,upstream,"Google Workspace CLI for Gmail, Calendar, Drive, Contacts, Sheets, and Docs.",Google Workspace 命令行工具，支持 Gmail、日历、云端硬盘、通讯录、表格和文档。,,191285,197226,58.6,0.989,,0.404,0.159,0.7,B,
65,azure-rbac,skills.sh,microsoft,microsoft/azure-skills,,single,,,482500,,,58.3,0.959,0.335,,,0.7,C,
66,slack,clawhub,steipete,,slack,upstream,"Use when you need to control Slack from Clawdbot via the slack tool, including reacting to messages or pinning/unpinning items in Slack channels or DMs.",当需要通过 slack 工具从 Clawdbot 控制 Slack 时使用，包括在频道或私信中回复消息或置顶/取消置顶项目。,,53224,56475,58,0.942,,0.443,0.159,0.7,B,
67,grilling,skills.sh,mattpocock,mattpocock/skills,,single,,,466372,,,57.9,0.957,0.978,,,0.2,C,
68,paper-context-resolver,skills.sh,lllllllama,lllllllama/rigorpilot-skills,,single,,,418770,,,57.7,0.954,0.97,,,0.2,C,
69,repo-intake-and-plan,skills.sh,lllllllama,lllllllama/rigorpilot-skills,,single,,,418077,,,57.6,0.953,0.967,,,0.2,C,
70,minimal-run-and-audit,skills.sh,lllllllama,lllllllama/rigorpilot-skills,,single,,,418003,,,57.5,0.952,0.965,,,0.2,C,
71,env-and-assets-bootstrap,skills.sh,lllllllama,lllllllama/rigorpilot-skills,,single,,,417991,,,57.5,0.951,0.963,,,0.2,C,
72,domain-modeling,skills.sh,mattpocock,mattpocock/skills,,single,,,427835,,,57.4,0.954,0.953,,,0.2,C,
73,teach,skills.sh,mattpocock,mattpocock/skills,,single,,,472112,,,57.2,0.959,0.93,,,0.2,C,
74,codebase-design,skills.sh,mattpocock,mattpocock/skills,,single,,,416012,,,57.1,0.95,0.942,,,0.2,C,
75,diagnosing-bugs,skills.sh,mattpocock,mattpocock/skills,,single,,,410234,,,57.1,0.943,0.952,,,0.2,C,
76,openai-whisper,clawhub,steipete,,openai-whisper,upstream,Local speech-to-text with the Whisper CLI (no API key).,使用 Whisper CLI 进行本地语音转文字（无需 API 密钥）,,87197,103335,57.1,0.968,,0.36,0.159,0.7,B,
77,lark-apps,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,493131,,,56.8,0.961,0.9,,,0.2,C,
78,anti-ui-slop,skills.sh,uizze.com,uizze.com,,single,,,349558,,,56.8,0.912,0.993,,,0.2,C,
79,lark-base,skills.sh,open.feishu.cn,open.feishu.cn,,single,,,584406,,,56.7,0.99,0.898,0.251,,0.2,C,
80,playwright-cli,skills.sh,microsoft,microsoft/playwright-cli,,single,,,122811,,,56.4,0.802,0.52,,,0.7,C,
81,ask-matt,skills.sh,mattpocock,mattpocock/skills,,single,,,381530,,,56.2,0.924,0.932,,,0.2,C,
82,implement,skills.sh,mattpocock,mattpocock/skills,,single,,,373463,,,56.2,0.922,0.935,,,0.2,C,
83,code-review,skills.sh,mattpocock,mattpocock/skills,,single,,,351987,,,56.1,0.914,0.943,,,0.2,C,
84,discord,clawhub,steipete,,discord,upstream,"Use when you need to control Discord from Clawdbot via the discord tool: send messages, react, post or upload stickers, upload emojis, run polls, manage threads/pins/search, fetch permissions or membe",用于通过 Clawdbot 的 discord 工具控制 Discord，包括发送消息、反应、发布或上传贴纸、上传表情符号、创建投票、管理话题/置顶/搜索、获取权限/成员/角色/频道信息，或在私聊/频道中执行管理操作。,,39415,45491,56.1,0.91,,,0.288,0.7,B,
85,pptx,skills.sh,anthropics,anthropics/skills,,single,,,203372,,,55.9,0.849,0.398,,,0.7,C,
86,firebase-basics,skills.sh,firebase,firebase/agent-skills,,single,,,132606,,,55.9,0.811,0.473,,,0.7,C,
87,vercel-react-native-skills,skills.sh,vercel-labs,vercel-labs/agent-skills,,single,,,189357,,,55.8,0.838,0.41,,,0.7,C,
88,firebase-auth-basics,skills.sh,firebase,firebase/agent-skills,,single,,,131588,,,55.8,0.81,0.47,,,0.7,C,
89,azure-hosted-copilot-sdk,skills.sh,microsoft,microsoft/azure-skills,,single,,,435300,,,55.7,0.955,0.172,,,0.7,C,
90,ai-research-explore,skills.sh,lllllllama,lllllllama/rigorpilot-skills,,single,,,279024,,,55.7,0.886,0.975,,,0.2,C,
91,analyze-project,skills.sh,lllllllama,lllllllama/rigorpilot-skills,,single,,,278924,,,55.7,0.886,0.973,,,0.2,C,
92,firebase-hosting-basics,skills.sh,firebase,firebase/agent-skills,,single,,,128301,,,55.7,0.807,0.467,,,0.7,C,
93,wayfinder,skills.sh,mattpocock,mattpocock/skills,,single,,,324001,,,55.6,0.897,0.945,,,0.2,C,
94,to-spec,skills.sh,mattpocock,mattpocock/skills,,single,,,310865,,,55.6,0.894,0.95,,,0.2,C,
95,ai-research-reproduction,skills.sh,lllllllama,lllllllama/rigorpilot-skills,,single,,,278845,,,55.5,0.885,0.962,,,0.2,C,
96,explore-code,skills.sh,lllllllama,lllllllama/rigorpilot-skills,,single,,,278626,,,55.5,0.883,0.968,,,0.2,C,
97,safe-debug,skills.sh,lllllllama,lllllllama/rigorpilot-skills,,single,,,278547,,,55.5,0.882,0.972,,,0.2,C,
98,firebase-app-hosting-basics,skills.sh,firebase,firebase/agent-skills,,single,,,127843,,,55.5,0.806,0.453,,,0.7,C,
99,azure-app-onboard,skills.sh,microsoft,microsoft/azure-skills,,single,,,48219,,,55.5,0.652,0.76,,,0.7,C,
100,research,skills.sh,mattpocock,mattpocock/skills,,single,,,318825,,,55.4,0.895,0.933,,,0.2,C,
