skill_key,tweet_url,created_at,lang,favorites,retweets,relevance
self-improving-agent,https://x.com/i/status/2102356550639653135,2026-09-22T11:17:16.000Z,en,3,6,0.2
self-improving-agent,https://x.com/i/status/2102248829592703229,2026-09-22T04:09:13.000Z,en,4,0,0.76
self-improving-agent,https://x.com/i/status/2102131271568703643,2026-09-21T20:22:05.000Z,en,10,0,0.73
self-improving-agent,https://x.com/i/status/2102056108248711525,2026-09-21T15:23:25.000Z,en,0,0,0.25
self-improving-agent,https://x.com/i/status/2102037817182609568,2026-09-21T14:10:44.000Z,en,3,0,0.03
self-improving-agent,https://x.com/i/status/2102021511666180208,2026-09-21T13:05:56.000Z,en,1,0,0.06
self-improving-agent,https://x.com/i/status/2102019641136566772,2026-09-21T12:58:30.000Z,en,4,0,0.43
self-improving-agent,https://x.com/i/status/2101975158227620240,2026-09-21T10:01:45.000Z,en,1,0,0.79
self-improving-agent,https://x.com/i/status/2101954679513198677,2026-09-21T08:40:22.000Z,en,0,0,0.73
self-improving-agent,https://x.com/i/status/2101868240775544983,2026-09-21T02:56:54.000Z,en,0,0,0.75
self-improving-agent,https://x.com/i/status/2101848859496624609,2026-09-21T01:39:53.000Z,zh,3,0,0.75
self-improving-agent,https://x.com/i/status/2101835306953736396,2026-09-21T00:46:02.000Z,en,224,28,0.68
self-improving-agent,https://x.com/i/status/2101748234397917259,2026-09-20T19:00:02.000Z,en,18,0,0.76
self-improving-agent,https://x.com/i/status/2101692877118083279,2026-09-20T15:20:04.000Z,en,24,2,0.69
self-improving-agent,https://x.com/i/status/2101580183857959037,2026-09-20T07:52:15.000Z,en,86,38,0.67
self-improving-agent,https://x.com/i/status/2101577350089744882,2026-09-20T07:41:00.000Z,en,0,0,0.76
self-improving-agent,https://x.com/i/status/2101430325566222829,2026-09-19T21:56:46.000Z,en,0,0,0.07
self-improving-agent,https://x.com/i/status/2101378455028027719,2026-09-19T18:30:40.000Z,en,0,0,0.38
self-improving-agent,https://x.com/i/status/2101361395295997965,2026-09-19T17:22:52.000Z,en,13,1,0.75
self-improving-agent,https://x.com/i/status/2101316151426863260,2026-09-19T14:23:05.000Z,en,9,1,0.64
self-improving-agent,https://x.com/i/status/2101314762600505452,2026-09-19T14:17:34.000Z,en,11,0,0.64
self-improving-agent,https://x.com/i/status/2101306552586265020,2026-09-19T13:44:57.000Z,en,13,1,0.05
self-improving-agent,https://x.com/i/status/2101286975516954949,2026-09-19T12:27:09.000Z,en,16,1,0.69
self-improving-agent,https://x.com/i/status/2101284611850690749,2026-09-19T12:17:46.000Z,en,0,0,0.44
self-improving-agent,https://x.com/i/status/2101237949082009824,2026-09-19T09:12:20.000Z,zh,0,0,0.83
self-improving-agent,https://x.com/i/status/2101237623566258223,2026-09-19T09:11:03.000Z,zh,0,0,0.81
self-improving-agent,https://x.com/i/status/2101112331316899962,2026-09-19T00:53:11.000Z,en,4,0,0.5
self-improving-agent,https://x.com/i/status/2101074950069055755,2026-09-18T22:24:38.000Z,en,1,0,0.69
self-improving-agent,https://x.com/i/status/2101006720868946114,2026-09-18T17:53:31.000Z,en,5,0,0.83
self-improving-agent,https://x.com/i/status/2100984970692960411,2026-09-18T16:27:06.000Z,en,19,0,0.72
self-improving-agent,https://x.com/i/status/2100952891045433854,2026-09-18T14:19:37.000Z,en,205,48,0.72
self-improving-agent,https://x.com/i/status/2100913134118572355,2026-09-18T11:41:38.000Z,en,2,0,0.6
self-improving-agent,https://x.com/i/status/2100619714951086369,2026-09-17T16:15:42.000Z,en,0,0,0.76
self-improving-agent,https://x.com/i/status/2100605650892103707,2026-09-17T15:19:49.000Z,en,0,0,0.04
self-improving-agent,https://x.com/i/status/2100459196948914335,2026-09-17T05:37:51.000Z,en,0,0,0.83
self-improving-agent,https://x.com/i/status/2100400673498309042,2026-09-17T01:45:18.000Z,zxx,4,0,0.1
self-improving-agent,https://x.com/i/status/2100266505250263350,2026-09-16T16:52:10.000Z,zxx,0,0,0.11
self-improving-agent,https://x.com/i/status/2100174103621837268,2026-09-16T10:45:00.000Z,en,71,4,0.72
grill-me,https://x.com/i/status/2102525034728186129,2026-09-22T22:26:45.000Z,en,1,0,0.9
grill-me,https://x.com/i/status/2102514539325722715,2026-09-22T21:45:03.000Z,zxx,2,2,0.16
grill-me,https://x.com/i/status/2102441132454277607,2026-09-22T16:53:22.000Z,en,2,0,0.04
grill-me,https://x.com/i/status/2102370073466065018,2026-09-22T12:11:00.000Z,ja,370,26,0.94
grill-me,https://x.com/i/status/2102218751072678104,2026-09-22T02:09:42.000Z,zh,6,0,0.65
grill-me,https://x.com/i/status/2102155641485983842,2026-09-21T21:58:55.000Z,en,0,0,0.97
grill-me,https://x.com/i/status/2102141368776687778,2026-09-21T21:02:12.000Z,en,4,0,0.06
grill-me,https://x.com/i/status/2102089816217096516,2026-09-21T17:37:21.000Z,en,1,0,0.96
grill-me,https://x.com/i/status/2102073729987547253,2026-09-21T16:33:26.000Z,en,1,0,0.96
grill-me,https://x.com/i/status/2102058362959774191,2026-09-21T15:32:22.000Z,zh,0,0,0.95
grill-me,https://x.com/i/status/2102057282619965829,2026-09-21T15:28:05.000Z,en,2,0,0.96
grill-me,https://x.com/i/status/2102027705562579064,2026-09-21T13:30:33.000Z,en,4,0,0.96
grill-me,https://x.com/i/status/2102012419212259775,2026-09-21T12:29:48.000Z,zh,0,0,0.93
grill-me,https://x.com/i/status/2101902851513413992,2026-09-21T05:14:25.000Z,en,1,0,0.94
grill-me,https://x.com/i/status/2101880274892058738,2026-09-21T03:44:43.000Z,en,0,0,0.91
grill-me,https://x.com/i/status/2101875291216031951,2026-09-21T03:24:55.000Z,zh,257,26,0.97
grill-me,https://x.com/i/status/2101834154367504582,2026-09-21T00:41:27.000Z,zh,3,0,0.08
grill-me,https://x.com/i/status/2101832027955941436,2026-09-21T00:33:00.000Z,zh,5,1,0.97
grill-me,https://x.com/i/status/2101826777706278956,2026-09-21T00:12:08.000Z,en,1,0,0.96
grill-me,https://x.com/i/status/2101771934086414664,2026-09-20T20:34:12.000Z,en,1,0,0.92
grill-me,https://x.com/i/status/2101749830770917842,2026-09-20T19:06:22.000Z,en,2,0,0.97
grill-me,https://x.com/i/status/2101681512215445718,2026-09-20T14:34:54.000Z,zh,1,0,0.83
grill-me,https://x.com/i/status/2101681452119461995,2026-09-20T14:34:40.000Z,zh,0,0,0.82
grill-me,https://x.com/i/status/2101676066968588401,2026-09-20T14:13:16.000Z,en,0,0,0.94
grill-me,https://x.com/i/status/2101634437423202444,2026-09-20T11:27:51.000Z,en,4,0,0.3
grill-me,https://x.com/i/status/2101603122502140289,2026-09-20T09:23:24.000Z,zxx,0,0,0.17
grill-me,https://x.com/i/status/2101571237105504458,2026-09-20T07:16:42.000Z,en,0,0,0.97
grill-me,https://x.com/i/status/2101512117262139703,2026-09-20T03:21:47.000Z,en,2,0,0.94
grill-me,https://x.com/i/status/2101507025649946635,2026-09-20T03:01:33.000Z,zh,0,0,0.92
grill-me,https://x.com/i/status/2101442639094567314,2026-09-19T22:45:42.000Z,en,3,0,0.96
grill-me,https://x.com/i/status/2101331760688890081,2026-09-19T15:25:07.000Z,zh,0,0,0.93
grill-me,https://x.com/i/status/2101300715700568561,2026-09-19T13:21:45.000Z,en,0,0,0.96
grill-me,https://x.com/i/status/2101298139034792256,2026-09-19T13:11:31.000Z,zxx,441,84,0.21
grill-me,https://x.com/i/status/2101292358440792186,2026-09-19T12:48:33.000Z,en,3,0,0.96
grill-me,https://x.com/i/status/2101289732705542542,2026-09-19T12:38:07.000Z,fa,157,9,0.96
grill-me,https://x.com/i/status/2101285779486151091,2026-09-19T12:22:24.000Z,en,1,0,0.97
grill-me,https://x.com/i/status/2101284481302757745,2026-09-19T12:17:14.000Z,ja,27,1,0.94
grill-me,https://x.com/i/status/2101191216285245952,2026-09-19T06:06:38.000Z,en,8,0,0.04
grill-me,https://x.com/i/status/2101163533182615971,2026-09-19T04:16:38.000Z,en,3,0,0.72
grill-me,https://x.com/i/status/2101092381366026265,2026-09-18T23:33:54.000Z,zh,111,15,0.04
grill-me,https://x.com/i/status/2101089989455216978,2026-09-18T23:24:24.000Z,zh,1385,165,0.67
grill-me,https://x.com/i/status/2101068562500878629,2026-09-18T21:59:15.000Z,ja,1,0,0.94
grill-me,https://x.com/i/status/2101033823790104612,2026-09-18T19:41:13.000Z,es,0,0,0.04
grill-me,https://x.com/i/status/2101004165916869050,2026-09-18T17:43:22.000Z,en,0,0,0.97
grill-me,https://x.com/i/status/2100998640697503792,2026-09-18T17:21:25.000Z,zh,1,0,0.05
grill-me,https://x.com/i/status/2100954718809813286,2026-09-18T14:26:53.000Z,en,7,0,0.05
grill-me,https://x.com/i/status/2100952133981921372,2026-09-18T14:16:37.000Z,es,0,0,0.95
grill-me,https://x.com/i/status/2100945716654805168,2026-09-18T13:51:07.000Z,en,20,1,0.68
grill-me,https://x.com/i/status/2100841910747226617,2026-09-18T06:58:37.000Z,en,10,0,0.97
grill-me,https://x.com/i/status/2100826599025496127,2026-09-18T05:57:47.000Z,zh,0,0,0.82
grill-me,https://x.com/i/status/2100825815889887674,2026-09-18T05:54:40.000Z,en,0,0,0.93
grill-me,https://x.com/i/status/2100791959086657600,2026-09-18T03:40:08.000Z,ja,0,0,0.94
grill-me,https://x.com/i/status/2100765551060570352,2026-09-18T01:55:12.000Z,pt,0,0,0.95
grill-me,https://x.com/i/status/2100747201698054557,2026-09-18T00:42:17.000Z,zh,1,0,0.88
grill-me,https://x.com/i/status/2100744599958679892,2026-09-18T00:31:57.000Z,en,0,0,0.15
grill-me,https://x.com/i/status/2100744493624668550,2026-09-18T00:31:31.000Z,zxx,3,0,0.18
grill-me,https://x.com/i/status/2100739622469075161,2026-09-18T00:12:10.000Z,zxx,5,0,0.2
grill-me,https://x.com/i/status/2100731953419055244,2026-09-17T23:41:42.000Z,zh,1,0,0.69
grill-me,https://x.com/i/status/2100731893998338120,2026-09-17T23:41:27.000Z,zxx,3,1,0.24
grill-me,https://x.com/i/status/2100692294576079164,2026-09-17T21:04:06.000Z,en,0,0,0.93
grill-me,https://x.com/i/status/2100675657462362429,2026-09-17T19:58:00.000Z,en,0,0,0.96
grill-me,https://x.com/i/status/2100667742437220848,2026-09-17T19:26:32.000Z,es,4,0,0.07
grill-me,https://x.com/i/status/2100663555301187892,2026-09-17T19:09:54.000Z,en,0,0,0.9
grill-me,https://x.com/i/status/2100630835909042378,2026-09-17T16:59:53.000Z,iw,0,0,0.93
grill-me,https://x.com/i/status/2100628008608444647,2026-09-17T16:48:39.000Z,en,5,0,0.97
grill-me,https://x.com/i/status/2100617691707170930,2026-09-17T16:07:39.000Z,zh,0,0,0.96
grill-me,https://x.com/i/status/2100617127610798543,2026-09-17T16:05:25.000Z,en,109,7,0.05
grill-me,https://x.com/i/status/2100587066169975040,2026-09-17T14:05:58.000Z,en,2,0,0.96
grill-me,https://x.com/i/status/2100573728216318308,2026-09-17T13:12:58.000Z,zxx,104,21,0.32
grill-me,https://x.com/i/status/2100570649068437954,2026-09-17T13:00:44.000Z,en,4,0,0.98
grill-me,https://x.com/i/status/2100567425255129476,2026-09-17T12:47:55.000Z,en,0,0,0.97
grill-me,https://x.com/i/status/2100560279209979934,2026-09-17T12:19:31.000Z,zh,164,38,0.94
grill-me,https://x.com/i/status/2100553340371570731,2026-09-17T11:51:57.000Z,en,8,1,0.98
grill-me,https://x.com/i/status/2100544586129010962,2026-09-17T11:17:10.000Z,en,0,1,0.96
grill-me,https://x.com/i/status/2100537593808945244,2026-09-17T10:49:23.000Z,en,175,4,0.88
grill-me,https://x.com/i/status/2100509534880137457,2026-09-17T08:57:53.000Z,zh,292,29,0.96
grill-me,https://x.com/i/status/2100505847071998325,2026-09-17T08:43:14.000Z,ja,0,0,0.94
grill-me,https://x.com/i/status/2100491393416175699,2026-09-17T07:45:48.000Z,en,1,0,0.95
grill-me,https://x.com/i/status/2100481357084565695,2026-09-17T07:05:55.000Z,zxx,3,1,0.32
grill-me,https://x.com/i/status/2100478002098561087,2026-09-17T06:52:35.000Z,ja,10,1,0.33
grill-me,https://x.com/i/status/2100471662789452231,2026-09-17T06:27:23.000Z,en,1,0,0.96
grill-me,https://x.com/i/status/2100452356563587121,2026-09-17T05:10:40.000Z,en,0,0,0.42
grill-me,https://x.com/i/status/2100411621508325439,2026-09-17T02:28:48.000Z,en,0,0,0.95
grill-me,https://x.com/i/status/2100293954457776616,2026-09-16T18:41:14.000Z,en,2,0,0.97
grill-me,https://x.com/i/status/2100280965570670857,2026-09-16T17:49:38.000Z,en,2,0,0.96
grill-me,https://x.com/i/status/2100224547631116712,2026-09-16T14:05:27.000Z,en,115,3,0.97
grill-me,https://x.com/i/status/2100195494060601474,2026-09-16T12:10:00.000Z,en,5,1,0.96
grill-me,https://x.com/i/status/2100153774698348864,2026-09-16T09:24:13.000Z,en,0,0,0.95
grill-me,https://x.com/i/status/2100131000055390470,2026-09-16T07:53:43.000Z,zxx,766,149,0.29
grill-with-docs,https://x.com/i/status/2102445429921329564,2026-09-22T17:10:26.000Z,en,3,0,0.25
grill-with-docs,https://x.com/i/status/2102445313185448005,2026-09-22T17:09:58.000Z,zxx,3,0,0.2
grill-with-docs,https://x.com/i/status/2102201335437562012,2026-09-22T01:00:30.000Z,zxx,0,0,0.3
grill-with-docs,https://x.com/i/status/2102088767733739931,2026-09-21T17:33:11.000Z,zh,3,0,0.91
grill-with-docs,https://x.com/i/status/2101966598168883539,2026-09-21T09:27:44.000Z,en,0,0,0.74
grill-with-docs,https://x.com/i/status/2101875291216031951,2026-09-21T03:24:55.000Z,zh,257,26,0.97
grill-with-docs,https://x.com/i/status/2101832027955941436,2026-09-21T00:33:00.000Z,zh,5,1,0.96
grill-with-docs,https://x.com/i/status/2101644039455920621,2026-09-20T12:06:00.000Z,ja,16,0,0.04
grill-with-docs,https://x.com/i/status/2101622994824986722,2026-09-20T10:42:22.000Z,zxx,10,3,0.24
grill-with-docs,https://x.com/i/status/2101336828905132188,2026-09-19T15:45:15.000Z,en,1,0,0.98
grill-with-docs,https://x.com/i/status/2101284481302757745,2026-09-19T12:17:14.000Z,ja,27,1,0.93
grill-with-docs,https://x.com/i/status/2101255227232104877,2026-09-19T10:21:00.000Z,ja,41,1,0.96
grill-with-docs,https://x.com/i/status/2101249661516349624,2026-09-19T09:58:53.000Z,en,19,3,0.07
grill-with-docs,https://x.com/i/status/2101162780812603761,2026-09-19T04:13:39.000Z,zh,0,0,0.94
grill-with-docs,https://x.com/i/status/2100878746416996645,2026-09-18T09:25:00.000Z,ja,15,0,0.9
grill-with-docs,https://x.com/i/status/2100766730255466867,2026-09-18T01:59:53.000Z,pt,0,0,0.92
grill-with-docs,https://x.com/i/status/2100739622469075161,2026-09-18T00:12:10.000Z,zxx,5,0,0.26
grill-with-docs,https://x.com/i/status/2100567621666230372,2026-09-17T12:48:42.000Z,en,0,0,0.91
grill-with-docs,https://x.com/i/status/2100559429460709380,2026-09-17T12:16:09.000Z,ja,0,0,0.13
grill-with-docs,https://x.com/i/status/2100546809311719603,2026-09-17T11:26:00.000Z,ja,74,4,0.25
grill-with-docs,https://x.com/i/status/2100521948786667822,2026-09-17T09:47:13.000Z,en,2412,63,0.55
grill-with-docs,https://x.com/i/status/2100364064308510868,2026-09-16T23:19:50.000Z,ja,1,0,0.94
grill-with-docs,https://x.com/i/status/2100314589082857595,2026-09-16T20:03:14.000Z,en,0,0,0.97
grill-with-docs,https://x.com/i/status/2100270859122315500,2026-09-16T17:09:28.000Z,und,0,0,0.93
self-improving,https://x.com/i/status/2102610130907083020,2026-09-23T04:04:54.000Z,en,1,0,0.81
self-improving,https://x.com/i/status/2102600637922124145,2026-09-23T03:27:11.000Z,en,12,3,0.85
self-improving,https://x.com/i/status/2102595654413631874,2026-09-23T03:07:23.000Z,en,10,1,0.09
self-improving,https://x.com/i/status/2102580647843987925,2026-09-23T02:07:45.000Z,en,0,0,0.8
self-improving,https://x.com/i/status/2102580039305089529,2026-09-23T02:05:20.000Z,en,2,0,0.86
self-improving,https://x.com/i/status/2102566818074472528,2026-09-23T01:12:47.000Z,en,87,58,0.73
self-improving,https://x.com/i/status/2102566278468878377,2026-09-23T01:10:39.000Z,en,1,0,0.05
self-improving,https://x.com/i/status/2102545999730274815,2026-09-22T23:50:04.000Z,zxx,89,11,0.12
self-improving,https://x.com/i/status/2102518925628235804,2026-09-22T22:02:29.000Z,en,22,1,0.27
self-improving,https://x.com/i/status/2102517887445692459,2026-09-22T21:58:21.000Z,en,0,0,0.58
self-improving,https://x.com/i/status/2102489139622957535,2026-09-22T20:04:07.000Z,en,0,0,0.78
self-improving,https://x.com/i/status/2102484617630777561,2026-09-22T19:46:09.000Z,zxx,1,0,0.21
self-improving,https://x.com/i/status/2102484080814403819,2026-09-22T19:44:01.000Z,en,0,0,0.74
self-improving,https://x.com/i/status/2102479343733588083,2026-09-22T19:25:12.000Z,en,0,0,0.77
self-improving,https://x.com/i/status/2102477805875511328,2026-09-22T19:19:05.000Z,en,0,0,0.81
self-improving,https://x.com/i/status/2102476391501713902,2026-09-22T19:13:28.000Z,en,0,0,0.76
self-improving,https://x.com/i/status/2102472650241065361,2026-09-22T18:58:36.000Z,en,6,0,0.69
self-improving,https://x.com/i/status/2102465811642569079,2026-09-22T18:31:26.000Z,en,0,0,0.89
self-improving,https://x.com/i/status/2102463914240094253,2026-09-22T18:23:53.000Z,en,0,0,0.85
self-improving,https://x.com/i/status/2102462322304602403,2026-09-22T18:17:34.000Z,en,2,1,0.85
self-improving,https://x.com/i/status/2102462320761069687,2026-09-22T18:17:33.000Z,en,94,13,0.87
self-improving,https://x.com/i/status/2102457068640711142,2026-09-22T17:56:41.000Z,zxx,148,23,0.17
self-improving,https://x.com/i/status/2102453108022403246,2026-09-22T17:40:57.000Z,en,1,0,0.52
self-improving,https://x.com/i/status/2102443375601541145,2026-09-22T17:02:16.000Z,en,0,0,0.82
self-improving,https://x.com/i/status/2102441880076320950,2026-09-22T16:56:20.000Z,zxx,0,0,0.17
self-improving,https://x.com/i/status/2102440209396765128,2026-09-22T16:49:42.000Z,zxx,2,0,0.17
self-improving,https://x.com/i/status/2102435258226426081,2026-09-22T16:30:01.000Z,en,2,0,0.74
self-improving,https://x.com/i/status/2102435043347996895,2026-09-22T16:29:10.000Z,en,25,2,0.78
self-improving,https://x.com/i/status/2102433399034257726,2026-09-22T16:22:38.000Z,en,0,0,0.82
self-improving,https://x.com/i/status/2102430659432354013,2026-09-22T16:11:45.000Z,en,28,6,0.67
self-improving,https://x.com/i/status/2102418994510639280,2026-09-22T15:25:24.000Z,en,71,5,0.89
self-improving,https://x.com/i/status/2102409459238858782,2026-09-22T14:47:30.000Z,en,16,1,0.07
self-improving,https://x.com/i/status/2102405656783491170,2026-09-22T14:32:24.000Z,en,56,35,0.57
self-improving,https://x.com/i/status/2102402551660581352,2026-09-22T14:20:03.000Z,en,22,2,0.67
self-improving,https://x.com/i/status/2102398367943000126,2026-09-22T14:03:26.000Z,en,0,0,0.38
self-improving,https://x.com/i/status/2102397603090702461,2026-09-22T14:00:23.000Z,en,2,0,0.67
self-improving,https://x.com/i/status/2102389724111634649,2026-09-22T13:29:05.000Z,en,2,1,0.73
self-improving,https://x.com/i/status/2102384210438685128,2026-09-22T13:07:10.000Z,en,4,0,0.04
self-improving,https://x.com/i/status/2102382942538309823,2026-09-22T13:02:08.000Z,en,1,0,0.77
self-improving,https://x.com/i/status/2102372685556629683,2026-09-22T12:21:23.000Z,en,55,1,0.71
self-improving,https://x.com/i/status/2102372194659750073,2026-09-22T12:19:26.000Z,en,24,2,0.72
self-improving,https://x.com/i/status/2102371831290142977,2026-09-22T12:17:59.000Z,en,1,0,0.76
self-improving,https://x.com/i/status/2102358397039321295,2026-09-22T11:24:36.000Z,zxx,271,27,0.15
self-improving,https://x.com/i/status/2102356846505837038,2026-09-22T11:18:26.000Z,zxx,1,1,0.17
self-improving,https://x.com/i/status/2102356550639653135,2026-09-22T11:17:16.000Z,en,3,6,0.31
self-improving,https://x.com/i/status/2102352426561110244,2026-09-22T11:00:52.000Z,en,0,0,0.25
self-improving,https://x.com/i/status/2102350915659579883,2026-09-22T10:54:52.000Z,en,0,0,0.81
self-improving,https://x.com/i/status/2102321988371145102,2026-09-22T08:59:55.000Z,en,0,0,0.62
self-improving,https://x.com/i/status/2102316430104695044,2026-09-22T08:37:50.000Z,en,0,0,0.69
self-improving,https://x.com/i/status/2102298269321691510,2026-09-22T07:25:40.000Z,en,3,0,0.22
self-improving,https://x.com/i/status/2102294700791063037,2026-09-22T07:11:30.000Z,en,10,2,0.02
self-improving,https://x.com/i/status/2102293991681363969,2026-09-22T07:08:41.000Z,en,77,1,0.8
self-improving,https://x.com/i/status/2102280094072942994,2026-09-22T06:13:27.000Z,en,19,0,0.03
self-improving,https://x.com/i/status/2102267033568317570,2026-09-22T05:21:33.000Z,en,97,0,0.89
self-improving,https://x.com/i/status/2102254058547642736,2026-09-22T04:30:00.000Z,en,441,75,0.78
self-improving,https://x.com/i/status/2102252568814440670,2026-09-22T04:24:05.000Z,en,73,16,0.1
self-improving,https://x.com/i/status/2102251058596860022,2026-09-22T04:18:04.000Z,en,0,0,0.86
self-improving,https://x.com/i/status/2102248829592703229,2026-09-22T04:09:13.000Z,en,4,0,0.91
self-improving,https://x.com/i/status/2102239067484086726,2026-09-22T03:30:26.000Z,en,107,22,0.03
self-improving,https://x.com/i/status/2102230175295631779,2026-09-22T02:55:05.000Z,en,134,27,0.31
self-improving,https://x.com/i/status/2102222213688725745,2026-09-22T02:23:27.000Z,en,912,143,0.8
self-improving,https://x.com/i/status/2102197938642362385,2026-09-22T00:47:00.000Z,en,10,0,0.84
self-improving,https://x.com/i/status/2102193409175724353,2026-09-22T00:29:00.000Z,en,52,9,0.9
self-improving,https://x.com/i/status/2102185353151234167,2026-09-21T23:56:59.000Z,en,24,20,0.18
self-improving,https://x.com/i/status/2102178756219830289,2026-09-21T23:30:46.000Z,en,19,3,0.32
self-improving,https://x.com/i/status/2102142072547324284,2026-09-21T21:05:00.000Z,en,1,0,0.88
self-improving,https://x.com/i/status/2102136384311951787,2026-09-21T20:42:24.000Z,en,5,0,0.05
self-improving,https://x.com/i/status/2102131271568703643,2026-09-21T20:22:05.000Z,en,10,0,0.73
self-improving,https://x.com/i/status/2102092474911207454,2026-09-21T17:47:55.000Z,en,101,11,0.17
self-improving,https://x.com/i/status/2102080854390665514,2026-09-21T17:01:45.000Z,en,1,0,0.15
self-improving,https://x.com/i/status/2102067948554969120,2026-09-21T16:10:28.000Z,en,35,4,0.35
self-improving,https://x.com/i/status/2102065499614199997,2026-09-21T16:00:44.000Z,en,127,71,0.33
self-improving,https://x.com/i/status/2102062833374560527,2026-09-21T15:50:08.000Z,en,0,0,0.05
self-improving,https://x.com/i/status/2102058425962385914,2026-09-21T15:32:37.000Z,en,0,0,0.88
self-improving,https://x.com/i/status/2102056108248711525,2026-09-21T15:23:25.000Z,en,0,0,0.13
self-improving,https://x.com/i/status/2102052044617965901,2026-09-21T15:07:16.000Z,en,0,0,0.88
self-improving,https://x.com/i/status/2102042382753521822,2026-09-21T14:28:52.000Z,en,0,0,0.8
self-improving,https://x.com/i/status/2102038661546057846,2026-09-21T14:14:05.000Z,en,37,5,0.84
self-improving,https://x.com/i/status/2102038131663053223,2026-09-21T14:11:59.000Z,en,33,4,0.52
self-improving,https://x.com/i/status/2102037817182609568,2026-09-21T14:10:44.000Z,en,3,0,0.03
self-improving,https://x.com/i/status/2102035267372691771,2026-09-21T14:00:36.000Z,en,2,1,0.16
self-improving,https://x.com/i/status/2102035163643588691,2026-09-21T14:00:11.000Z,en,0,0,0.86
self-improving,https://x.com/i/status/2102026748967698796,2026-09-21T13:26:45.000Z,en,0,0,0.83
self-improving,https://x.com/i/status/2102026002134430110,2026-09-21T13:23:47.000Z,en,1,0,0.58
self-improving,https://x.com/i/status/2102021511666180208,2026-09-21T13:05:56.000Z,en,1,0,0.08
self-improving,https://x.com/i/status/2102019641136566772,2026-09-21T12:58:30.000Z,en,4,0,0.65
self-improving,https://x.com/i/status/2102018989320806811,2026-09-21T12:55:55.000Z,en,24,4,0.8
self-improving,https://x.com/i/status/2102014196926042389,2026-09-21T12:36:52.000Z,en,5,2,0.18
self-improving,https://x.com/i/status/2102012368951685163,2026-09-21T12:29:36.000Z,en,14,1,0.83
self-improving,https://x.com/i/status/2102010434005905467,2026-09-21T12:21:55.000Z,en,2,2,0.05
self-improving,https://x.com/i/status/2102009489167884610,2026-09-21T12:18:10.000Z,en,16,3,0.77
self-improving,https://x.com/i/status/2102002199001964688,2026-09-21T11:49:12.000Z,en,1,0,0.91
self-improving,https://x.com/i/status/2101999275605713250,2026-09-21T11:37:35.000Z,zxx,166,36,0.08
